signal,global_plv,high_R_plv,non_high_R_plv,high_minus_background,best_lag_days,best_lag_plv,p_circular,fdr_q
combo_Mars_Jupiter_Saturn,0.07439004781969076,0.08974545224731924,0.08268242756890301,0.007063024678416227,205,0.27082860567547323,0.8935532233883059,0.9346936701140955
venus_mars_jupiter,0.051229380346291147,0.0851562081767957,0.05294019297342983,0.03221601520336587,228,0.32429331011019297,0.8920539730134932,0.9346936701140955
combo_Venus_Mars_Jupiter,0.051229380346291147,0.0851562081767957,0.05294019297342983,0.03221601520336587,228,0.32429331011019297,0.9000499750124937,0.9346936701140955
combo_Neptune_Pluto,0.029730252596297357,0.07226119753238534,0.030547887609199034,0.04171330992318631,172,0.2539153273798787,0.8770614692653673,0.9346936701140955
combo_Saturn_Pluto,0.02742721971340037,0.06504743254036868,0.028371574317361748,0.03667585822300694,229,0.21384667001557123,0.863568215892054,0.9346936701140955
combo_Mars_Pluto_Sun,0.014053181331988629,0.0983003967878626,0.016552598945811972,0.08174779784205063,240,0.338234976930632,0.9160419790104948,0.9417734952748344
combo_Mars_Jupiter_Moon,0.06988951357593386,0.07881668202937907,0.06967554149958444,0.00914114052979463,217,0.31505578843738663,0.9310344827586207,0.951632517074796
combo_Mercury_Mars_Jupiter,0.043736613440437694,0.05621839315110585,0.04540527754174453,0.010813115609361316,240,0.38790406863175025,0.936031984007996,0.951632517074796
combo_Venus_Uranus_Neptune,0.0117022304107275,0.03457668532324493,0.01065402979449264,0.023922655528752286,138,0.2808808597499712,0.9420289855072463,0.9524381455680999
combo_Venus_Mars_Uranus,0.017042365474097435,0.05898084677940841,0.01666436781874664,0.04231647896066177,220,0.2784315558980619,0.974512743628186,0.9798672092525166
combo_Mars_Jupiter_Uranus,0.06938606401871975,0.03845760164331489,0.07244375004327452,-0.033986148399959636,172,0.4037946098862047,0.9805097451274363,0.9805097451274363
