lag_days,plv,signal
183,0.04647243207384458,Venus
184,0.0452508057233501,Venus
185,0.04396956031266949,Venus
186,0.04265656145430497,Venus
187,0.04134560774430036,Venus
188,0.04007147420579729,Venus
189,0.03886720272921757,Venus
190,0.03776020461840217,Venus
191,0.036771122363469425,Venus
192,0.03591326609632074,Venus
193,0.03519578200433837,Venus
194,0.03462315852601283,Venus
195,0.03419566379666491,Venus
196,0.033907463995763915,Venus
197,0.033748602107844694,Venus
198,0.03370504593168312,Venus
199,0.03375942386257488,Venus
200,0.033890730987278773,Venus
201,0.03407670204522349,Venus
202,0.0342948550106613,Venus
203,0.03452585133303713,Venus
204,0.03475501681662477,Venus
205,0.03497480118478635,Venus
206,0.03518345775834308,Venus
207,0.035383665717736365,Venus
208,0.03557882086915614,Venus
209,0.03577259555385157,Venus
210,0.035970582413200045,Venus
211,0.03618274412859656,Venus
212,0.03642224271667334,Venus
213,0.03670648178604014,Venus
214,0.037053933962118146,Venus
215,0.037481660527870615,Venus
216,0.03800071075763915,Venus
217,0.038615308247126716,Venus
218,0.03932197140852476,Venus
219,0.0401130018242973,Venus
220,0.04097840940670883,Venus
221,0.04190958829055035,Venus
222,0.04289944450790733,Venus
223,0.043943735193706694,Venus
224,0.04503932820990443,Venus
225,0.046184360870342764,Venus
226,0.047376008531861906,Venus
227,0.04861071631227812,Venus
228,0.04988276026254588,Venus
229,0.05118592749033478,Venus
230,0.05251396779334089,Venus
231,0.05386360104683546,Venus
232,0.05523448590635007,Venus
233,0.05662906197907358,Venus
234,0.05804812699753701,Venus
235,0.05948825709059264,Venus
236,0.06093925892893614,Venus
237,0.06238604360551245,Venus
238,0.06380995494755327,Venus
239,0.06519230631821829,Venus
240,0.06651641608562918,Venus
0,0.37795184918870517,Mars
1,0.37783052508136067,Mars
2,0.377508943696498,Mars
3,0.3770317873851901,Mars
4,0.37643586612415225,Mars
5,0.3757513488735519,Mars
6,0.3750021416687417,Mars
7,0.37420966038548203,Mars
