signal,lag_days,residual_plv
Venus,148,0.11770710633563064
Venus,149,0.11632533237741349
Venus,150,0.11496490382840675
Venus,151,0.11361231250143708
Venus,152,0.11225107055899944
Venus,153,0.11086363598137286
Venus,154,0.10943283143434891
Venus,155,0.10794481979866088
Venus,156,0.10639087323553563
Venus,157,0.1047694789990325
Venus,158,0.10308566007101032
Venus,159,0.10134990626573279
Venus,160,0.09957501364520839
Venus,161,0.09777464947112646
Venus,162,0.09596223513056948
Venus,163,0.0941521288977121
Venus,164,0.09235868048692604
Venus,165,0.09059751421046609
Venus,166,0.08887814278648024
Venus,167,0.08720301111254722
Venus,168,0.08557078832584623
Venus,169,0.08397790403003606
Venus,170,0.08241940539262375
Venus,171,0.08089259607003653
Venus,172,0.07940113205089512
Venus,173,0.07795874474776025
Venus,174,0.07658792274367189
Venus,175,0.07531519279898735
Venus,176,0.07416453828739528
Venus,177,0.07315318172029753
Venus,178,0.07228604334065367
Venus,179,0.07154641345220429
Venus,180,0.07090280536978574
Venus,181,0.07031778250350203
Venus,182,0.06975255991063807
Venus,183,0.06917409308805371
Venus,184,0.06855994443449974
Venus,185,0.06790412925524425
Venus,186,0.0672173705533176
Venus,187,0.06652417620119581
Venus,188,0.06585615603089816
Venus,189,0.06524760171320801
Venus,190,0.06473182771564272
Venus,191,0.06434001166147303
Venus,192,0.06409818116753467
Venus,193,0.06402542811410378
Venus,194,0.06413371808298317
Venus,195,0.06443046818290059
Venus,196,0.06491954094799322
Venus,197,0.06560304803654766
Venus,198,0.06648080102915957
Venus,199,0.06755066004666765
Venus,200,0.06880784779776962
Venus,201,0.07024529977560291
Venus,202,0.07185268826454305
Venus,203,0.07361632525032377
Venus,204,0.075518401072595
Venus,205,0.07753805999135649
Venus,206,0.0796526456676202
Venus,207,0.08184012702689687
Venus,208,0.08407988045987809
Venus,209,0.08635294643556876
Venus,210,0.08863964098039005
