combo,n_bodies,weights,all_high_plv,all_background_plv,all_contrast,train_high_plv,train_background_plv,train_contrast,test_high_plv,test_background_plv,test_contrast,train_score
Mercury+Mars+Uranus+Moon,4,Mercury:0.639564;Mars:-0.666436;Uranus:0.341203;Moon:-0.174360,0.13468450236741006,0.013267127565934272,0.12141737480147578,0.36187607525694127,0.014730261208135354,0.3471458140488059,0.1233572499781844,0.010521860449855739,0.11283538952832865,0.3421458140488059
Mercury+Jupiter+Uranus+Neptune,4,Mercury:-0.440820;Jupiter:0.489403;Uranus:0.271317;Neptune:-0.701819,0.1957594590812842,0.014415134362029404,0.1813443247192548,0.537198342710422,0.019257978617956247,0.5179403640924658,0.13098860089888398,0.01891892303603885,0.11206967786284514,0.5129403640924658
Venus+Mars+Neptune+Moon,4,Venus:-0.824425;Mars:-0.388413;Neptune:-0.397606;Moon:-0.106621,0.20661808014963723,0.011516275971057227,0.19510180417858,0.7776856548483352,0.014923893404177404,0.7627617614441577,0.12272418357747034,0.011683090971683682,0.11104109260578665,0.7577617614441577
Venus+Jupiter+Uranus+Neptune,4,Venus:0.858963;Jupiter:-0.234440;Uranus:0.262546;Neptune:0.371874,0.1925865842182541,0.0026411817968241985,0.18994540242142988,0.7124175919773861,0.004984893630218753,0.7074326983471674,0.11497624769702704,0.004059411388057172,0.11091683630896987,0.7024326983471674
Mercury+Venus+Mars,3,Mercury:-0.265032;Venus:0.881441;Mars:0.390922,0.202796932360547,0.006875077416597306,0.19592185494394967,0.6975767152938356,0.0019486316243575406,0.695628083669478,0.1139734243925839,0.003233617196077496,0.1107398071965064,0.6889614170028113
Mercury+Neptune,2,Mercury:0.789270;Neptune:0.614046,0.1397712233734217,0.031822216784471447,0.10794900658895026,0.2346459831862014,0.03326259986750808,0.20138338331869332,0.1406523543706859,0.030275325933157148,0.11037702843752875,0.1913833833186933
Mercury+Saturn+Pluto,3,Mercury:0.354116;Saturn:0.894379;Pluto:0.273292,0.035053844846320396,0.012535224579741827,0.022518620266578568,0.44028745423177673,0.0169644863476894,0.42332296788408735,0.11867335702432787,0.00864025338538403,0.11003310363894384,0.4166563012174207
Jupiter+Saturn+Moon,3,Jupiter:-0.569353;Saturn:-0.692280;Moon:0.443380,0.07432926041536683,0.007620718170424848,0.06670854224494198,0.43661362765510225,0.011986419262652117,0.42462720839245016,0.11686280087039247,0.007284383931963184,0.10957841693842929,0.4179605417257835
Mercury+Venus+Jupiter+Saturn,4,Mercury:-0.017306;Venus:0.686268;Jupiter:-0.468592;Saturn:0.556020,0.20191647416600264,0.013492039314890807,0.18842443485111182,0.7350422370067953,0.01825338588187895,0.7167888511249163,0.12714086580930672,0.01764704333815876,0.10949382247114797,0.7117888511249163
Venus+Jupiter+Neptune+Moon,4,Venus:0.797443;Jupiter:-0.325302;Neptune:0.507951;Moon:0.015782,0.1868519317692315,0.005688574918341137,0.18116335685089038,0.7044477575409542,0.004361490267240218,0.700086267273714,0.1099996882007348,0.0007921338373325728,0.10920755436340222,0.695086267273714
Mercury+Venus+Jupiter+Neptune,4,Mercury:-0.028779;Venus:0.807529;Jupiter:-0.323062;Neptune:0.492646,0.1867369141469946,0.005516215978114019,0.18122069816888056,0.704859440952805,0.004263514138142527,0.7005959268146624,0.10994916433622541,0.0009383318052634113,0.109010832530962,0.6955959268146624
Venus+Jupiter+Neptune,3,Venus:0.798715;Jupiter:-0.325988;Neptune:0.505752,0.18691266822943559,0.004926407132168452,0.18198626109726712,0.7033483894346203,0.0035193796347144455,0.6998290097999058,0.10997209248995653,0.0017061458258424492,0.10826594666411407,0.6931623431332391
Mars+Neptune+Pluto,3,Mars:0.481676;Neptune:0.661046;Pluto:0.575332,0.061854498578304225,0.010082603748520064,0.05177189482978416,0.3979247304624117,0.014257673317972055,0.38366705714443966,0.11691283598403848,0.009018587791039501,0.10789424819299898,0.377000390477773
Mercury+Venus+Mars+Pluto,4,Mercury:-0.256011;Venus:0.880606;Mars:0.395584;Pluto:-0.050047,0.2005912985163268,0.007818921359470512,0.19277237715685627,0.7000770237648805,0.0032999093887775225,0.6967771143761029,0.11036162596317099,0.002796437172606869,0.10756518879056412,0.6917771143761029
Venus+Moon,2,Venus:0.996760;Moon:0.080427,0.1575098768904144,0.004807247341973082,0.15270262954844133,0.6268359003364204,0.00941454031627984,0.6174213600201406,0.11476355448298671,0.008041611073768412,0.1067219434092183,0.6074213600201406
Venus+Saturn,2,Venus:0.990118;Saturn:0.140240,0.16252212473726677,0.007036245032853166,0.1554858797044136,0.6330433268739536,0.011516862268010585,0.621526464605943,0.11702669088137461,0.011038215091733972,0.10598847578964064,0.611526464605943
Mercury+Moon,2,Mercury:0.905946;Moon:-0.423394,0.13918163566641878,0.02759793121250299,0.11158370445391579,0.23094053571642864,0.03179928220645928,0.19914125350996936,0.13380346107212923,0.028127701839673003,0.10567575923245623,0.18914125350996935
Venus+Jupiter+Pluto,3,Venus:-0.962971;Jupiter:-0.086782;Pluto:-0.255255,0.1519753209861941,0.010552932414359655,0.14142238857183445,0.6390120476829578,0.014340030929853398,0.6246720167531045,0.119670827200238,0.014921928712481377,0.10474889848775662,0.6180053500864378
Venus+Saturn+Moon,3,Venus:-0.987950;Saturn:-0.138122;Moon:-0.069838,0.15935792837986856,0.006203534842846069,0.15315439353702248,0.6330984680868809,0.010624142386773977,0.6224743257001069,0.11457020768079419,0.01022547589032959,0.1043447317904646,0.6158076590334401
Mars+Saturn+Uranus+Moon,4,Mars:0.242141;Saturn:-0.820544;Uranus:0.470460;Moon:0.216201,0.11687352855682305,0.006738583493702957,0.11013494506312009,0.4807461333297831,0.010266368728205178,0.4704797646015779,0.11419038206912657,0.010009377637300523,0.10418100443182605,0.4654797646015779
Mercury+Venus+Mars+Moon,4,Mercury:0.272171;Venus:-0.871397;Mars:-0.402800;Moon:-0.065896,0.19950522371713217,0.008403449420874915,0.19110177429625724,0.700939428187764,0.003678759463188452,0.6972606687245756,0.10764395784791268,0.0036756112607140177,0.10396834658719867,0.6922606687245756
Mars+Jupiter+Neptune+Moon,4,Mars:-0.061188;Jupiter:0.722895;Neptune:-0.687456;Moon:-0.032912,0.17571320672256005,0.02536397274735288,0.15034923397520716,0.4813444413182961,0.022443636836992468,0.45890080448130366,0.12504429663524516,0.02138680536783146,0.10365749126741369,0.45390080448130365
Mercury+Saturn,2,Mercury:0.419403;Saturn:0.907800,0.02475479125291961,0.00880839216085826,0.01594639909206135,0.4139612953807543,0.012528534880475298,0.40143276050027904,0.10878671176590667,0.005512110206749744,0.10327460155915692,0.39143276050027903
Mercury+Jupiter+Saturn+Pluto,4,Mercury:0.431467;Jupiter:0.316008;Saturn:0.795095;Pluto:0.286005,0.04433510219150734,0.014613515384281102,0.02972158680722624,0.4550468988608832,0.01847575344600801,0.4365711454148752,0.1133198867716907,0.010482529821147259,0.10283735695054344,0.4315711454148752
Venus+Jupiter+Pluto+Moon,4,Venus:0.958989;Jupiter:0.087714;Pluto:0.258311;Moon:0.076946,0.1485440175074776,0.009886200973217341,0.13865781653426024,0.6395353029803341,0.013503283510209416,0.6260320194701247,0.11678842136006497,0.014351636591565348,0.10243678476849961,0.6210320194701247
Saturn+Pluto,2,Saturn:-0.949709;Pluto:-0.313134,0.05718208443171699,0.004427701193911395,0.0527543832378056,0.4032706517310157,0.008564060639793526,0.39470659109122214,0.10629055005696987,0.004061417547363523,0.10222913250960634,0.3847065910912221
Mercury+Saturn+Uranus,3,Mercury:-0.320983;Saturn:-0.877912;Uranus:0.355303,0.0657848003460545,0.014080516884484315,0.05170428346157018,0.47912225643334777,0.018121950975044803,0.46100030545830295,0.11192721058350236,0.010666815880652205,0.10126039470285016,0.4543336387916363
Saturn+Pluto+Moon,3,Saturn:-0.943326;Pluto:-0.321394;Moon:0.082717,0.061206648990341575,0.004418822414337745,0.05678782657600383,0.4038869222807876,0.008593990173846803,0.3952929321069408,0.10480265749222495,0.003688424918804148,0.1011142325734208,0.3886262654402741
Saturn+Uranus,2,Saturn:0.931461;Uranus:-0.363842,0.082995373957291,0.005036405971076281,0.07795896798621471,0.4333220398652144,0.00877980435398425,0.42454223551123016,0.10751873735235286,0.0068006026056619245,0.10071813474669093,0.41454223551123015
Saturn+Uranus+Moon,3,Saturn:0.904327;Uranus:-0.373700;Moon:-0.206252,0.0905209551676726,0.005569407596077326,0.08495154757159527,0.4413358475041713,0.009643427272817862,0.43169242023135346,0.10723835933596595,0.006695114091211606,0.10054324524475435,0.4250257535646868
Mars+Jupiter+Neptune,3,Mars:-0.078531;Jupiter:0.720040;Neptune:-0.689475,0.170485921798183,0.023284004161486307,0.1472019176366967,0.47325388333077506,0.020112989564850223,0.4531408937659248,0.11966261303326256,0.019235947738961125,0.10042666529430144,0.44647422709925816
Mercury+Saturn+Moon,3,Mercury:-0.637756;Saturn:-0.726382;Moon:0.256197,0.07384210503784981,0.01862511869447546,0.05521698634337435,0.4924373730715866,0.022036073697058345,0.47040129937452824,0.11467503330427653,0.014308218168270248,0.10036681513600629,0.4637346327078616
Mercury+Mars+Saturn+Moon,4,Mercury:-0.637972;Mars:0.001280;Saturn:-0.725896;Moon:0.257030,0.07399937606205886,0.018600738422248016,0.055398637639810844,0.49244270670570367,0.022019828620601294,0.47042287808510236,0.11458845279917312,0.014295130098897177,0.10029332270027595,0.46542287808510235
Mars+Jupiter,2,Mars:-0.522039;Jupiter:-0.852922,0.0670037998252733,0.020583037036704808,0.04642076278856849,0.4433628928310618,0.024663239704659654,0.4186996531264021,0.11826982315197682,0.017991086175701654,0.10027873697627517,0.4086996531264021
Jupiter+Saturn+Uranus+Moon,4,Jupiter:0.425358;Saturn:0.705227;Uranus:-0.464144;Moon:-0.326030,0.1206635547801097,0.014095980945240118,0.10656757383486959,0.5029370967517386,0.016975182143824607,0.485961914607914,0.11095956770166583,0.010799639592489542,0.10015992810917629,0.480961914607914
Uranus+Pluto+Moon,3,Uranus:-0.598259;Pluto:-0.792183;Moon:-0.120551,0.12407259224766433,0.03602844567891577,0.08804414656874857,0.3995988400122257,0.03477242533860507,0.3648264146736206,0.13926678166658943,0.039219601187331934,0.1000471804792575,0.35815974800695394
Mercury+Saturn+Pluto+Moon,4,Mercury:-0.572620;Saturn:-0.768192;Pluto:-0.134615;Moon:0.252717,0.04441383870235309,0.016883594792913643,0.027530243909439447,0.5097600310606646,0.02060077643827813,0.48915925462238646,0.11129902561848923,0.01227988748439558,0.09901913813409365,0.48415925462238646
Mercury+Uranus+Neptune,3,Mercury:0.641730;Uranus:-0.526301;Neptune:0.557843,0.13654144200740687,0.020833133791367142,0.11570830821603972,0.3107505539768756,0.024335327475371153,0.28641522650150447,0.11952787893042678,0.020957462880117572,0.09857041605030921,0.2797485598348378
Venus+Pluto,2,Venus:0.980179;Pluto:0.198113,0.15151221232380513,0.008667866751852576,0.14284434557195255,0.6368944547728612,0.012351363778944703,0.6245430909939165,0.11052704026476734,0.013166378667101568,0.09736066159766577,0.6145430909939165
Mars+Jupiter+Moon,3,Mars:-0.522551;Jupiter:-0.848577;Moon:-0.082809,0.07142245184915935,0.02020811318997762,0.051214338659181735,0.44709493639795883,0.02417167600571401,0.4229232603922448,0.11524025268150473,0.01793527661826396,0.09730497606324076,0.41625659372557816
Mercury+Mars+Saturn+Uranus,4,Mercury:0.432461;Mars:-0.084606;Saturn:0.820638;Uranus:-0.363831,0.04126264593595761,0.017167414924761076,0.024095231011196535,0.4867886441914731,0.02093274810671325,0.46585589608475986,0.1086485394112322,0.012930708103156566,0.09571783130807564,0.46085589608475985
Mercury+Mars+Saturn,3,Mercury:0.445149;Mars:-0.196824;Saturn:0.873557,0.02242028168813635,0.00665513142277108,0.01576515026536527,0.4250460423671519,0.010200378942823485,0.4148456634243284,0.09851019158680693,0.0030585786279198573,0.09545161295888707,0.4081789967576617
Mercury+Mars+Pluto,3,Mercury:-0.743216;Mars:0.342943;Pluto:0.574474,0.15385091764692904,0.010600783969901191,0.14325013367702785,0.39046761634007443,0.014360701009758116,0.3761069153303163,0.10808570230222865,0.013171253199395357,0.0949144491028333,0.36944024866364966
Venus+Pluto+Moon,3,Venus:-0.976412;Pluto:-0.199374;Moon:-0.082882,0.14720400232662065,0.007757276149427334,0.1394467261771933,0.637120300292492,0.011274812566215374,0.6258454877262767,0.10720212686579496,0.012355260847026801,0.09484686601876816,0.61917882105961
Jupiter+Pluto+Moon,3,Jupiter:-0.841329;Pluto:-0.494907;Moon:0.217331,0.10374265069918896,0.030137095325530983,0.07360555537365798,0.49304243203463816,0.033947990001225906,0.45909444203341226,0.12109943598288359,0.028583759234061645,0.09251567674882194,0.4524277753667456
Mercury+Mars+Pluto+Moon,4,Mercury:-0.701951;Mars:0.503613;Pluto:0.469397;Moon:0.182499,0.13834841628350086,0.0069940806540061224,0.13135433562949475,0.4025808130086248,0.009091024979732553,0.39348978802889223,0.09872111951527664,0.006362995069611988,0.09235812444566464,0.3884897880288922
Mercury+Jupiter+Saturn+Moon,4,Mercury:0.607324;Jupiter:-0.151818;Saturn:0.746439;Moon:-0.225693,0.08331185048232333,0.01679989716289966,0.06651195331942367,0.49791295547021214,0.01984674620532205,0.4780662092648901,0.10462947098238597,0.012721204974523812,0.09190826600786216,0.47306620926489007
Mercury+Venus+Saturn,3,Mercury:-0.247640;Venus:0.965375;Saturn:0.082014,0.16991328574337525,0.004367793755296278,0.16554549198807897,0.6446817668125961,0.00027508924825276606,0.6444066775643433,0.09668662601412961,0.004910758039418985,0.09177586797471063,0.6377400108976766
Mercury+Uranus,2,Mercury:0.991270;Uranus:-0.131847,0.12714061639139368,0.029246610854614302,0.09789400553677938,0.20345772025024786,0.032440444351384996,0.17101727589886287,0.12115259828588978,0.029427499607206788,0.091725098678683,0.16101727589886286
Mercury+Venus,2,Mercury:-0.258262;Venus:0.966075,0.16805224762847418,0.006113679011206404,0.16193856861726777,0.6427367625060618,0.002150347488172513,0.6405864150178893,0.09478239463277939,0.004155768912711448,0.09062662572006794,0.6305864150178893
Mercury+Jupiter+Saturn,3,Mercury:0.410848;Jupiter:0.271088;Saturn:0.870468,0.01448258167357506,0.011116004608224001,0.0033665770653510587,0.4237775365590768,0.012960040729591784,0.410817495829485,0.10066242266744233,0.010489727394110231,0.09017269527333209,0.40415082916281836
Mars+Jupiter+Pluto,3,Mars:-0.139397;Jupiter:0.791790;Pluto:0.594674,0.11137658311570206,0.03209482611274784,0.07928175700295423,0.48160200120941776,0.03579657491198048,0.4458054262974373,0.12072225246905599,0.03127687591865979,0.0894453765503962,0.43913875963077065
Mercury+Venus+Saturn+Moon,4,Mercury:0.236925;Venus:-0.966197;Saturn:-0.088864;Moon:-0.049323,0.1677877132459738,0.0042069192618491395,0.16358079398412467,0.6450604554646507,0.00014544707140907296,0.6449150083932417,0.09423715088037114,0.004805561870450163,0.08943158900992099,0.6399150083932417
Jupiter+Uranus+Neptune+Moon,4,Jupiter:-0.716898;Uranus:-0.021697;Neptune:0.696765;Moon:0.010299,0.16995328590345068,0.02962823268642502,0.14032505321702565,0.4890251243106522,0.026785763071102885,0.46223936123954934,0.11509437365019709,0.02572523235156704,0.08936914129863005,0.45723936123954934
Mercury+Saturn+Neptune+Pluto,4,Mercury:-0.009720;Saturn:0.726955;Neptune:-0.675157;Pluto:-0.124923,0.1708843867355907,0.010334463695581705,0.16054992304000898,0.6806690084172026,0.013136802040301765,0.6675322063769008,0.10508985639087176,0.0161346692095888,0.08895518718128297,0.6625322063769008
Mercury+Venus+Moon,3,Mercury:-0.257551;Venus:0.965798;Moon:0.030022,0.16714135793575555,0.006364648882874262,0.16077670905288127,0.6432022926917401,0.0024505136747450004,0.6407517790169951,0.09307258642414876,0.004194173893073366,0.0888784125310754,0.6340851123503284
Saturn+Moon,2,Saturn:0.999703;Moon:0.024356,0.03174810388633335,0.002354552639184507,0.02939355124714884,0.37943552762092214,0.0032045228718136217,0.37623100474910853,0.09426356120088218,0.005489235133535334,0.08877432606734685,0.3662310047491085
Mercury+Mars+Neptune,3,Mercury:-0.569383;Mars:-0.779844;Neptune:0.260087,0.12538586913282185,0.007296679309557273,0.11808918982326458,0.33797000238197156,0.008081563206475323,0.32988843917549626,0.09841770430875624,0.009750236376417773,0.08866746793233847,0.3232217725088296
Mercury+Saturn+Uranus+Moon,4,Mercury:0.366347;Saturn:0.807629;Uranus:-0.421276;Moon:-0.189871,0.06760393177021258,0.015979825528160036,0.05162410624205255,0.5371792797905517,0.019157759696157368,0.5180215200943943,0.09958051638677401,0.011483875113481291,0.08809664127329273,0.5130215200943943
Mercury+Mars+Jupiter,3,Mercury:-0.181118;Mars:-0.575385;Jupiter:-0.797576,0.05114109222127031,0.017686364730449947,0.03345472749082036,0.4413600164878049,0.02110399211854253,0.42025602436926235,0.1015115901590108,0.01403112581598031,0.0874804643430305,0.4135893577025957
Saturn+Neptune+Pluto,3,Saturn:0.730916;Neptune:-0.670655;Pluto:-0.126426,0.171454357598571,0.010365350675439545,0.16108900692313147,0.6805936787168964,0.013236941590677585,0.6673567371262188,0.10322460631861727,0.01614364659320495,0.08708095972541231,0.6606900704595521
Venus+Saturn+Pluto+Moon,4,Venus:-0.798600;Saturn:-0.410375;Pluto:-0.439528;Moon:0.025421,0.1900133940670419,0.026122584400735973,0.16389080966630593,0.716602967313856,0.029889688983645406,0.6867132783302106,0.11663631489336634,0.03013415377127308,0.08650216112209326,0.6817132783302106
Uranus+Pluto,2,Uranus:0.580366;Pluto:0.814356,0.11596802046658744,0.03886611276865212,0.07710190769793532,0.39298875064819977,0.037917677406393596,0.3550710732418062,0.12840640158049244,0.04191986139881545,0.08648654018167698,0.3450710732418062
Venus+Saturn+Neptune+Pluto,4,Venus:-0.697557;Saturn:-0.284429;Neptune:-0.284619;Pluto:-0.592880,0.20176308100787152,0.01854360140545561,0.1832194796024159,0.7595144799414081,0.022200673830875883,0.7373138061105322,0.10859443221894842,0.022424276014508394,0.08617015620444002,0.7323138061105322
Jupiter+Neptune+Moon,3,Jupiter:-0.746753;Neptune:0.663692;Moon:0.043279,0.16268488643042534,0.029938081630042756,0.1327468048003826,0.4855169071350309,0.02801792098162952,0.45749898615340134,0.1122404701358054,0.02617760798585245,0.08606286214995296,0.4508323194867347
Mercury+Uranus+Pluto+Moon,4,Mercury:-0.251529;Uranus:0.607588;Pluto:0.748550;Moon:0.085108,0.13322949510233423,0.01800749172069109,0.11522200338164314,0.5090940339619449,0.021503224522636182,0.48759080943930866,0.10574334485638291,0.020368408873255316,0.08537493598312759,0.48259080943930865
Jupiter+Saturn,2,Jupiter:0.433357;Saturn:0.901223,0.05609057719921025,0.005134408729313806,0.050956168469896444,0.4028737186275771,0.0060338868440812325,0.39683983178349586,0.09288938992197514,0.008128870940512064,0.08476051898146307,0.38683983178349585
Venus+Saturn+Pluto,3,Venus:0.808469;Saturn:0.400352;Pluto:0.431389,0.18650861679279782,0.025408184582907674,0.16110043220989015,0.7153224213397366,0.029090266500347618,0.6862321548393889,0.11403714410954013,0.029365519202808728,0.08467162490673141,0.6795654881727222
Mercury+Mars+Neptune+Moon,4,Mercury:0.637554;Mars:0.715017;Neptune:-0.227960;Moon:0.174098,0.11725718940030594,0.0070102962951815884,0.11024689310512435,0.34810741473201756,0.009642853023582152,0.3384645617084354,0.09415583309269981,0.009989449291697674,0.08416638380100214,0.3334645617084354
Mars+Saturn+Uranus+Pluto,4,Mars:0.272578;Saturn:0.043189;Uranus:-0.655536;Pluto:-0.702929,0.11906199560704514,0.031025222985017645,0.0880367726220275,0.6827081795824117,0.03386916008940301,0.6488390194930087,0.1165917442737141,0.03253300148323709,0.08405874279047701,0.6438390194930087
Jupiter+Neptune,2,Jupiter:0.744081;Neptune:-0.668089,0.15775227498201588,0.029528702252663023,0.12822357272935286,0.46452144771720216,0.027746523630366213,0.43677492408683594,0.10943112384327647,0.026023696989494815,0.08340742685378165,0.4267749240868359
Mercury+Mars+Uranus+Pluto,4,Mercury:-0.037834;Mars:0.265711;Uranus:-0.647856;Pluto:-0.712915,0.11431989058323924,0.027802874067049586,0.08651701651618965,0.6981543011915851,0.030613961400901845,0.6675403397906832,0.11222776714388774,0.029170577096145327,0.08305719004774241,0.6625403397906832
Saturn+Neptune+Pluto+Moon,4,Saturn:0.732984;Neptune:-0.668141;Pluto:-0.124386;Moon:-0.029174,0.16987269443097003,0.010836220960945647,0.1590364734700244,0.6839006633290132,0.013549874322755515,0.6703507890062577,0.09967513342861789,0.016643216268981575,0.08303191715963631,0.6653507890062577
Mars+Uranus,2,Mars:-0.959842;Uranus:-0.280541,0.1023543150098148,0.010869415753654932,0.09148489925615987,0.18371002462968936,0.010147394298782952,0.1735626303309064,0.09162752201896601,0.009525879085457701,0.08210164293350831,0.1635626303309064
Saturn+Uranus+Neptune+Pluto,4,Saturn:0.747011;Uranus:-0.065743;Neptune:-0.645711;Pluto:-0.143910,0.17153895081437057,0.007389948002202607,0.16414900281216796,0.6826903018088452,0.009814988225667391,0.6728753135831778,0.0946272279701869,0.013363057619427176,0.08126417035075972,0.6678753135831778
Mercury+Uranus+Pluto,3,Mercury:0.313538;Uranus:-0.527526;Pluto:-0.789564,0.14124640740827593,0.021395532541854553,0.11985087486642138,0.5046176437774782,0.024830757470167306,0.47978688630731087,0.10475861715432415,0.023764458416179836,0.0809941587381443,0.4731202196406442
Jupiter+Pluto,2,Jupiter:0.854587;Pluto:0.519308,0.10187665225103017,0.03579891253130526,0.06607773971972492,0.4778955076840016,0.03907939407371682,0.4388161136102848,0.11415306466855403,0.034144613091273264,0.08000845157728076,0.42881611361028477
Mars+Jupiter+Uranus+Pluto,4,Mars:-0.186863;Jupiter:0.129509;Uranus:0.659057;Pluto:0.716906,0.06142729612362231,0.02911477734434669,0.03231251877927562,0.7184222836652143,0.029123153359962295,0.689299130305252,0.11123958230721048,0.03148170994852989,0.07975787235868059,0.684299130305252
Uranus+Neptune,2,Uranus:-0.512707;Neptune:0.858564,0.05807641983796699,0.0039229763324593525,0.05415344350550764,0.09933171570662527,0.0014047690384682932,0.09792694666815698,0.08445045064176804,0.004734456964798097,0.07971599367696994,0.08792694666815698
Jupiter+Neptune+Pluto,3,Jupiter:-0.828987;Neptune:0.229286;Pluto:-0.510107,0.11719175387220489,0.041037218026000064,0.07615453584620482,0.5137147005448307,0.04411931898543793,0.4695953815593928,0.11838036615343701,0.03880443351181519,0.07957593264162183,0.46292871489272613
Venus+Jupiter,2,Venus:0.980739;Jupiter:-0.195325,0.15035230803046862,0.004796303648875122,0.1455560043815935,0.630446047156071,0.008144429051951748,0.6223016181041192,0.08813917540719103,0.009493968567978472,0.07864520683921256,0.6123016181041192
Mercury+Mars+Moon,3,Mercury:0.709382;Mars:-0.683562;Moon:-0.171814,0.11170542800882695,0.02480302913497562,0.08690239887385133,0.3474609867731435,0.026845382915142706,0.3206156038580008,0.10013867500714427,0.023019517892966905,0.07711915711417736,0.31394893719133415
Mars+Saturn+Neptune+Pluto,4,Mars:0.052107;Saturn:0.752739;Neptune:-0.653423;Pluto:-0.060880,0.15439499961098913,0.002879302488687938,0.15151569712230117,0.6835396000750372,0.005250457173764704,0.6782891429012725,0.08511607566199539,0.008898330019896102,0.0762177456420993,0.6732891429012725
Mercury+Mars+Jupiter+Moon,4,Mercury:0.246713;Mars:0.550422;Jupiter:0.796269;Moon:-0.046084,0.031145080444520242,0.017907407264181118,0.013237673180339124,0.45699278732491244,0.02091330917923502,0.43607947814567743,0.08966008948836851,0.014095452912310522,0.07556463657605798,0.43107947814567743
Venus+Jupiter+Moon,3,Venus:0.975432;Jupiter:-0.200592;Moon:0.091079,0.14575046606262188,0.0036640781194122235,0.14208638794320966,0.6305725284275562,0.006916173521481626,0.6236563549060745,0.0837680643575486,0.00836615013726566,0.07540191422028295,0.6169896882394078
Mercury+Uranus+Moon,3,Mercury:-0.772349;Uranus:0.454391;Moon:-0.443854,0.10108078961794616,0.024241077604828545,0.07683971201311761,0.234240069312365,0.026860113122493198,0.2073799561898718,0.09814324730368375,0.02367572052857462,0.07446752677510912,0.20071328952320514
Mercury+Jupiter+Saturn+Uranus,4,Mercury:0.309710;Jupiter:0.209071;Saturn:0.738877;Uranus:-0.560740,0.10561088594342492,0.02984312992295377,0.07576775602047116,0.5179855124896978,0.031100232438716877,0.4868852800509809,0.09925519547235744,0.025336882539532122,0.07391831293282532,0.4818852800509809
Mercury+Pluto,2,Mercury:0.589047;Pluto:-0.808099,0.08965512064971323,0.02474907410009581,0.06490604654961743,0.2482316723992058,0.0260366862652082,0.2221949861339976,0.10024540042884729,0.026360769795296755,0.07388463063355054,0.2121949861339976
Mercury+Venus+Jupiter,3,Mercury:0.287711;Venus:-0.944642;Jupiter:0.157716,0.16851118870861814,0.006121120454477076,0.16239006825414107,0.6533004415188242,0.003987209333697097,0.649313232185127,0.07959901676889362,0.00740041953367417,0.07219859723521946,0.6426465655184603
Mars+Jupiter+Saturn+Neptune,4,Mars:-0.063574;Jupiter:-0.165301;Saturn:0.784734;Neptune:-0.593992,0.14955619084107266,0.013005703578926987,0.13655048726214566,0.6957602347881003,0.015188546655308928,0.6805716881327915,0.0905080084953932,0.018436492432213535,0.07207151606317966,0.6755716881327914
Mercury+Venus+Jupiter+Moon,4,Mercury:-0.283592;Venus:0.945144;Jupiter:-0.158043;Moon:0.036053,0.16732385165423194,0.006207716957976698,0.16111613469625524,0.6535566257382229,0.003978111721621897,0.649578514016601,0.07766934246396505,0.00725539225912889,0.07041395020483616,0.644578514016601
Mars+Uranus+Pluto,3,Mars:-0.254202;Uranus:0.657330;Pluto:0.709435,0.10934079854774051,0.03223478671450402,0.07710601183323648,0.6817335231768462,0.03476267706242071,0.6469708461144255,0.10305158387694771,0.032681433379474045,0.07037015049747367,0.6403041794477587
Mercury+Saturn+Uranus+Neptune,4,Mercury:0.002242;Saturn:-0.763258;Uranus:-0.023092;Neptune:0.645677,0.15075077937226708,0.005948553825929691,0.1448022255463374,0.6644035328681688,0.006575927236803489,0.6578276056313653,0.08114730926027176,0.011547395147083596,0.06959991411318817,0.6528276056313653
Saturn+Uranus+Neptune,3,Saturn:0.764250;Uranus:0.022123;Neptune:-0.644540,0.15082933964020198,0.005762589780330257,0.14506674985987172,0.6641980742477334,0.0063765881228982895,0.657821486124835,0.08058668630270499,0.011339693962010672,0.06924699234069431,0.6511548194581683
Mars+Uranus+Moon,3,Mars:-0.803958;Uranus:-0.371755;Moon:0.464166,0.09487677449737915,0.010563085438429112,0.08431368905895004,0.20027990073321997,0.009179594786420053,0.19110030594679991,0.07745500228971737,0.009022131477550255,0.06843287081216712,0.18443363928013326
Saturn+Neptune,2,Saturn:0.770085;Neptune:-0.637941,0.15183154185870004,0.004842093298561457,0.1469894485601386,0.6630454094220936,0.006009325368803611,0.65703608405329,0.07828529872332689,0.010535800616876674,0.06774949810645021,0.6470360840532899
Mercury+Mars+Saturn+Neptune,4,Mercury:0.007061;Mars:-0.059314;Saturn:-0.768184;Neptune:0.637437,0.14391796039008348,0.0016037382857683824,0.1423142221043151,0.6761653743737908,0.002163406213576507,0.6740019681602143,0.07430809769879004,0.006786849120304216,0.06752124857848582,0.6690019681602143
Mars+Saturn+Neptune,3,Mars:-0.058993;Saturn:-0.770110;Neptune:0.635177,0.14388417823242458,0.0018837323483598123,0.14200044588406477,0.6756447787002456,0.0017547165968580449,0.6738900621033876,0.07398835749561151,0.006656777264785425,0.06733158023082608,0.6672233954367209
Mercury+Saturn+Neptune,3,Mercury:-0.010017;Saturn:-0.773231;Neptune:0.634046,0.15219960698022025,0.004314505501705945,0.1478851014785143,0.6625439734403926,0.005368539287936806,0.6571754341524558,0.07722881577325957,0.00992290198898152,0.06730591378427805,0.6505087674857891
