date,theta_residual_minus_sun_rad,optimal_composite_phase_rad,phase_misalignment_rad,R,high_R
1999-10-27,-2.8400531679863867,1.9919098454707393,1.4512222937224601,-0.823989606462324,False
1999-10-28,-2.862538432778096,2.0135969111742558,1.4070499632272346,-0.8077832673457579,False
1999-10-29,-2.885089433817245,2.035889223896442,1.3622066494658993,-0.7917363330555943,False
1999-10-30,-2.9076759346868783,2.0586447417137332,1.3168646307789746,-0.7759187315752637,False
1999-10-31,-2.9302925570574665,2.081937692676796,1.2709550574453239,-0.7604954930263602,False
1999-11-01,-2.95290634953453,2.105616994149096,1.2246619634959606,-0.7456019751905962,False
1999-11-02,-2.9755209113772754,2.1297415924870524,1.1779228033152584,-0.731331421567879,False
1999-11-03,-2.9981115431369183,2.1541539375465266,1.1309198264961413,-0.7177547238040344,False
1999-11-04,-3.02069372591356,2.1789014451351942,1.083590136130832,-0.7050435884988105,False
1999-11-05,-3.043252134556851,2.203823481892689,1.0361096907300462,-0.693347951094896,False
1999-11-06,-3.0658080300206443,2.2289612288284033,0.9884160483305386,-0.6827056519219307,False
1999-11-07,-3.088333848341068,2.2541562113092386,0.9406952475292796,-0.6729297214222499,False
1999-11-08,-3.1108306483334136,2.2794427298418043,0.8929119290043683,-0.6638830908378576,False
1999-11-09,-3.1332538351583885,2.3046645000542467,0.845266971966951,-0.655497192314771,False
1999-11-10,3.1275841331059784,2.3299159422018825,0.7976681909040959,-0.6477122869860853,False
1999-11-11,3.1053557164336185,2.355096748192624,0.7502589682409946,-0.6404585675192083,False
1999-11-12,3.0832427846708477,2.380303190503475,0.7029395941673728,-0.633654823484139,False
1999-11-13,3.061282982571772,2.405433926939253,0.6558490556325189,-0.6272629902204899,False
1999-11-14,3.039457210674626,2.4305849682687715,0.6088722424058544,-0.6213569462407135,False
1999-11-15,3.017778758721657,2.4556591309004814,0.5621196278211755,-0.6162119087743886,False
1999-11-16,2.996201667847431,2.4807540057615594,0.5154476620858714,-0.6120745564430138,False
1999-11-17,2.974724019886314,2.505776659580995,0.4689473603053189,-0.6089295685846932,False
1999-11-18,2.9532909569525616,2.530825820102913,0.4224651368496488,-0.6066084659307945,False
1999-11-19,2.931900335338833,2.55581190880575,0.37608842653308283,-0.6049110382628544,False
1999-11-20,2.910500770477288,2.5808339464209045,0.3296668240563836,-0.6038890420459807,False
1999-11-21,2.8890995819851177,2.6058047923716465,0.2832947896134712,-0.6037966445918984,False
1999-11-22,2.8676611745751988,2.6308229770686413,0.23683819750655744,-0.6047749331007022,False
1999-11-23,2.8462131572191023,2.655802989000761,0.19041016821834145,-0.6068116912637389,False
1999-11-24,2.8247244208534212,2.6808421566483354,0.14388226420508587,-0.6099418096429818,False
1999-11-25,2.803211413154691,2.7058558524932543,0.09735556066143669,-0.6141426091618827,False
1999-11-26,2.7816290143417977,2.7309395416995343,0.05068947264226331,-0.619223509392438,False
1999-11-27,2.7599955669792475,2.756008791738193,0.00398677524105473,-0.624903123489026,False
1999-11-28,2.7382778102973866,2.781156606016853,-0.04287879571946629,-0.6308112884684794,False
1999-11-29,2.716507764102566,2.8062981168088204,-0.08979035270625424,-0.6366951231913617,False
1999-11-30,2.694654233648362,2.8315233177107615,-0.13686908406239962,-0.6425797569256028,False
1999-12-01,2.6727441097405116,2.856746296742081,-0.18400218700156934,-0.6486106204395606,False
1999-12-02,2.650743243446307,2.8820535122784836,-0.23131026883217665,-0.6548722030346349,False
1999-12-03,2.628681546761504,2.9073575131738503,-0.2786759664123464,-0.661528841745955,False
1999-12-04,2.6065274968412844,2.932741396128643,-0.32621389928735844,-0.6689307413610233,False
