name,bodies,n_transition_days,n_nontransition_high_R_days,transition_best_lag_days,transition_best_plv,nontransition_best_lag_days,nontransition_best_plv,transition_zero_lag_plv,nontransition_zero_lag_plv,transition_gain_best,transition_gain_zero,transition_peak_sharpness,transition_vs_nontransition_p,z_score
Mercury_Venus_Mars,Mercury+Venus+Mars,820,12,365,0.4838841357347834,162,0.9988495642177609,0.208300089590954,0.9574006529902885,-0.5149654284829775,-0.7491005633993345,0.2424541824895457,0.09078014184397164,1.3849935414433303
All_NonSolar_Major,Mercury+Venus+Mars+Jupiter+Saturn+Uranus+Neptune+Moon,820,12,-186,0.3279106543944494,313,0.9995194840802386,0.13741472872527216,0.8021241289574196,-0.6716088296857892,-0.6647094002321474,0.19160050986475702,0.1437146892655367,1.2589164098133914
Jupiter_Saturn,Jupiter+Saturn,820,12,-308,0.3030970574258462,21,0.9916919015925805,0.07312355622347215,0.9915648417816341,-0.6885948441667342,-0.918441285558162,0.15461355318840947,0.2073732718894009,0.9221349509231006
Venus_Mars,Venus+Mars,820,12,-215,0.47749817556833185,-151,0.9983450485919966,0.2426432309574966,0.9895754425099147,-0.5208468730236647,-0.7469322115524181,0.1875569287648451,0.21362994350282485,0.8699024678534105
Venus_Mars_Jupiter,Venus+Mars+Jupiter,820,12,-175,0.3726576682729151,114,0.9999029017497815,0.28485749083854744,0.9970715993185791,-0.6272452334768663,-0.7122141084800317,0.1251431870189763,0.49929328621908126,-0.1396928513187001
Mars_Jupiter,Mars+Jupiter,820,12,-348,0.28840888353199723,-25,0.9943757628802266,0.12046281862478267,0.9940281640682449,-0.7059668793482293,-0.8735653454434622,0.15928550060681318,0.6908897554058845,-0.6788591902314514
Sun_removed_Moon,Moon,820,12,19,0.031009979503894447,-48,0.6989910296830129,0.016972238637873064,0.616404310946617,-0.6679810501791184,-0.5994320723087438,0.011026890618018724,0.8529621698786581,-1.0861210628976867
Venus_Jupiter,Venus+Jupiter,820,12,-228,0.25781352174374306,42,0.9954405774031474,0.09024744308909112,0.9950082710452052,-0.7376270556594043,-0.904760827956114,0.14273196811424677,0.9132598649129043,-1.3244630536379158
