gx,gy,gz,energy
-0.39330510227525695,-0.43680956873307614,0.8090169943749475,0.14321180961885846
-0.37782107733007836,-0.45026962626593553,0.8090169943749475,0.14651041379611163
-0.36187673560104816,-0.46318109961790904,0.8090169943749475,0.14993683390103463
-0.3454915028125264,-0.47552825814757677,0.8090169943749475,0.15347437675929865
-0.32868534184671333,-0.4872960587442048,0.8090169943749475,0.15710580781769093
-0.3114787284219561,-0.49847016415545636,0.8090169943749475,0.16081343510912507
-0.29389262614623685,-0.509036960455127,0.8090169943749475,0.16457919544612656
-0.2759484609762464,-0.5189835736296162,0.8090169943749475,0.16838474242286663
-0.25766809511315886,-0.5282978852629285,0.8090169943749475,0.1722115357970066
-0.23907380036690276,-0.536968547301099,0.8090169943749475,0.17604093181589586
-0.22018823102139592,-0.5449849958780468,0.8090169943749475,0.17985427404705964
-0.2010343962337859,-0.5523374641860205,0.8090169943749475,0.1836329842704637
-0.1816356320013403,-0.5590169943749475,0.8090169943749475,0.1873586529897342
-0.16201557273012487,-0.5650154484661954,0.8090169943749475,0.1910131291213738
-0.1421981224401241,-0.570325518267445,0.8090169943749475,0.19457860842501565
-0.1222074256418716,-0.5749407342765972,0.8090169943749475,0.19803772024389332
-0.10206783792008485,-0.5788554735638642,0.8090169943749475,0.20137361213293384
-0.08180389626013812,-0.582064966622444,0.8090169943749475,0.20457003196217655
-0.06144028915352214,-0.5845653031794291,0.8090169943749475,0.2076114070955164
-0.04100182651872413,-0.5863534369598721,0.8090169943749475,0.21048292025902152
-0.020513409474159743,-0.5874271893982026,0.8090169943749475,0.2131705817292031
-1.079743991708995e-16,-0.5877852522924731,0.8090169943749475,0.21566129748954097
0.02051340947416005,-0.5874271893982026,0.8090169943749475,0.2179429330232168
0.04100182651872392,-0.5863534369598722,0.8090169943749475,0.22000437243125953
0.06144028915352192,-0.5845653031794291,0.8090169943749475,0.22183557258808842
0.08180389626013791,-0.5820649666224441,0.8090169943749475,0.22342761207061118
0.10206783792008463,-0.5788554735638644,0.8090169943749475,0.22477273462249994
0.12220742564187141,-0.5749407342765972,0.8090169943749475,0.22586438694189329
0.1421981224401239,-0.5703255182674452,0.8090169943749475,0.2266972506084237
0.16201557273012518,-0.5650154484661953,0.8090169943749475,0.2272672679940268
0.1816356320013401,-0.5590169943749475,0.8090169943749475,0.227571662031298
0.20103439623378616,-0.5523374641860204,0.8090169943749475,0.2276089497430854
0.22018823102139573,-0.5449849958780468,0.8090169943749475,0.2273789494674051
0.23907380036690257,-0.5369685473010991,0.8090169943749475,0.22688278174248086
0.25766809511315864,-0.5282978852629286,0.8090169943749475,0.2261228638475938
0.27594846097624626,-0.5189835736296163,0.8090169943749475,0.2251028980263412
0.2938926261462366,-0.5090369604551271,0.8090169943749475,0.22382785344967748
0.31147872842195595,-0.4984701641554565,0.8090169943749475,0.22230394200661324
0.3286853418467136,-0.4872960587442046,0.8090169943749475,0.22053858804051593
0.34549150281252616,-0.4755282581475769,0.8090169943749475,0.21854039217845575
0.36187673560104844,-0.4631810996179089,0.8090169943749475,0.21631908942981465
0.37782107733007825,-0.45026962626593564,0.8090169943749475,0.21388550175829943
0.3933051022752568,-0.4368095687330763,0.8090169943749475,0.21125148535842234
0.40830994553732,-0.42281732602607136,0.8090169943749475,0.20842987289331308
0.42281732602607114,-0.40830994553732014,0.8090169943749475,0.20543441097527432
0.43680956873307614,-0.39330510227525695,0.8090169943749475,0.20227969319366787
0.4502696262659355,-0.3778210773300784,0.8090169943749475,0.19898108901641468
0.46318109961790904,-0.3618767356010482,0.8090169943749475,0.1955546689114917
0.47552825814757677,-0.34549150281252644,0.8090169943749475,0.1920171260532277
0.4872960587442048,-0.32868534184671333,0.8090169943749475,0.18838569499483535
0.4984701641554563,-0.3114787284219561,0.8090169943749475,0.18467806770340123
0.509036960455127,-0.29389262614623685,0.8090169943749475,0.1809123073663997
0.5189835736296162,-0.2759484609762465,0.8090169943749475,0.17710676038965967
0.5282978852629285,-0.25766809511315886,0.8090169943749475,0.17327996701551965
0.536968547301099,-0.2390738003669028,0.8090169943749475,0.1694505709966304
0.5449849958780468,-0.22018823102139595,0.8090169943749475,0.16563722876546672
0.5523374641860205,-0.20103439623378594,0.8090169943749475,0.16185851854206257
0.5590169943749475,-0.18163563200134036,0.8090169943749475,0.15813284982279213
0.5650154484661953,-0.1620155727301249,0.8090169943749475,0.15447837369115253
0.570325518267445,-0.14219812244012411,0.8090169943749475,0.15091289438751065
0.5749407342765972,-0.12220742564187166,0.8090169943749475,0.14745378256863306
0.5788554735638642,-0.10206783792008488,0.8090169943749475,0.1441178906795924
0.582064966622444,-0.08180389626013816,0.8090169943749475,0.14092147085034976
0.5845653031794291,-0.061440289153522176,0.8090169943749475,0.13788009571700993
0.5863534369598721,-0.041001826518724166,0.8090169943749475,0.13500858255350473
0.5874271893982026,-0.02051340947415978,0.8090169943749475,0.1323209210833232
0.6156614753256583,0.0,0.7880107536067219,0.14243684018845607
0.6152864309895063,0.021486275627984695,0.7880107536067219,0.1399336557016875
0.6141617549148025,0.04294637353882373,0.7880107536067219,0.13767204859114562
0.6122888173461011,0.06435414790888741,0.7880107536067219,0.13566303717933703
0.6096699001693257,0.08568351666272067,0.7880107536067219,0.1339164091679151
0.6063081941316425,0.10690849325003436,0.7880107536067219,0.13244067395298081
0.6022077949540278,0.12800321830631384,0.7880107536067219,0.13124302116816114
0.5973736983412611,0.14894199115847132,0.7880107536067219,0.13032928565743593
0.5918117938954298,0.16969930113715712,0.7880107536067219,0.1297039190483652
0.5855288579403553,0.19024985865758076,0.7880107536067219,0.12936996806420656
0.5785325452656868,0.2105686260309743,0.7880107536067219,0.12932905968058633
0.570831379800719,0.23063084796915942,0.7880107536067219,0.12958139319903736
0.5624347442292973,0.25041208174505286,0.7880107536067219,0.13012573927602217
0.5533528685584632,0.26988822697236414,0.7880107536067219,0.13095944591217137
0.5435968176547656,0.28903555496820393,0.7880107536067219,0.1320784513725573
0.5331784777634264,0.3078307376628291,0.7880107536067219,0.13347730397505908
0.522110542026781,0.32625087602130226,0.7880107536067219,0.13514918865040956
0.5104064950196395,0.3442735279424385,0.7880107536067219,0.13708596014452767
0.49808059632040996,0.36187673560104827,0.7880107536067219,0.1392781827013775
0.48514786313799824,0.37903905220016615,0.7880107536067219,0.14171517603302378
0.47162405201565233,0.3957395681006682,0.7880107536067219,0.1443850673529202
0.4575256396340414,0.41195793629644695,0.7880107536067219,0.14727484921893294
0.4428698027369585,0.42767439720410394,0.7880107536067219,0.15037044290429055
0.42767439720410394,0.4428698027369584,0.7880107536067219,0.15365676698772598
0.41195793629644695,0.4575256396340414,0.7880107536067219,0.1571178108286449
0.39573956810066824,0.47162405201565233,0.7880107536067219,0.1607367125693572
0.37903905220016615,0.4851478631379983,0.7880107536067219,0.16449584128435293
0.36187673560104827,0.49808059632040996,0.7880107536067219,0.16837688287639885
0.3442735279424384,0.5104064950196395,0.7880107536067219,0.17236092930097957
0.32625087602130226,0.522110542026781,0.7880107536067219,0.1764285706843893
0.3078307376628292,0.5331784777634264,0.7880107536067219,0.18055998988668612
0.289035554968204,0.5435968176547656,0.7880107536067219,0.1847350590488052
0.26988822697236414,0.5533528685584631,0.7880107536067219,0.18893343765346507
0.25041208174505286,0.5624347442292973,0.7880107536067219,0.1931346716221235
0.2306308479691594,0.570831379800719,0.7880107536067219,0.19731829296519177
0.21056862603097437,0.5785325452656866,0.7880107536067219,0.20146391950002243
0.1902498586575808,0.5855288579403553,0.7880107536067219,0.2055513541508549
0.16969930113715712,0.5918117938954298,0.7880107536067219,0.20956068334693775
0.1489419911584713,0.5973736983412611,0.7880107536067219,0.21347237403944389
0.12800321830631392,0.6022077949540277,0.7880107536067219,0.21726736886452136
0.1069084932500344,0.6063081941316425,0.7880107536067219,0.22092717898885395
0.0856835166627207,0.6096699001693257,0.7880107536067219,0.22443397418539868
0.06435414790888741,0.6122888173461011,0.7880107536067219,0.22777066970045967
0.04294637353882369,0.6141617549148025,0.7880107536067219,0.23092100948889124
0.02148627562798476,0.6152864309895063,0.7880107536067219,0.23386964541191513
3.769839275579523e-17,0.6156614753256583,0.7880107536067219,0.23660221201171006
-0.021486275627984684,0.6152864309895063,0.7880107536067219,0.23910539649847876
-0.042946373538823746,0.6141617549148025,0.7880107536067219,0.24136700360902055
-0.06435414790888747,0.6122888173461011,0.7880107536067219,0.24337601502082906
-0.08568351666272063,0.6096699001693257,0.7880107536067219,0.24512264303225112
-0.10690849325003433,0.6063081941316425,0.7880107536067219,0.2465983782471853
-0.12800321830631384,0.6022077949540278,0.7880107536067219,0.24779603103200507
-0.14894199115847134,0.5973736983412611,0.7880107536067219,0.24870976654273022
-0.16969930113715706,0.5918117938954298,0.7880107536067219,0.24933513315180103
-0.19024985865758073,0.5855288579403553,0.7880107536067219,0.24966908413595962
-0.2105686260309743,0.5785325452656868,0.7880107536067219,0.24970999251957982
-0.23063084796915945,0.570831379800719,0.7880107536067219,0.24945765900112885
-0.25041208174505286,0.5624347442292973,0.7880107536067219,0.24891331292414387
-0.2698882269723642,0.5533528685584631,0.7880107536067219,0.2480796062879948
-0.28903555496820404,0.5435968176547656,0.7880107536067219,0.2469606008276089
-0.30783073766282903,0.5331784777634264,0.7880107536067219,0.24556174822510698
-0.3262508760213022,0.522110542026781,0.7880107536067219,0.24388986354975659
-0.3442735279424383,0.5104064950196395,0.7880107536067219,0.24195309205563856
-0.3618767356010482,0.49808059632040996,0.7880107536067219,0.23976086949878864
-0.37903905220016615,0.4851478631379983,0.7880107536067219,0.23732387616714243
-0.39573956810066824,0.47162405201565233,0.7880107536067219,0.23465398484724592
-0.41195793629644695,0.4575256396340414,0.7880107536067219,0.23176420298123324
-0.427674397204104,0.4428698027369584,0.7880107536067219,0.2286686092958756
-0.44286980273695853,0.4276743972041039,0.7880107536067219,0.22538228521244014
-0.45752563963404125,0.4119579362964471,0.7880107536067219,0.22192124137152128
-0.4716240520156523,0.3957395681006683,0.7880107536067219,0.21830233963080897
-0.48514786313799824,0.3790390522001662,0.7880107536067219,0.2145432109158133
-0.49808059632040985,0.3618767356010483,0.7880107536067219,0.2106621693237673
-0.5104064950196394,0.3442735279424385,0.7880107536067219,0.20667812289918666
-0.522110542026781,0.3262508760213023,0.7880107536067219,0.20261048151577687
-0.5331784777634264,0.3078307376628291,0.7880107536067219,0.19847906231348
-0.5435968176547656,0.2890355549682039,0.7880107536067219,0.19430399315136096
-0.5533528685584632,0.26988822697236403,0.7880107536067219,0.19010561454670105
-0.5624347442292973,0.250412081745053,0.7880107536067219,0.18590438057804265
-0.5708313798007189,0.23063084796915956,0.7880107536067219,0.1817207592349744
-0.5785325452656866,0.2105686260309744,0.7880107536067219,0.17757513270014372
-0.5855288579403553,0.19024985865758084,0.7880107536067219,0.1734876980493113
-0.5918117938954298,0.16969930113715717,0.7880107536067219,0.16947836885322848
-0.5973736983412611,0.14894199115847132,0.7880107536067219,0.16556667816072224
-0.6022077949540278,0.1280032183063138,0.7880107536067219,0.16177168333564476
-0.6063081941316425,0.10690849325003432,0.7880107536067219,0.1581118732113122
-0.6096699001693257,0.08568351666272062,0.7880107536067219,0.15460507801476753
-0.6122888173461011,0.06435414790888758,0.7880107536067219,0.15126838249970645
-0.6141617549148025,0.04294637353882387,0.7880107536067219,0.1481180427112749
-0.6152864309895063,0.0214862756279848,0.7880107536067219,0.14516940678825108
-0.6156614753256583,7.539678551159046e-17,0.7880107536067219,0.14243684018845607
-0.6152864309895063,-0.02148627562798465,0.7880107536067219,0.1399336557016875
-0.6141617549148025,-0.04294637353882371,0.7880107536067219,0.13767204859114562
-0.6122888173461011,-0.06435414790888744,0.7880107536067219,0.13566303717933703
-0.6096699001693255,-0.08568351666272073,0.7880107536067219,0.13391640916791506
-0.6063081941316425,-0.10690849325003444,0.7880107536067219,0.13244067395298081
-0.6022077949540277,-0.12800321830631395,0.7880107536067219,0.13124302116816108
-0.5973736983412611,-0.14894199115847118,0.7880107536067219,0.13032928565743593
-0.5918117938954298,-0.16969930113715703,0.7880107536067219,0.12970391904836517
-0.5855288579403553,-0.1902498586575807,0.7880107536067219,0.12936996806420656
-0.5785325452656868,-0.21056862603097426,0.7880107536067219,0.12932905968058633
-0.570831379800719,-0.23063084796915942,0.7880107536067219,0.12958139319903736
-0.5624347442292973,-0.25041208174505286,0.7880107536067219,0.13012573927602217
-0.5533528685584631,-0.26988822697236414,0.7880107536067219,0.13095944591217132
-0.5435968176547656,-0.289035554968204,0.7880107536067219,0.1320784513725573
-0.5331784777634264,-0.3078307376628292,0.7880107536067219,0.13347730397505914
-0.522110542026781,-0.3262508760213022,0.7880107536067219,0.13514918865040954
-0.5104064950196395,-0.3442735279424383,0.7880107536067219,0.1370859601445276
-0.49808059632040996,-0.3618767356010482,0.7880107536067219,0.1392781827013775
-0.4851478631379983,-0.3790390522001661,0.7880107536067219,0.14171517603302372
-0.47162405201565233,-0.3957395681006682,0.7880107536067219,0.1443850673529202
-0.4575256396340414,-0.41195793629644695,0.7880107536067219,0.14727484921893294
-0.4428698027369584,-0.427674397204104,0.7880107536067219,0.15037044290429055
-0.42767439720410394,-0.4428698027369585,0.7880107536067219,0.15365676698772598
-0.4119579362964469,-0.45752563963404147,0.7880107536067219,0.15711781082864493
-0.3957395681006683,-0.4716240520156523,0.7880107536067219,0.1607367125693572
-0.37903905220016604,-0.48514786313799835,0.7880107536067219,0.1644958412843529
-0.3618767356010483,-0.49808059632040985,0.7880107536067219,0.16837688287639882
-0.34427352794243826,-0.5104064950196395,0.7880107536067219,0.17236092930097957
-0.3262508760213023,-0.522110542026781,0.7880107536067219,0.17642857068438933
-0.3078307376628294,-0.5331784777634263,0.7880107536067219,0.18055998988668606
-0.28903555496820393,-0.5435968176547656,0.7880107536067219,0.18473505904880516
-0.2698882269723643,-0.5533528685584631,0.7880107536067219,0.18893343765346507
-0.2504120817450528,-0.5624347442292974,0.7880107536067219,0.19313467162212355
-0.23063084796915959,-0.5708313798007189,0.7880107536067219,0.19731829296519168
-0.2105686260309742,-0.5785325452656868,0.7880107536067219,0.2014639195000225
-0.19024985865758087,-0.5855288579403553,0.7880107536067219,0.20555135415085493
-0.16969930113715695,-0.5918117938954298,0.7880107536067219,0.20956068334693773
-0.14894199115847134,-0.5973736983412611,0.7880107536067219,0.21347237403944394
-0.12800321830631411,-0.6022077949540277,0.7880107536067219,0.21726736886452136
-0.10690849325003436,-0.6063081941316425,0.7880107536067219,0.22092717898885395
-0.08568351666272092,-0.6096699001693255,0.7880107536067219,0.22443397418539862
-0.06435414790888735,-0.6122888173461012,0.7880107536067219,0.2277706697004597
-0.0429463735388239,-0.6141617549148025,0.7880107536067219,0.23092100948889124
-0.021486275627984566,-0.6152864309895063,0.7880107536067219,0.23386964541191513
-1.1309517826738568e-16,-0.6156614753256583,0.7880107536067219,0.2366022120117101
0.021486275627984885,-0.6152864309895063,0.7880107536067219,0.23910539649847878
0.042946373538823676,-0.6141617549148026,0.7880107536067219,0.24136700360902058
0.06435414790888712,-0.6122888173461012,0.7880107536067219,0.24337601502082906
0.0856835166627207,-0.6096699001693257,0.7880107536067219,0.24512264303225118
0.10690849325003414,-0.6063081941316426,0.7880107536067219,0.24659837824718536
0.12800321830631392,-0.6022077949540277,0.7880107536067219,0.24779603103200504
0.14894199115847115,-0.5973736983412612,0.7880107536067219,0.24870976654273028
0.16969930113715725,-0.5918117938954297,0.7880107536067219,0.249335133151801
0.19024985865758065,-0.5855288579403553,0.7880107536067219,0.24966908413595962
0.21056862603097448,-0.5785325452656866,0.7880107536067219,0.24970999251957982
0.2306308479691594,-0.570831379800719,0.7880107536067219,0.2494576590011288
0.2504120817450526,-0.5624347442292975,0.7880107536067219,0.24891331292414404
0.2698882269723641,-0.5533528685584632,0.7880107536067219,0.24807960628799483
0.2890355549682037,-0.5435968176547658,0.7880107536067219,0.2469606008276089
0.3078307376628292,-0.5331784777634264,0.7880107536067219,0.24556174822510707
0.32625087602130215,-0.5221105420267811,0.7880107536067219,0.24388986354975664
0.34427352794243854,-0.5104064950196394,0.7880107536067219,0.24195309205563856
0.36187673560104816,-0.49808059632041,0.7880107536067219,0.23976086949878864
0.3790390522001663,-0.4851478631379981,0.7880107536067219,0.2373238761671424
0.3957395681006682,-0.4716240520156524,0.7880107536067219,0.23465398484724592
0.4119579362964467,-0.4575256396340416,0.7880107536067219,0.2317642029812333
0.42767439720410394,-0.4428698027369585,0.7880107536067219,0.22866860929587565
0.44286980273695825,-0.42767439720410416,0.7880107536067219,0.22538228521244025
0.45752563963404147,-0.4119579362964469,0.7880107536067219,0.22192124137152128
0.4716240520156522,-0.39573956810066835,0.7880107536067219,0.21830233963080897
0.48514786313799835,-0.3790390522001661,0.7880107536067219,0.2145432109158133
0.49808059632040985,-0.36187673560104844,0.7880107536067219,0.21066216932376736
0.5104064950196395,-0.34427352794243826,0.7880107536067219,0.2066781228991866
0.5221105420267809,-0.3262508760213023,0.7880107536067219,0.2026104815157768
0.5331784777634263,-0.3078307376628294,0.7880107536067219,0.1984790623134801
0.5435968176547656,-0.28903555496820393,0.7880107536067219,0.194303993151361
0.5533528685584631,-0.26988822697236436,0.7880107536067219,0.19010561454670113
0.5624347442292973,-0.2504120817450528,0.7880107536067219,0.18590438057804257
0.5708313798007189,-0.23063084796915964,0.7880107536067219,0.18172075923497444
0.5785325452656868,-0.21056862603097423,0.7880107536067219,0.1775751327001437
0.5855288579403553,-0.19024985865758093,0.7880107536067219,0.1734876980493113
0.5918117938954298,-0.16969930113715698,0.7880107536067219,0.16947836885322842
0.5973736983412611,-0.1489419911584714,0.7880107536067219,0.16556667816072226
0.6022077949540277,-0.12800321830631417,0.7880107536067219,0.16177168333564482
0.6063081941316425,-0.10690849325003439,0.7880107536067219,0.15811187321131223
0.6096699001693255,-0.08568351666272095,0.7880107536067219,0.15460507801476753
0.6122888173461011,-0.06435414790888738,0.7880107536067219,0.1512683824997064
0.6141617549148025,-0.04294637353882393,0.7880107536067219,0.14811804271127493
0.6152864309895063,-0.021486275627984604,0.7880107536067219,0.14516940678825108
0.6427876096865393,0.0,0.766044443118978,0.15526492820974194
0.6423960408422582,0.022432964064663857,0.766044443118978,0.152536302952964
0.6412218113757351,0.04483859701814814,0.766044443118978,0.15007101191454778
0.6392663519046988,0.0671896010480222,0.766044443118978,0.1478810657446222
0.6365320448552996,0.08945874489878386,0.766044443118978,0.14597713364079465
0.633022221559489,0.11161889704894963,0.766044443118978,0.14436849136889227
0.6287411581963063,0.13364305876663432,0.766044443118978,0.14306297607236368
0.6236940705820123,0.15550439700334692,0.766044443118978,0.14206694809050355
0.6178871078154209,0.177176277085927,0.766044443118978,0.1413852599715192
0.6113273447861689,0.19863229516679118,0.766044443118978,0.14102123283140325
0.6040227735550536,0.21984631039295416,0.766044443118978,0.14097664017379047
0.5959822936169371,0.24079247675463136,0.766044443118978,0.1412516992496263
0.587215701058083,0.2614452745746207,0.766044443118978,0.14184506999874202
0.5777336766211343,0.2817795416000981,0.766044443118978,0.1427538615784936
0.5675477726922733,0.3017705036589468,0.766044443118978,0.14397364644765565
0.5566703992264194,0.32139380484326957,0.766044443118978,0.14549848193695805
0.5451148086276094,0.34062553718331134,0.766044443118978,0.14732093920117284
0.5328950796029861,0.3594422697756371,0.766044443118978,0.14943213941170158
0.5200261000100609,0.37782107733007825,0.766044443118978,0.15182179701333565
0.5065235487181532,0.3957395681006682,0.766044443118978,0.15447826983444737
0.49240387650610395,0.41317591116653474,0.766044443118978,0.15738861580648006
0.4776842860195346,0.4301088630295151,0.766044443118978,0.16053865601640496
0.462382710812074,0.44651779349608534,0.766044443118978,0.1639130437849602
0.44651779349608534,0.46238271081207394,0.766044443118978,0.1674953394341296
0.4301088630295151,0.4776842860195346,0.766044443118978,0.1712680903796016
0.4131759111665348,0.49240387650610395,0.766044443118978,0.17521291615800544
0.3957395681006682,0.5065235487181533,0.766044443118978,0.1793105979746812
0.37782107733007825,0.5200261000100609,0.766044443118978,0.18354117233571565
0.35944226977563704,0.5328950796029861,0.766044443118978,0.18788402830807752
0.34062553718331134,0.5451148086276094,0.766044443118978,0.19231800793401194
0.3213938048432697,0.5566703992264193,0.766044443118978,0.19682150931048345
0.3017705036589468,0.5675477726922733,0.766044443118978,0.20137259183147624
0.2817795416000981,0.5777336766211342,0.766044443118978,0.20594908308042115
0.2614452745746207,0.587215701058083,0.766044443118978,0.21052868685198073
0.24079247675463133,0.5959822936169371,0.766044443118978,0.21508909177692007
0.21984631039295421,0.6040227735550536,0.766044443118978,0.2196080800208552
0.1986322951667912,0.6113273447861689,0.766044443118978,0.22406363552730862
0.177176277085927,0.6178871078154209,0.766044443118978,0.22843405127772398
0.1555043970033469,0.6236940705820123,0.766044443118978,0.23269803504587772
0.1336430587666344,0.6287411581963063,0.766044443118978,0.23683481313146568
0.11161889704894969,0.633022221559489,0.766044443118978,0.24082423156748234
0.08945874489878389,0.6365320448552996,0.766044443118978,0.24464685430832234
0.06718960104802219,0.6392663519046988,0.766044443118978,0.24828405792024086
0.044838597018148095,0.6412218113757351,0.766044443118978,0.25171812231285123
0.022432964064663927,0.6423960408422582,0.766044443118978,0.2549323170696237
3.9359389436709925e-17,0.6427876096865393,0.766044443118978,0.2579109829567928
-0.022432964064663847,0.6423960408422582,0.766044443118978,0.26063960821357074
-0.04483859701814816,0.6412218113757351,0.766044443118978,0.26310489925198693
-0.06718960104802225,0.6392663519046988,0.766044443118978,0.26529484542191245
-0.0894587448987838,0.6365320448552996,0.766044443118978,0.2671987775257401
-0.11161889704894962,0.633022221559489,0.766044443118978,0.26880741979764244
-0.13364305876663432,0.6287411581963063,0.766044443118978,0.27011293509417106
-0.15550439700334695,0.6236940705820123,0.766044443118978,0.27110896307603116
-0.17717627708592693,0.6178871078154209,0.766044443118978,0.2717906511950155
-0.19863229516679115,0.611327344786169,0.766044443118978,0.2721546783351315
-0.21984631039295416,0.6040227735550536,0.766044443118978,0.27219927099274427
-0.2407924767546314,0.5959822936169371,0.766044443118978,0.27192421191690846
-0.26144527457462075,0.587215701058083,0.766044443118978,0.2713308411677926
-0.28177954160009816,0.5777336766211342,0.766044443118978,0.2704220495880411
-0.30177050365894686,0.5675477726922733,0.766044443118978,0.2692022647188791
-0.3213938048432695,0.5566703992264194,0.766044443118978,0.2676774292295767
-0.3406255371833113,0.5451148086276095,0.766044443118978,0.2658549719653619
-0.3594422697756369,0.5328950796029861,0.766044443118978,0.2637437717548331
-0.37782107733007814,0.5200261000100609,0.766044443118978,0.2613541141531991
-0.3957395681006682,0.5065235487181533,0.766044443118978,0.25869764133208745
-0.4131759111665348,0.49240387650610395,0.766044443118978,0.2557872953600546
-0.4301088630295151,0.4776842860195346,0.766044443118978,0.2526372551501298
-0.4465177934960854,0.46238271081207394,0.766044443118978,0.24926286738157455
-0.46238271081207405,0.4465177934960852,0.766044443118978,0.24568057173240507
-0.4776842860195345,0.43010886302951523,0.766044443118978,0.24190782078693318
-0.4924038765061039,0.41317591116653485,0.766044443118978,0.2379629950085293
-0.5065235487181532,0.39573956810066824,0.766044443118978,0.23386531319185355
-0.5200261000100608,0.3778210773300783,0.766044443118978,0.22963473883081917
-0.5328950796029861,0.3594422697756371,0.766044443118978,0.22529188285845728
-0.5451148086276094,0.34062553718331146,0.766044443118978,0.22085790323252277
-0.5566703992264194,0.32139380484326957,0.766044443118978,0.21635440185605126
-0.5675477726922733,0.3017705036589467,0.766044443118978,0.21180331933505844
-0.5777336766211343,0.281779541600098,0.766044443118978,0.2072268280861135
-0.587215701058083,0.26144527457462086,0.766044443118978,0.20264722431455404
-0.5959822936169371,0.2407924767546315,0.766044443118978,0.1980868193896147
-0.6040227735550536,0.21984631039295427,0.766044443118978,0.19356783114567963
-0.6113273447861689,0.19863229516679126,0.766044443118978,0.18911227563922609
-0.6178871078154209,0.17717627708592704,0.766044443118978,0.18474185988881078
-0.6236940705820123,0.15550439700334692,0.766044443118978,0.18047787612065697
-0.6287411581963063,0.1336430587666343,0.766044443118978,0.176341098035069
-0.633022221559489,0.1116188970489496,0.766044443118978,0.1723516795990524
-0.6365320448552996,0.08945874489878379,0.766044443118978,0.16852905685821246
-0.6392663519046988,0.06718960104802237,0.766044443118978,0.16489185324629385
-0.6412218113757351,0.04483859701814828,0.766044443118978,0.16145778885368342
-0.6423960408422582,0.02243296406466397,0.766044443118978,0.15824359409691102
-0.6427876096865393,7.871877887341985e-17,0.766044443118978,0.15526492820974194
-0.6423960408422582,-0.022432964064663812,0.766044443118978,0.152536302952964
-0.6412218113757351,-0.04483859701814812,0.766044443118978,0.15007101191454778
-0.6392663519046988,-0.06718960104802221,0.766044443118978,0.1478810657446222
-0.6365320448552995,-0.08945874489878392,0.766044443118978,0.14597713364079462
-0.633022221559489,-0.11161889704894973,0.766044443118978,0.1443684913688923
-0.6287411581963063,-0.13364305876663443,0.766044443118978,0.14306297607236368
-0.6236940705820123,-0.15550439700334678,0.766044443118978,0.14206694809050352
-0.6178871078154209,-0.1771762770859269,0.766044443118978,0.1413852599715192
-0.611327344786169,-0.19863229516679112,0.766044443118978,0.14102123283140328
-0.6040227735550536,-0.21984631039295413,0.766044443118978,0.14097664017379047
-0.5959822936169371,-0.24079247675463136,0.766044443118978,0.1412516992496263
-0.587215701058083,-0.2614452745746207,0.766044443118978,0.14184506999874202
-0.5777336766211342,-0.2817795416000981,0.766044443118978,0.14275386157849354
-0.5675477726922733,-0.3017705036589468,0.766044443118978,0.14397364644765565
-0.5566703992264193,-0.3213938048432697,0.766044443118978,0.14549848193695805
-0.5451148086276095,-0.3406255371833113,0.766044443118978,0.14732093920117284
-0.5328950796029862,-0.3594422697756369,0.766044443118978,0.14943213941170158
-0.5200261000100609,-0.37782107733007814,0.766044443118978,0.15182179701333562
-0.5065235487181533,-0.39573956810066807,0.766044443118978,0.15447826983444737
-0.49240387650610395,-0.41317591116653474,0.766044443118978,0.15738861580648006
-0.4776842860195346,-0.4301088630295151,0.766044443118978,0.16053865601640496
-0.46238271081207394,-0.4465177934960854,0.766044443118978,0.1639130437849602
-0.44651779349608534,-0.462382710812074,0.766044443118978,0.16749533943412961
-0.430108863029515,-0.4776842860195347,0.766044443118978,0.17126809037960164
-0.41317591116653485,-0.4924038765061039,0.766044443118978,0.1752129161580054
-0.395739568100668,-0.5065235487181533,0.766044443118978,0.1793105979746812
-0.3778210773300783,-0.5200261000100608,0.766044443118978,0.1835411723357156
-0.35944226977563687,-0.5328950796029862,0.766044443118978,0.18788402830807757
-0.34062553718331146,-0.5451148086276094,0.766044443118978,0.19231800793401194
-0.3213938048432699,-0.5566703992264191,0.766044443118978,0.1968215093104834
-0.30177050365894675,-0.5675477726922733,0.766044443118978,0.20137259183147624
-0.2817795416000983,-0.5777336766211342,0.766044443118978,0.20594908308042115
-0.26144527457462063,-0.5872157010580831,0.766044443118978,0.21052868685198084
-0.24079247675463153,-0.5959822936169371,0.766044443118978,0.2150890917769201
-0.21984631039295405,-0.6040227735550536,0.766044443118978,0.2196080800208552
-0.1986322951667913,-0.6113273447861689,0.766044443118978,0.22406363552730862
-0.17717627708592681,-0.617887107815421,0.766044443118978,0.22843405127772407
-0.15550439700334695,-0.6236940705820123,0.766044443118978,0.23269803504587772
-0.1336430587666346,-0.6287411581963063,0.766044443118978,0.23683481313146573
-0.11161889704894963,-0.633022221559489,0.766044443118978,0.24082423156748228
-0.08945874489878411,-0.6365320448552995,0.766044443118978,0.24464685430832225
-0.06718960104802213,-0.6392663519046989,0.766044443118978,0.2482840579202409
-0.04483859701814832,-0.6412218113757351,0.766044443118978,0.25171812231285123
-0.022432964064663722,-0.6423960408422582,0.766044443118978,0.25493231706962377
-1.1807816831012978e-16,-0.6427876096865393,0.766044443118978,0.2579109829567928
