theta1,theta2,state
87.17294371527889,-0.0201034653245766,1
87.0849127650814,359.8794418614281,1
86.9972618183277,359.77842031391185,1
86.90999187348143,359.6768240549292,1
86.82310395572105,359.5746451746246,1
86.73659911757726,359.4718756896699,1
86.65047843958196,359.368507542443,1
86.56474303092915,359.26453260019906,1
86.47939403014779,359.1599426542348,1
86.3944326057871,359.0547294190453,1
86.30985995711455,358.9488845314744,1
86.22567731482658,358.8423995498569,1
86.14188594177267,358.73526595315474,1
86.05848713369282,358.6274751400855,1
85.9754822199688,358.519018428244,1
85.89287256438946,358.40988705321706,1
85.81065956593052,358.3000721676911,1
85.72884465954888,358.18956484055286,1
85.64742931699215,358.07835605598353,1
85.56641504762334,357.96643671254577,1
85.48580339926143,357.85379762226404,1
85.40559595903783,357.7404295096985,1
85.32579435426928,357.626323011012,1
85.24640025334752,357.5114686730308,1
85.16741536664605,357.3958569522987,1
85.08884144744442,357.279478214125,1
85.01068029287039,357.16232273162626,1
84.93293374486035,357.04438068476156,1
84.85560369113847,356.92564215936244,1
84.77869206621494,356.8060971461563,1
84.70220085240375,356.6857355397845,1
84.62613208086036,356.5645471378148,1
84.55048783263989,356.44252163974846,1
84.47527023977608,356.31964864602156,1
84.40048148638162,356.19591765700216,1
84.32612380977027,356.07131807198175,1
84.25219950160124,355.94583918816244,1
84.1787109090464,355.81947019963945,1
84.10566043598075,355.69220019637964,1
84.03305054419674,355.56401816319567,1
83.96088375464288,355.43491297871657,1
83.88916264868732,355.3048734143549,1
83.81788986940684,355.17388813327045,1
83.74706812290185,355.0419456893311,1
83.67670017963806,354.9090345260712,1
83.60678887581528,354.77514297564744,1
83.53733711476411,354.64025925779276,1
83.46834786837105,354.5043714787688,1
83.3998241785327,354.36746763031715,1
83.3317691586397,354.22953558860945,1
83.26418599509115,354.0905631131974,1
83.19707794884005,353.95053784596263,1
83.13044835697056,353.80944731006724,1
83.06430063430788,353.66727890890485,1
82.99863827506134,353.52401992505355,1
82.93346485450148,353.37965751923065,1
82.86878403067203,353.2341787292499,1
82.80459954613735,353.0875704689818,1
82.74091522976639,352.9398195273178,1
82.6777349985538,352.7909125671385,1
82.61506285947917,352.64083612428703,1
82.55290291140516,352.4895766065481,1
82.49125934701553,352.3371202926333,1
82.43013645479384,352.18345333117355,1
82.3695386210439,352.02856173971946,1
82.30947033195281,351.8724314037504,1
82.24993617569758,351.71504807569295,1
82.19094084459647,351.5563973739502,1
82.13248913730578,351.39646478194163,1
82.07458596106349,351.23523564715623,1
82.01723633398056,351.07269518021803,1
81.96044538738109,350.9088284539666,1
81.90421836819242,350.7436204025525,1
81.84856064138646,350.5770558205497,1
81.79347769247318,350.40911936208505,1
81.73897513004769,350.2397955399875,1
81.68505868839206,350.0690687249567,1
81.63173423013308,349.89692314475377,1
81.57900774895735,349.7233428834142,1
81.52688537238504,349.54831188048576,1
81.47537336460353,349.37181393029164,1
81.42447812936246,349.1938326812211,1
81.37420621293158,349.014351635049,1
81.3245643071228,348.8333541462858,1
81.27555925237795,348.6508234215596,1
81.22719804092384,348.46674251903283,1
81.17948781999606,348.28109434785415,1
81.13243589513323,348.09386166764835,1
81.08604973354323,347.9050270880463,1
81.04033696754318,347.71457306825647,1
80.99530539807482,347.5224819166803,1
80.95096299829697,347.32873579057434,1
80.90731791725713,347.1333166957603,1
80.86437848364362,346.9362064863863,1
80.82215320962057,346.73738686474144,1
80.78065079474742,346.53683938112624,1
80.73988012998491,346.3345454337816,1
80.69985030178972,346.1304862688792,1
80.6605705962996,345.92464298057604,1
80.62205050361129,345.7169965111357,1
80.58429972215319,345.5075276511203,1
80.54732816315521,345.2962170396554,1
80.51114595521777,345.08304516477136,1
80.47576344898248,344.8679923638247,1
80.4411912219067,344.65103882400297,1
80.40744008314456,344.43216458291613,1
80.37452107853659,344.2113495292792,1
80.34244549571076,343.98857340368886,1
80.31122486929743,343.7638157994991,1
80.2808709862607,343.5370561637989,1
80.25139589134893,343.30827379849705,1
80.22281189266727,343.077447861518,1
80.1951315673747,342.84455736811367,1
80.16836776750877,342.6095811922951,1
80.14253362594071,342.37249806838963,1
80.11764256246404,342.13328659272827,1
80.09370829001953,341.89192522546756,1
80.07074482105986,341.6483922925528,1
80.04876647405686,341.40266598782625,1
80.02778788015479,341.1547243752875,1
80.00782398997279,340.90454539151057,1
79.98889008055994,340.65210684822426,1
79.97100176250628,340.3973864350617,1
79.95417498721326,340.14036172248547,1
79.93842605432734,339.88101016489435,1
79.92377161933995,339.619309103919,1
79.91022870135801,339.35523577191293,1
79.8978146910483,339.0887672956455,1
79.88654735875967,338.819880700205,1
79.87644486282697,338.54855291311856,1
79.86752575806058,338.27476076869664,1
79.85980900442549,337.9984810126098,1
79.85331397591409,337.719690306706,1
79.84806046961666,337.4383652340766,1
79.84406871499377,337.1544823043792,1
79.84135938335487,336.8680179594259,1
79.83995359754725,336.57894857904677,1
79.83987294185972,336.28725048723595,1
79.84113947214551,335.9928999585911,1
79.8437757261686,335.69587322505487,1
79.84780473417814,335.3961464829682,1
79.85325002971537,335.0936959004457,1
79.86013566065765,334.78849762508247,1
79.86848620050404,334.4805277920037,1
79.87832675990725,334.16976253226676,1
79.88968299845641,333.85617798162633,1
79.90258113671528,333.5397502896749,1
79.91704796852078,333.220455629368,1
79.93311087354617,332.89827020694685,1
79.9507978301338,332.57317027226895,1
79.97013742840184,332.2451321295595,1
79.9911588836298,331.9141321485943,1
80.01389204992715,331.5801467763272,1
80.03836743418987,331.2431525489736,1
80.06461621034906,330.90312610456346,1
80.09267023391635,330.5600441959748,1
80.12256205683008,330.21388370446226,1
80.15432494260666,329.864621653692,1
80.18799288180125,329.5122352242968,1
80.22360060778138,329.1567017689643,1
80.26118361281779,328.7979988280714,1
80.30077816449568,328.43610414587783,1
80.34242132245008,328.07099568729285,1
80.3861509554283,327.7026516552279,1
80.43200575868275,327.33105050854874,1
80.48002527169638,326.9561709806405,1
80.53024989624353,326.57799209859866,1
80.58272091478791,326.19649320306,1
80.63748050921954,325.8116539686859,1
80.69457177993186,325.42345442531143,1
80.75403876523986,325.03187497977365,1
80.81592646113937,324.63689643843134,1
80.88028084140761,324.23850003038893,1
80.94714887804386,323.83666743143755,1
81.01657856204906,323.4313807887243,1
81.08861892454206,323.0226227461629,1
81.16332005820973,322.6103764705958,1
81.24073313908725,322.19462567872,1
81.32091044866392,321.7753546647865,1
81.40390539630911,321.35254832908356,1
81.48977254201178,320.9261922072138,1
81.57856761942583,320.4962725001737,1
81.67034755921266,320.062776105244,1
81.76517051267068,319.6256906476985,1
81.86309587564037,319.18500451333836,1
81.96418431267192,318.7407068818576,1
82.06849778144101,318.29278776104485,1
82.1760995573964,317.8412380218259,1
82.28705425862137,317.38604943414964,1
82.40142787088904,316.92721470371913,1
82.51928777288947,316.46472750956934,1
82.6407027616044,315.99858254249,1
82.76574307780277,315.52877554429205,1
82.89448043162814,315.0553033479142,1
83.02698802824598,314.57816391836474,1
83.16334059351621,314.0973563944911,1
83.30361439965314,313.61288113157036,1
83.44788729083197,313.1247397447085,1
83.59623870869727,312.63293515303786,1
