date,theta_unwrapped,theta_smooth,omega_raw,omega_smooth,omega_filtered
1988-08-30,125.1370944708492,125.13709609084039,-12.864973891002592,-12.864978746107226,-12.864978746107226
1988-08-31,125.10186013328634,125.10186173968484,-12.873984288955398,-12.873989367293689,-12.873989367293689
1988-09-01,125.06660037481112,125.06660196699482,-12.883545310371119,-12.883550620066671,-12.883550620066671
1988-09-02,125.03131368394824,125.03131526127243,-12.89365982844538,-12.893665377931029,-12.893665377931029
1988-09-03,124.99599854139046,124.99600010318684,-12.904330690704228,-12.904336488732952,-12.904336488732952
1988-09-04,124.96065342007032,124.96065496564623,-12.915560717872722,-12.915566773506725,-12.915566773506725
1988-09-05,124.9252767852351,124.92527831387264,-12.927352702623466,-12.92735902521963,-12.92735902521963
1988-09-06,124.88986709452547,124.88986860548073,-12.939709408336057,-12.939716007593233,-12.939716007593233
1988-09-07,124.85442279805736,124.85442429055932,-12.952633567787416,-12.952640453779168,-12.952640453779168
1988-09-08,124.81894233850748,124.81894381175711,-12.966127881853026,-12.966135064983973,-12.966135064983973
1988-09-09,124.78342415120258,124.78342560437187,-12.980195018117229,-12.980202509144874,-12.980202509144874
1988-09-10,124.74786666421252,124.74786809644353,-12.99483760935982,-12.994845419427293,-12.994845419427293
1988-09-11,124.7122682984477,124.7122697088514,-13.01005825212269,-13.01006639278421,-13.01006639278421
1988-09-12,124.67662746776011,124.67662885541527,-13.025859505170956,-13.025867988359096,-13.025867988359096
1988-09-13,124.64094257904908,124.64094394300136,-13.042243887866789,-13.04225272592521,-13.04225272592521
1988-09-14,124.60521203237138,124.60521337163199,-13.059213878485025,-13.059223084193945,-13.059223084193945
1988-09-15,124.569434221056,124.56943553460059,-13.07677191255425,-13.076781499104982,-13.076781499104982
1988-09-16,124.5336075318235,124.53360881859102,-13.094920381008706,-13.094930362058221,-13.094930362058221
1988-09-17,124.49773034491085,124.49773160380218,-13.113661628347472,-13.113672018032958,-13.113672018032958
1988-09-18,124.46180103420078,124.46180226407749,-13.13299795081548,-13.133008763703401,-13.133008763703401
1988-09-19,124.42581796735676,124.42581916703993,-13.152931594260735,-13.15294284544143,-13.15294284544143
1988-09-20,124.3897795059639,124.38978067423251,-13.173464752191649,-13.173476457261131,-13.173476457261131
1988-09-21,124.35368400567468,124.35368514126438,-13.19459956366336,-13.19461173871241,-13.19461173871241
1988-09-22,124.31752981636137,124.31753091796305,-13.216338110974903,-13.216350772639998,-13.216350772639998
1988-09-23,124.28131528227442,124.2813163485326,-13.238682417486416,-13.238695582953369,-13.238695582953369
1988-09-24,124.24503874220676,124.24503977171825,-13.261634445218078,-13.261648132211121,-13.261648132211121
1988-09-25,124.20869852966543,124.2086995209777,-13.285196092358092,-13.285210319223552,-13.285210319223552
1988-09-26,124.17229297304942,124.17229392465886,-13.309369190839789,-13.309383976480603,-13.309383976480603
1988-09-27,124.13582039583468,124.13582130618522,-13.334155503616785,-13.334170867547073,-13.334170867547073
1988-09-28,124.09927911676678,124.09927998424793,-13.35955672199998,-13.359572684385057,-13.359572684385057
1988-09-29,124.06266745006056,124.06266827300584,-13.38557446284176,-13.385591044476314,-13.385591044476314
1988-09-30,124.02598370560818,124.02598448229325,-13.41221026562198,-13.412227487955533,-13.412227487955533
1988-10-01,123.98922618919472,123.98922691783565,-13.439465589472093,-13.439483474616281,-13.439483474616281
1988-10-02,123.95239320272265,123.952393881474,-13.467341809991922,-13.467360380775062,-13.467360380775062
1988-10-03,123.91548304444458,123.91548367139744,-13.495840216102806,-13.49585949608445,-13.49585949608445
1988-10-04,123.87849400920531,123.87849458238524,-13.524962006678834,-13.52498202012066,-13.52498202012066
1988-10-05,123.84142438869276,123.84142490605798,-13.554708287138055,-13.55472905903298,-13.55472905903298
1988-10-06,123.80427247169874,123.80427293113797,-13.585080065819056,-13.585101621949434,-13.585101621949434
1988-10-07,123.76703654438984,123.76703694372011,-13.616078250335704,-13.616100617284246,-13.616100617284246
1988-10-08,123.72971489058806,123.72971522755257,-13.64770364377182,-13.647726848899765,-13.647726848899765
1988-10-09,123.69230579206254,123.69230606432846,-13.679956940719421,-13.67998101221383,-13.67998101221383
1988-10-10,123.6548075288319,123.65480773398808,-13.712838723229652,-13.712863690117956,-13.712863690117956
1988-10-11,123.61721837947812,123.6172185150328,-13.746349456552707,-13.746375348731817,-13.746375348731817
1988-10-12,123.57953662147226,123.5795366848506,-13.780489484830468,-13.780516333081323,-13.780516333081323
1988-10-13,123.5417605315119,123.54176052005357,-13.815259026603599,-13.815286862598441,-13.815286862598441
1988-10-14,123.50388838587142,123.50388829682815,-13.85065817015493,-13.85068702647186,-13.85068702647186
1988-10-15,123.465918460765,123.4659182912981,-13.886686868660036,-13.886716778812115,-13.886716778812115
1988-10-16,123.4278490327234,123.42784877990104,-13.923344935254136,-13.923375933751231,-13.923375933751231
1988-10-17,123.38967837898402,123.38967803977859,-13.960632037971664,-13.960664160258602,-13.960664160258602
1988-10-18,123.35140477789535,123.35140434918095,-13.998547694354784,-13.998580976876838,-13.998580976876838
1988-10-19,123.31302650933664,123.31302598788605,-14.03709126602189,-14.037125746261154,-14.037125746261154
1988-10-20,123.27454185515192,123.27454123763401,-14.076261953061476,-14.076297669515043,-14.076297669515043
1988-10-21,123.2359490996005,123.23594838257728,-14.116058788164082,-14.116095780369506,-14.116095780369506
1988-10-22,123.19724652982318,123.19724570974698,-14.15648063059416,-14.156518939176749,-14.156518939176749
1988-10-23,123.15843243632554,123.15843150953593,-14.19752616000551,-14.197565826685604,-14.197565826685604
1988-10-24,123.1195051134782,123.11950407619908,-14.239193870067538,-14.239234937649599,-14.239234937649599
1988-10-25,123.08046286003496,123.08046170837153,-14.281482061800489,-14.281524574216746,-14.281524574216746
1988-10-26,123.04130397966958,123.04130270960515,-14.324388836746948,-14.324432839082874,-14.324432839082874
1988-10-27,123.0020267815312,123.00202538892414,-14.367912090019672,-14.367957628488512,-14.367957628488512
1988-10-28,122.96262958081935,122.96262806139987,-14.41204950296742,-14.41209662496476,-14.41209662496476
1988-10-29,122.92311069937942,122.92310904874637,-14.456798535709822,-14.456847289802681,-14.456847289802681
1988-10-30,122.88346846631852,122.88346667993616,-14.502156419472158,-14.502206855431723,-14.502206855431723
1988-10-31,122.8437012186431,122.84369929183778,-14.548120148556336,-14.548172317357967,-14.548172317357967
1988-11-01,122.80380730191848,122.80380522987534,-14.594686472220928,-14.594740426055068,-14.594740426055068
1988-11-02,122.76378507095126,122.76378284871085,-14.641851886222867,-14.64190767850232,-14.64190767850232
1988-11-03,122.72363289049494,122.72363051294994,-14.689612624082656,-14.689670309449866,-14.689670309449866
1988-11-04,122.68334913598022,122.68334659787197,-14.73796464813131,-14.73802428250201,-14.73802428250201
1988-11-05,122.64293219426972,122.6429294901847,-14.786903640335368,-14.786965280858567,-14.786965280858567
1988-11-06,122.60238046443834,122.602377588805,-14.836424992776301,-14.836488697830646,-14.836488697830646
1988-11-07,122.56169235858032,122.56168930566544,-14.8865237978207,-14.886589627061767,-14.886589627061767
1988-11-08,122.52086630264328,122.52086306654869,-14.937194838101277,-14.937262852417916,-14.937262852417916
1988-11-09,122.47990073729024,122.47989731194926,-14.988432576144987,-14.988502837695705,-14.988502837695705
1988-11-10,122.43879411879034,122.43879049796443,-15.040231143735582,-15.04030371591216,-15.04030371591216
1988-11-11,122.3975449199392,122.39754109721463,-15.09258433089417,-15.0926592783253,-15.0926592783253
1988-11-12,122.35615163100994,122.35614759979428,-15.145485574681516,-15.145562963203702,-15.145562963203702
1988-11-13,122.3146127607349,122.31460851425389,-15.198927947552875,-15.199007844239532,-15.199007844239532
1988-11-14,122.27292683732038,122.27292236861435,-15.252904145443608,-15.25298661855777,-15.25298661855777
1988-11-15,122.23109240949358,122.23108771141442,-15.307406475581956,-15.307491594536259,-15.307491594536259
1988-11-16,122.18910804758414,122.1891031127921,-15.362426843839785,-15.362514679214655,-15.362514679214655
1988-11-17,122.14697234464028,122.14696716560078,-15.417956741839589,-15.418047365346865,-15.418047365346865
1988-11-18,122.10468391758093,122.10467848656161,-15.47398723371225,-15.47408071812606,-15.47408071812606
1988-11-19,122.0622414083845,122.06223571745225,-15.530508942454617,-15.530605361604103,-15.530605361604103
1988-11-20,122.0196434853156,122.0196375263338,-15.587512035930558,-15.587611464659858,-15.587611464659858
1988-11-21,121.97688884419048,121.97688260881621,-15.644986212570075,-15.645088726676477,-15.645088726676477
1988-11-22,121.93397620968209,121.93396968936364,-15.702920686628204,-15.703026362814853,-15.703026362814853
1988-11-23,121.89090433666615,121.89089752264063,-15.761304173101962,-15.761413088919653,-15.761413088919653
1988-11-24,121.84767201160894,121.84766489489998,-15.820124872301676,-15.820237106112472,-15.820237106112472
1988-11-25,121.80427805399783,121.80427062541347,-15.879370453956653,-15.879486084806558,-15.879486084806558
1988-11-26,121.7607213178159,121.7607135679469,-15.939028041004349,-15.939147148583288,-15.939147148583288
1988-11-27,121.71700069306146,121.71699261227955,-15.999084192975715,-15.999206857537501,-15.999206857537501
1988-11-28,121.67311510731363,121.67310668577008,-16.05952488897674,-16.059651191222656,-16.059651191222656
1988-11-29,121.62906352734495,121.62905475496963,-16.120335510240693,-16.120465531232185,-16.120465531232185
1988-11-30,121.58484496078253,121.58483582728284,-16.18150082236025,-16.18163464340978,-16.18163464340978
1988-12-01,121.540458457818,121.54044895267855,-16.243004957053927,-16.2431426595831,-16.2431426595831
1988-12-02,121.49590311296842,121.49589322545077,-16.304831393495988,-16.30497305895915,-16.30497305895915
1988-12-03,121.45117806688852,121.45116778603128,-16.366962939384393,-16.36710864907218,-16.36710864907218
1988-12-04,121.40628250823532,121.40627182285489,-16.429381711444876,-16.429531546378712,-16.429531546378712
1988-12-05,121.36121567558696,121.36120457427835,-16.49206911562942,-16.49222315636507,-16.49222315636507
1988-12-06,121.315976859416,121.31596533055446,-16.55500582681998,-16.555164153312944,-16.555164153312944
1988-12-07,121.2705654041191,121.27055343586186,-16.61817176824843,-16.618334459664766,-16.618334459664766
1988-12-08,121.2249807101032,121.22496829039203,-16.681546090483607,-16.681713224970736,-16.681713224970736
1988-12-09,121.17922223593028,121.17920935249447,-16.74510714988355,-16.745278804399277,-16.745278804399277
1988-12-10,121.13328950052134,121.13327614088128,-16.808832486873143,-16.809008736945543,-16.809008736945543
1988-12-11,121.08718208542037,121.08716823689176,-16.87269880367967,-16.87287972318154,-16.87287972318154
1988-12-12,121.04089963711995,121.04088528681868,-16.936681941748247,-16.936867602635175,-16.936867602635175
1988-12-13,120.99444186944913,120.99442700429691,-17.000756858768,-17.000947330816416,-17.000947330816416
1988-12-14,120.9478085660247,120.94779317275533,-17.064897605356236,-17.065092955890577,-17.065092955890577
1988-12-15,120.90099958276684,120.90098364793339,-17.129077301360667,-17.12927759492959,-17.12927759492959
1988-12-16,120.85401485047994,120.85399836046275,-17.193268111837824,-17.19347340992681,-17.19347340992681
1988-12-17,120.80685437750009,120.80683731851558,-17.257441222696798,-17.257651583360712,-17.257651583360712
1988-12-18,120.75951825240907,120.75950061051965,-17.321566816004633,-17.32178229354031,-17.32178229354031
1988-12-19,120.71200664681696,120.71198840794176,-17.385614045029797,-17.385834689619514,-17.385834689619514
1988-12-20,120.66431981821314,120.66430096813981,-17.449551009012794,-17.449776866280445,-17.449776866280445
1988-12-21,120.61645811288668,120.61643863728449,-17.513344727627555,-17.51357583826757,-17.51357583826757
1988-12-22,120.56842196891743,120.5684018533512,-17.576961115177255,-17.577197514525324,-17.577197514525324
1988-12-23,120.52021191923752,120.52019114918305,-17.64036495469918,-17.640606672266586,-17.640606672266586
1988-12-24,120.4718285947644,120.47180715562492,-17.703519871742174,-17.703766930731945,-17.703766930731945
1988-12-25,120.4232727276058,120.42325060473001,-17.766388308071328,-17.766640724898025,-17.766640724898025
1988-12-26,120.3745451543369,120.37452233303821,-17.828931495168945,-17.829189278931153,-17.829189278931153
1988-12-27,120.32564681935025,120.32562328492752,-17.891109427677293,-17.891372579611925,-17.891372579611925
1988-12-28,120.27657877827843,120.27655451603827,-17.952880836743134,-17.953149349690648,-17.953149349690648
1988-12-29,120.22734220148992,120.22731719677043,-18.01420316338772,-18.014477021162747,-18.014477021162747
1988-12-30,120.17793837765755,120.17791261585396,-18.075032531847683,-18.075311708616937,-18.075311708616937
1988-12-31,120.1283687174004,120.12834218399225,-18.135323722901376,-18.135608182597935,-18.135608182597935
1989-01-01,120.07863475699826,120.07860743757826,-18.19503014746806,-18.1953198430856,-18.1953198430856
1989-01-02,120.02873816217813,120.02871004248321,-18.254103820170712,-18.254398693097755,-18.254398693097755
1989-01-03,119.97868073197338,119.97865179791722,-18.31249533319715,-18.31279531250766,-18.31279531250766
1989-01-04,119.92846440265345,119.92843464036133,-18.370153830441268,-18.370458832156146,-18.370458832156146
1989-01-05,119.87809125172456,119.87806064757004,-18.427026981888048,-18.427336908211146,-18.427336908211146
1989-01-06,119.8275635019997,119.82753204264354,-18.483060958427814,-18.483375696978328,-18.483375696978328
1989-01-07,119.77688352573729,119.77685119816839,-18.53820040707069,-18.538519830068253,-18.538519830068253
1989-01-08,119.72605384884669,119.7260206404255,-18.592388426750404,-18.592712390203815,-18.592712390203815
1989-01-09,119.6750771551596,119.6750430536635,-18.645566544648318,-18.645894887504255,-18.645894887504255
1989-01-10,119.6239562907651,119.62392128443643,-18.697674693241424,-18.69800723649314,-18.69800723649314
1989-01-11,119.57269426840674,119.57265834600302,-18.748651188034273,-18.748987733881222,-18.748987733881222
1989-01-12,119.52129427193944,119.52125742278618,-18.79843270620404,-18.79877303710964,-18.79877303710964
1989-01-13,119.46975966084368,119.4697218748895,-18.84695426615872,-18.8472981439445,-18.8472981439445
1989-01-14,119.41809397479415,119.41805524266877,-18.894149208063027,-18.8944963729773,-18.8944963729773
1989-01-15,119.36630093828072,119.36626125135507,-18.93994917557211,-18.94029934534774,-18.94029934534774
1989-01-16,119.31438446527697,119.3143438157264,-18.984284098783974,-18.984636967641563,-18.984636967641563
1989-01-17,119.2623486639547,119.26230704482448,-19.027082178465207,-19.027437416196335,-19.027437416196335
1989-01-18,119.2101978414387,119.21015524671232,-19.068269871793746,-19.06862712277143,-19.06862712277143
1989-01-19,119.15793650859922,119.15789293326928,-19.107771879676875,-19.10813076186969,-19.10813076186969
1989-01-20,119.10556938487646,119.10552482501829,-19.145511135790002,-19.14587123979436,-19.14587123979436
1989-01-21,119.05310140313289,119.05305585598087,-19.181408797358017,-19.181769685437757,-19.181769685437757
1989-01-22,119.00053771452816,119.00049117855455,-19.2153842380103,-19.215745443121705,-19.215745443121705
1989-01-23,118.94788369341072,118.94783616840729,-19.247355042673007,-19.247716067515285,-19.247716067515285
1989-01-24,118.89514494222057,118.89509642938268,-19.277237004709605,-19.27759732080449,-19.27759732080449
1989-01-25,118.84232729639656,118.84227779840973,-19.304944125498878,-19.30530317226294,-19.30530317226294
1989-01-26,118.78943682928148,118.78938635041065,-19.33038861654859,-19.330745800401928,-19.330745800401928
1989-01-27,118.7364798570178,118.73642840319877,-19.353480904261232,-19.353835597798025,-19.353835597798025
1989-01-28,118.68346294342653,118.68341052235975,-19.374129637668375,-19.37448117882741,-19.37448117882741
1989-01-29,118.63039290486083,118.63033952610732,-19.392241699151782,-19.392589390448848,-19.392589390448848
1989-01-30,118.57727681502598,118.57722249010543,-19.40772221836596,-19.4080653261517,-19.4080653261517
1989-01-31,118.52412200975684,118.52406675224749,-19.420474589565856,-19.420812343385478,-19.420812343385478
1989-02-01,118.47093609174294,118.47087991738327,-19.430400492499757,-19.430732084496412,-19.430732084496412
1989-02-02,118.41772693519147,118.4176698619833,-19.43739991705297,-19.437724501432967,-19.437724501432967
1989-02-03,118.36450269041754,118.36444473873067,-19.441371191824146,-19.441687884394923,-19.441687884394923
1989-02-04,118.31127178835057,118.31121298102836,-19.442211016830697,-19.442518894684326,-19.442518894684326
1989-02-05,118.25804294494552,118.2579833074114,-19.43981450049978,-19.44011260174011,-19.44011260174011
1989-02-06,118.20482516548678,118.20476472585116,-19.43407520128312,-19.434362524822063,-19.434362524822063
1989-02-07,118.15162774877147,118.1515665379394,-19.424885173786606,-19.425160679380497,-19.425160679380497
1989-02-08,118.09846029116078,118.09839834293875,-19.4121350199639,-19.412397628282633,-19.412397628282633
1989-02-09,118.04533269048282,118.04527004168597,-19.395713945392345,-19.395962538223102,-19.395962538223102
1989-02-10,117.99225514977601,117.99219184033382,-19.3755098207439,-19.37574324138768,-19.37574324138768
1989-02-11,117.9392381808552,117.93917425391655,-19.35140924888765,-19.351626302675868,-19.351626302675868
1989-02-12,117.88629260768764,117.88622810972367,-19.323297637543874,-19.323497092555044,-19.323497092555044
1989-02-13,117.8334295695613,117.83336455046651,-19.291059277988097,-19.291239865902753,-19.291239865902753
1989-02-14,117.78066052402994,117.78059503722045,-19.254577429666824,-19.254737846818898,-19.254737846818898
1989-02-15,117.7279972496179,117.72793135212666,-19.21373441112155,-19.213873319804406,-19.213873319804406
1989-02-16,117.67545184826746,117.67538560083548,-19.168411697472038,-19.16852772737184,-19.16852772737184
1989-02-17,117.62303674750991,117.62297021467356,-19.118490024316998,-19.118581774240738,-19.118581774240738
1989-02-18,117.57076470234375,117.57069795251658,-19.063849498565105,-19.063915538357833,-19.063915538357833
1989-02-19,117.51864879679908,117.51858190234853,-19.004369716218207,-19.00440858892398,-19.00440858892398
1989-02-20,117.46670244517075,117.46663548248826,-18.939929887146718,-18.939940111420583,-18.939940111420583
1989-02-21,117.41493939289958,117.41487244246396,-18.870408967210096,-18.87038903999928,-18.87038903999928
1989-02-22,117.36337371708198,117.36330686351494,-18.79568579768238,-18.795634197220352,-18.795634197220352
1989-02-23,117.31201982658784,117.31195315870096,-18.7156392522229,-18.715554441223503,-18.715554441223503
1989-02-24,117.26089246176524,117.2608260725979,-18.630148391424882,-18.630028820614825,-18.630028820614825
1989-02-25,117.21000669371216,117.20994068055934,-18.539092625032936,-18.538936736938922,-18.538936736938922
1989-02-26,117.15937792309292,117.15931238752225,-18.44235188192033,-18.442158115019993,-18.442158115019993
1989-02-27,117.1090218784792,117.10895692633609,-18.339806787877023,-18.33957358099724,-18.33957358099724
1989-02-28,117.05895461419286,117.05889035559345,-18.231338851277542,-18.231064648294705,-18.231064648294705
1989-03-01,117.00919250763033,117.00912905694094,-18.116830656486854,-18.11651391140549,-18.11651391140549
1989-03-02,116.95975225604644,116.9596897318486,-17.996166065277066,-17.99580524756675,-17.99580524756675
1989-03-03,116.91065087277596,116.91058939781668,-17.869230425916612,-17.86882402615447,-17.86882402615447
1989-03-04,116.86190568287238,116.86184538399834,-17.7359107900229,-17.735457325885363,-17.735457325885363
1989-03-05,116.81353431814205,116.81347532621704,-17.596096137138375,-17.59559415966214,-17.59559415966214
1989-03-06,116.76555471155335,116.76549716135816,-17.44967760675354,-17.44912570694578,-17.44912570694578
1989-03-07,116.71798509100034,116.71792912111398,-17.296548737776902,-17.295945553461934,-17.295945553461934
1989-03-08,116.67084397240058,116.67078972506268,-17.136605715204496,-17.13594993814695,-17.13594993814695
1989-03-09,116.62415015210806,116.62409777306115,-16.969747623679723,-16.96903800707514,-16.96903800707514
1989-03-10,116.5779226986227,116.57787233693355,-16.795876707892603,-16.795112074054487,-16.795112074054487
1989-03-11,116.5321809435775,116.53213275143732,-16.614898639436433,-16.614077887647,-16.614077887647
1989-03-12,116.48694447198649,116.48689860448923,-16.426722789670748,-16.425844904355472,-16.425844904355472
1989-03-13,116.44223311173809,116.44218972663592,-16.23126250835776,-16.230326567441807,-16.230326567441807
1989-03-14,116.3980669223172,116.39802617975306,-16.02843540770482,-16.02744059114775,-16.02744059114775
1989-03-15,116.35446618274314,116.35442824495955,-15.818163651263603,-15.817109249674104,-15.817109249674104
1989-03-16,116.31145137871002,116.3114164097343,-15.600374247205764,-15.59925967061281,-15.59925967061281
1989-03-17,116.26904318891862,116.26901135422382,-15.374999345411197,-15.373824132144364,-15.373824132144364
1989-03-18,116.22726247059002,116.22723393673147,-15.141976537957817,-15.14074036351667,-15.14074036351667
1989-03-19,116.18613024415224,116.18610517837979,-14.901249162143358,-14.899951848103228,-14.899951848103228
1989-03-20,116.14566767709438,116.14564624694037,-14.652766605497163,-14.651408128389448,-14.651408128389448
1989-03-21,116.1058960669832,116.105878439826,-14.39648461217439,-14.395065112217708,-14.395065112217708
1989-03-22,116.06683682363963,116.06682316624378,-14.132365589681285,-14.13088537942167,-14.13088537942167
1989-03-23,116.02851145047572,116.02850192850816,-13.860378915345791,-13.858838488144102,-13.858838488144102
1989-03-24,115.99094152499298,115.99093630251679,-13.580501241718594,-13.57890127992141,-13.57890127992141
1989-03-25,115.95414867844715,115.95414791739293,-13.292716799791378,-13.291058182676352,-13.291058182676352
1989-03-26,115.91815457468613,115.91815843430227,-12.997017699282878,-12.995301510585705,-12.995301510585705
1989-03-27,115.88298088817045,115.88298952445338,-12.693404224930418,-12.691631759997108,-12.691631759997108
1989-03-28,115.8486492811889,115.84866284629408,-12.381885127815622,-12.380057900245447,-12.380057900245447
1989-03-29,115.8151813802837,115.81520002191951,-12.062477910563757,-12.060597658350162,-12.060597658350162
1989-03-30,115.78259875190452,115.7826226127097,-11.735209105456306,-11.733277796472976,-11.733277796472976
1989-03-31,115.75092287731064,115.75095209421808,-11.400114544318058,-11.398134381131968,-11.398134381131968
1989-04-01,115.7201751267474,115.72020983033526,-11.057239618843596,-11.055213042796822,-11.055213042796822
1989-04-02,115.69037673292272,115.69041704675581,-10.70663953041003,-10.70456922487574,-10.70456922487574
1989-04-03,115.66154876381567,115.66159480377881,-10.348379528062651,-10.34626842083162,-10.34626842083162
1989-04-04,115.6337120948498,115.6337639684761,-9.982535133487545,-9.9803863981615,-9.9803863981615
1989-04-05,115.6068873804701,115.60694518626664,-9.609192351559614,-9.607009408005979,-9.607009408005979
1989-04-06,115.58109502516294,115.58115885193669,-9.228447865629278,-9.226234379264497,-9.226234379264497
1989-04-07,115.55635515396426,115.55642508015158,-8.840409215728869,-8.83816909572488,-8.83816909572488
1989-04-08,115.53268758250324,115.53276367550563,-8.445194959011133,-8.442932355275843,-8.442932355275843
1989-04-09,115.51011178663224,115.5101941021624,-8.042934810742736,-8.040654109623574,-8.040654109623574
1989-04-10,115.48864687169836,115.48873545313947,-7.633769764790486,-7.6314755835228425,-7.6314755835228425
1989-04-11,115.46831154151361,115.46840641929575,-7.217852192516148,-7.215549372253008,-7.215549372253008
1989-04-12,115.449124067085,115.44922525808263,-6.795345918562816,-6.793039516101999,-6.793039516101999
1989-04-13,115.43110225516965,115.43120976212339,-6.366426272721583,-6.364121550715936,-6.364121550715936
1989-04-14,115.41426341672104,115.41437722768858,-5.9312801165215205,-5.928982532255759,-5.928982532255759
1989-04-15,115.39862433529822,115.39874442313773,-5.490105843549827,-5.487821036287642,-5.487821036287642
1989-04-16,115.38420123551066,115.3843275574009,-5.043113352505316,-5.040847129330359,-5.040847129330359
1989-04-17,115.3710097515747,115.37114224857602,-4.590523992032104,-4.588282312211959,-4.588282312211959
1989-04-18,115.35906489606081,115.35920349272077,-4.13257047632942,-4.13035943421346,-4.13035943421346
1989-04-19,115.34838102891172,115.34852563291983,-3.6694967709845514,-3.667322577392042,-3.667322577392042
1989-04-20,115.33897182681517,115.3391223287104,-3.2015579479302687,-3.1994269102106045,-3.1994269102106045
1989-04-21,115.33085025301614,115.33100652595085,-2.7290200092320447,-2.7269385099280044,-2.7269385099280044
1989-04-22,115.3240285276544,115.32419042721865,-2.252159679082979,-2.2501341531969956,-2.2501341531969956
1989-04-23,115.31851809871588,115.31868546282588,-1.7712641633588646,-1.769301074429677,-1.769301074429677
1989-04-24,115.31432961368667,115.31450226254006,-1.2866308767406736,-1.2847366917594627,-1.2847366917594627
1989-04-25,115.31147289199862,115.31165062810031,-0.7985671370515774,-0.7967483002539666,-0.7967483002539666
1989-04-26,115.30995689835717,115.31013950661809,-0.3073898266920878,-0.30565273240063107,-0.30565273240063107
1989-04-27,115.30978971704069,115.30997696495231,0.1865749785938533,0.18822401401848765,0.18822401401848765
1989-04-28,115.31097852726118,115.31117016514797,0.6829924136764021,0.6845471805354464,0.6845471805354464
1989-04-29,115.31352957967546,115.31372534102643,1.1815192600042792,1.1829736846084415,1.1829736846084415
1989-04-30,115.31744817413322,115.31764777601508,1.6818044133979129,1.6831525878442335,1.6831525878442335
1989-05-01,115.32273863874951,115.32294178230141,2.183489382987318,2.184725595117925,2.184725595117925
1989-05-02,115.32940431038504,115.32961068139562,2.6862088202833547,2.687327583782462,2.687327583782462
1989-05-03,115.33744751661554,115.33765678618249,3.1895910776111123,3.1905871619783284,3.1905871619783284
1989-05-04,115.34686955926996,115.34708138454128,3.6932587947485445,3.694127255013882,3.694127255013882
1989-05-05,115.35767069961211,115.3578847246083,4.196829512609838,4.197565718455735,4.197565718455735
1989-05-06,115.36985014523906,115.37006600175388,4.699916312285495,4.700515976517636,4.700515976517636
1989-05-07,115.38340603876222,115.38362334734076,5.202128478125815,5.202587684208993,5.202587684208993
1989-05-08,115.39833544833624,115.39855381932655,5.703072183056065,5.703387411500444,5.703387411500444
1989-05-09,115.41463436009312,115.41485339476856,6.202351194227958,6.202519347669295,6.202519347669295
1989-05-10,115.43229767253462,115.43251696428297,6.699567597039277,6.699586023696611,6.699586023696611
1989-05-11,115.45131919293112,115.45153832850544,7.194322535411629,7.194189050806017,7.194189050806017
1989-05-12,115.47169163576756,115.47191019659402,7.686216965987114,7.6859298726812995,7.6859298726812995
1989-05-13,115.49340662327192,115.49362418680896,8.17485242390103,8.174410529118177,8.174410529118177
1989-05-14,115.5164546880545,115.51667082919698,8.659831797725928,8.659234428534546,8.659234428534546
1989-05-15,115.5408252778796,115.54103957040121,9.140760110916744,9.140007126985438,9.140007126985438
1989-05-16,115.5665067625838,115.566718780611,9.617245307090343,9.61633711072136,9.61633711072136
1989-05-17,115.59348644314773,115.59369576265703,10.088899036523799,10.087836579852592,10.087836579852592
1989-05-18,115.62175056292068,115.62195676325221,10.555337440895528,10.554122230245412,10.554122230245412
1989-05-19,115.65128432098972,115.65148698636817,11.016181933711778,11.014816030827205,11.014816030827205
1989-05-20,115.6820718876775,115.68227060873244,11.471059973333467,11.469545993553766,11.469545993553766
1989-05-21,115.71409642214418,115.71429079742116,11.919605825780309,11.917946933062922,11.917946933062922
1989-05-22,115.74734009206234,115.7475297295158,12.361461314671033,12.359661213358777,12.359661213358777
1989-05-23,115.78178409532512,115.7819686137845,12.796276555116492,12.794339478612528,12.794339478612528
1989-05-24,115.8174086837399,115.81758771434052,13.223710669091815,13.22164136534775,13.22164136534775
1989-05-25,115.8541931886535,115.8543663762231,13.643432479406329,13.641236193223449,13.641236193223449
1989-05-26,115.89211604844574,115.89228305283866,14.055121179604612,14.052803632006544,14.052803632006544
1989-05-27,115.93115483782314,115.93131533519372,14.458466977295757,14.45603434192526,14.45603434192526
1989-05-28,115.97128629883476,115.97143998284236,14.853171708313312,14.850630585053295,14.850630585053295
1989-05-29,116.01248637352917,116.01263295646713,15.238949419639539,15.236306805611093,15.236306805611093
1989-05-30,116.05473023816202,116.05486945200384,15.615526918529213,15.612790176637645,15.612790176637645
1989-05-31,116.09799233885994,116.098123936216,15.982644286003051,15.979821111264755,15.979821111264755
1989-06-01,116.1422464286398,116.14237018361924,16.340055352851778,16.337153736680193,16.337153736680193
1989-06-02,116.18746560567914,116.18758131465096,16.687528136269975,16.684556329033512,16.684556329033512
1989-06-03,116.23362235272616,116.23372983497602,17.02484523564999,17.021811707702,17.021811707702
1989-06-04,116.2806885775376,116.28078767581566,17.351804186324443,17.348717587829015,17.348717587829015
1989-06-05,116.32863565422554,116.32872623518315,17.66821776985671,17.665086889712256,17.665086889712256
1989-06-06,116.37743446539446,116.37751641990717,17.973914280326426,17.970748004387133,17.970748004387133
