theta1,theta2,omega1,omega2,state
76.04935262510462,-7.210484672725292,-0.34482423744466284,-6.534206434335272,0
76.04853525071786,-7.228340341034929,-0.29854599476259136,-6.521782850095288,0
76.04784415255833,-7.246162465780856,-0.2524236027702926,-6.509531063449382,0
76.04727891752552,-7.263951513449896,-0.20645209573354148,-6.49744966111722,0
76.04683914599534,-7.281707946701276,-0.16062655139899304,-6.48553724506662,0
76.04652445170434,-7.299432224408104,-0.11494208978489014,-6.4737924324186,0
76.0463344616365,-7.317124801698661,-0.06939387227788614,-6.462213855376007,0
76.04626881591274,-7.334786129998083,-0.02397710060528653,-6.45080016136389,0
76.04632716768359,-7.352416657068954,0.02131298430162713,-6.4395500126357055,0
76.04650918302436,-7.37001682705249,0.0664811032159579,-6.428462086486494,0
76.04681454083327,-7.387587080509068,0.11153193970521039,-6.417535075015043,0
76.04724293273229,-7.405127854458382,0.15647014111746152,-6.406767684986965,0
76.0477940629707,-7.422639582419672,0.2013003195779582,-6.396158637861061,0
76.04846764833108,-7.440122694451557,0.24602705288191318,-6.385706669646243,0
76.04926341803818,-7.45757761719172,0.2906548855169575,-6.37541053084438,0
76.0501811136703,-7.475004773896401,0.33518832963383477,-6.365268986384831,0
76.05122048907373,-7.492404584479081,0.3796318661001028,-6.355280815323716,0
76.05238131027909,-7.509777465549251,0.4239899452578209,-6.345444810879868,0
76.05366335542081,-7.527123830451127,0.4682669880136942,-6.335759780410172,0
76.05506641465874,-7.544444089301486,0.5124673866538952,-6.326224545093337,0
76.05659029010268,-7.561738649027665,0.5565955058978563,-6.316837939986914,0
76.05823479573914,-7.579007913404849,0.6006556837181629,-6.3075988137668215,0
76.05999975736101,-7.596252283093219,0.6446522323892191,-6.298506028676785,0
76.06188501249913,-7.613472155674621,0.6885894391983753,-6.289558460357362,0
76.06389041035673,-7.6306679256890995,0.7324715674889807,-6.2807549977881765,0
76.06601581174615,-7.647839984670927,0.776302857485905,-6.272094543112438,0
76.06826108902767,-7.66498872118446,0.8200875270741428,-6.26357601156784,0
76.07062612605101,-7.682114520859895,0.8638297727743413,-6.255198331452806,0
76.07311081809911,-7.699217766428136,0.9075337705683699,-6.246960443799828,0
76.07571507183414,-7.716298837755758,0.951203676719449,-6.238861302414068,0
76.07843880524594,-7.733358111879786,0.9948436286593904,-6.230899873801332,0
76.0812819476029,-7.750395963041294,1.0384577458817346,-6.22307513674076,0
76.08424443940534,-7.767412762719396,1.0820501308394816,-6.215386082426697,0
76.08732623234104,-7.784408879663997,1.1256248697654487,-6.207831714015393,0
76.09052728924286,-7.801384679929009,1.1691860333881223,-6.200411046795708,0
76.09384758404836,-7.8183405269051995,1.2127376777106254,-6.193123108053511,0
76.09728710176205,-7.835276781352527,1.2562838449242737,-6.185966936886442,0
76.10084583841945,-7.852193801432192,1.2998285641140386,-6.178941584097839,0
76.10452380105379,-7.869091942738373,1.343375852193277,-6.172046112082214,0
76.1083210076647,-7.885971558329485,1.3869297146356194,-6.165279594653959,0
76.11223748718923,-7.90283299875897,1.4304941463361016,-6.158641116869272,0
76.1162732794749,-7.919676612105943,1.4740731323383793,-6.152129774981938,0
76.12042843525514,-7.936502744005373,1.5176706487323552,-6.145744676266652,0
76.12470301612643,-7.953311737677812,1.5612906632410684,-6.139484938858638,0
76.12909709452786,-7.970103933959506,1.6049371361232279,-6.133349691888701,0
76.13361075372254,-7.986879671331291,1.6486140208537203,-6.127338075044279,0
76.13824408778116,-8.00363928594807,1.6923252649125928,-6.121449238778684,0
76.14299720156811,-8.020383111667162,1.7360748106824067,-6.115682343898164,0
76.14787021072948,-8.037111480076344,1.7798665961911486,-6.1100365614540895,0
76.15286324168288,-8.053824720521872,1.8237045557295675,-6.104511072729062,0
76.15797643160971,-8.070523160136256,1.8675926207750024,-6.099105069153294,0
76.16320992844933,-8.087207123865353,1.911534720672096,-6.093817752052744,0
