date,vx,vy,zach_75W_parallel,zach_75W_perp,adhikari_100W_parallel,adhikari_100W_perp,observed_326_parallel,observed_326_perp,v_mag,direction_deg
1973-05-18,-163.0841250000001,584.5826249999988,-522.4541775834763,-308.8282849812794,-547.3822402635711,-262.1182182202125,-462.09732250456307,393.44547501911705,606.9046690205182,105.58779038013779
1973-05-19,-151.76137500000056,588.7830000000033,-529.4419716190141,-298.97848537823893,-553.4849770328124,-251.69687369906248,-455.0591572218343,403.2593451607148,608.0270849484377,104.45363085033955
1973-05-20,-140.2560000000001,593.7138750000008,-537.1826412987613,-289.1413508836172,-560.3388283640688,-241.2225286558022,-448.2780793683984,413.7809498530551,610.0556621354453,103.29159003544385
1973-05-21,-127.83750000000052,599.9231249999993,-546.3944605472508,-278.75307316564925,-568.6101957988151,-230.0709185221986,-441.45484480949887,425.8729884721925,613.3923559321677,102.02922855758521
1973-05-22,-113.77537499999826,607.0455000000022,-556.913692268882,-267.0135097520047,-578.0662282990531,-217.4592162377806,-433.77959639039045,439.6411454607414,617.6156369673965,100.61549232195352
1973-05-23,-97.88700000000026,614.5331249999965,-568.2583966796744,-253.60445795432537,-588.1990868155341,-203.11243379131957,-424.79456331239487,454.73333446262006,622.2803439698713,99.05042777203795
1973-05-24,-79.98975000000044,622.3859999999976,-580.4758406077563,-238.34951556858323,-599.0404838467203,-186.85072066691842,-414.34834258882773,471.2516780818409,627.5051339240656,97.32357142848662
1973-05-25,-59.71837499999967,629.8736250000022,-592.9549488932438,-220.7068108742789,-609.9344423259259,-168.18752583900397,-401.7296378303269,488.7948095796419,632.6982438598072,95.41602858070405
1973-05-26,-37.072875000000536,637.1786250000008,-605.8721237401529,-200.7236106995242,-621.0608127690351,-147.15456180602354,-387.04057164088545,507.5141319427016,638.2562167481467,93.32987824314557
1973-05-27,-11.870624999999585,644.848875000001,-619.8038385886822,-178.36531332462727,-632.9908592221838,-123.6671155474205,-370.43610884580596,527.9659767350884,644.958125250514,91.05460353427662
