phi,r,theta1,theta2,state
216.50677721544864,95.68930575973295,156.0980414875908,299.59126427214215,1
216.6190945452914,95.41061954124815,156.01485704326979,299.39576249797835,1
216.73176338500002,95.1316544039046,155.9317088944523,299.1999455094523,1
216.84479290678354,94.85241645647523,155.84860468162938,299.0038117748459,1
216.9581922554816,94.57291183212872,155.76555204380517,298.80735978832354,1
217.07197054925845,94.29314669001347,155.68255861963596,298.6105880703775,1
217.1861368803052,94.01312721686024,155.59963204858272,298.4134951682775,1
217.30070031555076,93.73285962860427,155.51677997207753,298.21607965652674,1
217.41566989738143,93.45235017202721,155.43401003470433,298.01834013732287,1
217.5310546443697,93.17160512641915,155.35132988539442,297.8202752410247,1
217.64686355201204,92.89063080526147,155.26874717863674,297.6218836266247,1
217.76310559347638,92.60943355793074,155.18626957570356,297.42316398222715,1
217.87978972035924,92.32801977142431,155.10390474589178,297.2241150255325,1
217.9969248634527,92.04639587210794,155.02166036778033,297.0247355043276,1
218.11451993352176,91.76456832748607,154.93954413050392,296.82502419698216,1
218.23258382209204,91.48254364799519,154.8575637350436,296.6249799129516,1
218.35112540224821,91.2003283888207,154.77572689553446,296.4246014932862,1
218.47015352944337,90.91792915173804,154.6940413405907,296.22388781114734,1
218.58967704231972,90.63535258697839,154.61251481464905,296.02283777232935,1
218.70970476354069,90.3526053951195,154.5311550793301,295.82145031578943,1
218.83024550063487,90.06969432900235,154.4499699148186,295.61972441418374,1
218.951308046852,89.786626195674,154.368967121263,295.417659074411,1
219.0729011820313,89.50340785835742,154.28815452019435,295.21525333816305,1
219.19503367348238,89.2200462384486,154.2075399559655,295.0125062824831,1
219.31771427687926,88.93654831754179,154.12713129721052,294.80941702033124,1
219.44095173716738,88.65292113948335,154.04693643832536,294.605984701158,1
219.56475478948443,88.36917181245482,153.9669633009696,294.4022085114852,1
219.68913216009477,88.08530751108587,153.88721983559032,294.1980876754956,1
219.81409256733832,87.80133547859775,153.80771402296804,293.99362145562975,1
219.9396447225937,87.5172630289779,153.7284538757858,293.7888091531921,1
220.0657973312564,87.23309754918638,153.6494474402214,293.583650108965,1
220.192559093732,86.94884650139483,153.5707027975634,293.3781437038314,1
220.31993870644516,86.6645174252585,153.49222806585183,293.1722893594067,1
220.44794486286423,86.38011794022233,153.4140314015433,292.96608653867906,1
220.57658625454232,86.09565574786158,153.33612100120195,292.7595347466596,1
220.70587157217494,85.81113863425774,153.25850510321635,292.5526335310414,1
220.83580950667468,85.52657447241062,153.18119198954264,292.345382482868,1
220.96640875026324,85.24197122468728,153.10418998747525,292.13778123721204,1
221.09767799758134,84.95733694530858,153.02750747144495,291.9298294738636,1
221.22962594681684,84.67267978287424,152.95115286484554,291.7215269180287,1
221.3622613008514,84.38800798292702,152.87513464188922,291.5128733410378,1
221.49559276842626,84.10332989055715,152.7994613294917,291.3038685610654,1
221.62962906532752,83.81865395304754,152.72414150918752,291.09451244386,1
221.76437891559135,83.53398872256095,152.64918381907614,290.8848049034848,1
221.89985105272953,83.24934285886968,152.57459695579962,290.67474590307006,1
222.03605422097584,82.96472513212903,152.50038967655243,290.4643354555766,1
222.1729971765539,82.68014442569519,152.42657080112454,290.25357362457066,1
222.31068868896665,82.39560973898855,152.3531492139776,290.04246052501094,1
222.44913754230825,82.11113019040364,152.28013386635595,289.8309963240477,1
222.5883525365988,81.82671502026624,152.20753377843252,289.61918124183376,1
222.72834248914225,81.54237359383914,152.1353580414907,289.4070155523484,1
222.8691162359085,81.25811540437735,152.06361582014293,289.19449958423445,1
223.0106826329395,80.97395007623365,151.9923163545866,288.9816337216471,1
223.15305055778072,80.68988736801604,151.9214689628984,288.7684184051177,1
223.2962289109378,80.40593717579772,151.85108304336777,288.55485413242997,1
223.44022661735974,80.12210953638095,151.78116807687036,288.3409414595106,1
223.58505262794844,79.838414630616,151.7117336292822,288.1266810013338,1
223.73071592109576,79.55486278677623,151.642789353936,287.9120734328402,1
223.8772255042486,79.27146448399058,151.5743449941196,287.697119489871,1
224.02459041550247,78.9882303557348,151.50641038561864,287.48181997011613,1
224.17281972522437,78.70517119338247,151.4389954593034,287.26617573407907,1
224.32192253770566,78.42229794981735,151.3721102437615,287.05018770605585,1
224.4719079928455,78.13962174310825,151.30576486797688,286.83385687513135,1
224.62278526786565,77.85715386024782,151.23996956405674,286.6171842961911,1
224.7745635790573,77.57490576095664,151.17473467000696,286.4001710909497,1
224.92725218356074,77.29288908155408,151.1100706325574,286.18281844899667,1
225.08086038117855,77.01111563889735,151.04598801003795,285.96512762885936,1
225.23539751622312,76.72959743439027,150.9824974753067,285.7470999590836,1
225.39087297939923,76.44834665806327,150.91960981873126,285.52873683933205,1
225.5472962097227,76.16737569272617,150.85733595122443,285.3100397415017,1
225.70467669647562,75.88669711819541,150.79568690733552,285.0910102108599,1
225.86302398119932,75.6063237155974,150.73467384839836,284.87164986719904,1
226.02234765972577,75.3262684717495,150.67430806573765,284.6519604060119,1
226.1826573842483,75.04654458362064,150.61460098393448,284.4319435996862,1
226.34396286543264,74.76716546287308,150.55556416415286,284.2116012987202,1
226.50627387456916,74.48814474048729,150.49720930752824,283.9909354329591,1
226.6696002457673,74.20949627147176,150.43954825861954,283.76994801285224,1
226.833951878193,73.93123413965972,150.38259300892636,283.54864113073336,1
226.99933873835047,73.65337266259455,150.3263557004725,283.327016962122,1
227.16577086240892,73.37592639650602,150.27084862945748,283.10507776704856,1
227.33325835857553,73.09891014137945,150.21608424997748,282.8828258914019,1
227.50181140951577,72.82233894611974,150.16207517781777,282.660263768302,1
227.67144027482195,72.54622811381255,150.10883419431724,282.4373939194953,1
227.84215529353133,72.27059320708472,150.056374250308,282.2142189567767,1
228.01396688669476,71.99545005356636,150.00470847013057,281.9907415834358,1
228.1868855599971,71.72081475145677,149.95385015572694,281.76696459572986,1
228.3609219064307,71.44670367519664,149.90381279081367,281.542890884383,1
228.53608660902285,71.17313348124891,149.85461004513587,281.318523436113,1
228.71239044361892,70.90012111399088,149.80625577880488,281.09386533518597,1
228.88984428172196,70.62768381171998,149.75876404672096,280.868919764999,1
229.06845909339046,70.35583911277598,149.71214910308322,280.64369000969276,1
229.24824595019527,70.08460486178222,149.66642540598875,280.4181794557935,1
229.42921602823728,69.81399921600858,149.62160762212292,280.19239159388565,1
229.6113806112272,69.54404065185909,149.57771063154314,279.9663300203159,1
229.79475109362863,69.27474797148706,149.53474953255784,279.7399984389292,1
229.97933898386626,69.00614030954054,149.4927396467034,279.51340066283717,1
230.1651559076001,68.73823714004139,149.45169652382074,279.28654061622063,1
230.35221361106795,68.47105828340081,149.41163594723437,279.05942233616645,1
