theta1,theta2,state
269.0113299867874,350.70302807255365,1
276.7641559774447,350.5198020168585,0
268.9677888390047,350.64614521646587,1
276.7209024449905,350.4629923953669,0
268.9239533280725,350.58889621435776,1
276.67731117334336,350.4058173660718,0
268.87982142217254,350.5312782737251,1
276.63337919279843,350.34827414606593,0
268.83539108191275,350.47328857617,1
276.58910350941386,350.29035992669975,0
268.79066026059826,350.4149242771314,1
276.54448110500607,350.2320718733146,0
268.7456269045157,350.3561825056134,1
276.49950893715453,350.17340712497395,0
268.70028895323094,350.2970603639111,1
276.4541839392167,350.1143627941915,0
268.65464433990206,350.23755492733414,1
276.40850302035375,350.0549359666582,0
268.6086909916061,350.1776632439283,1
276.3624630655666,349.9951237009665,0
268.56242682968195,350.11738233419453,1
276.3160609357447,349.9349230283321,0
268.51584977008844,350.05670919080586,1
276.2692934677257,349.87433095231404,0
268.4689577237794,349.9956407783221,1
276.22215747436803,349.8133444485326,0
268.42174859709485,349.93417403290266,1
276.1746497446372,349.7519604643847,0
268.37422029217026,349.8723058620165,1
276.12676704370455,349.6901759187577,0
268.32637070736337,349.81003314415096,1
276.0785061130615,349.62798770174095,0
268.2781977376995,349.74735272851785,1
276.0298636706478,349.56539267433516,0
268.22969927533626,349.6842614347577,1
275.98083641099527,349.50238766816017,0
268.18087321004805,349.620756052642,1
275.9314210053884,349.43896948516067,0
268.1317174297306,349.5568333417739,1
275.8816141020407,349.37513489730986,0
268.08222982092644,349.49249003128625,1
275.831412326289,349.31088064631155,0
268.03240826937264,349.42772281953876,1
275.7808122808058,349.2462034433004,0
267.9822506605698,349.3625283738125,1
275.72981054583033,349.1810999685405,0
267.93175488037537,349.2969033300035,1
275.67840367941983,349.11556687112227,0
267.8809188156197,349.2308442923141,1
275.62658821772,349.0496007686578,0
267.82974035474643,349.164347832943,1
275.5743606752575,348.9831982469747,0
267.7782173884789,349.09741049177404,1
275.5217175452544,348.91635585980856,0
267.72634781051147,349.0300287760631,1
275.46865529996484,348.84907012849396,0
267.6741295182282,348.962199160124,1
275.4151703910358,348.7813375416544,0
267.6215604134488,348.89391808501307,1
275.3612592498926,348.71315455489093,0
267.5686384032025,348.8251819582127,1
275.306918288149,348.6445175904698,0
267.5153614005316,348.75598715331364,1
275.25214389804484,348.5754230370088,0
267.4617273253245,348.6863300096965,1
275.1969324529101,348.50586724916354,0
267.4077341051795,348.61620683221236,1
275.1412803076578,348.4358465473119,0
267.3533796763005,348.54561389086274,1
275.0851837993062,348.36535721723857,0
267.2986619844253,348.47454742047887,1
275.0286392475314,348.2943955098191,0
267.24357898578654,348.40300362040074,1
274.97164295525107,348.22295764070304,0
267.1881286481082,348.33097865415544,1
274.9141912092417,348.15103978999724,0
267.1323089516367,348.2584686491357,1
274.85628028078884,348.07863810194897,0
267.076117890208,348.185469696278,1
274.79790642637204,348.0057486846289,0
267.019553472353,348.1119778497414,1
274.73906588838685,347.93236760961463,0
266.9626137224399,348.037989126586,1
274.6797548959034,347.8584909116742,0
266.9052966818569,347.96349950645214,1
274.6199696654633,347.7841145884502,0
266.84760041023407,347.8885049312404,1
274.5597064019175,347.709234600145,0
266.7895229867077,347.8130013047921,1
274.49896129930386,347.6338468692061,0
266.73106251122624,347.73698449257114,1
274.4377305417688,347.5579472800133,0
266.6722171058998,347.66045032134656,1
274.3760103045313,347.48153167856685,0
266.61298491639394,347.5833945788773,1
274.3137967548932,347.404595872177,0
266.5533641133699,347.5058130135979,1
274.2510860532957,347.3271356291557,0
266.4933528939704,347.4277013343064,1
274.1878743544244,347.2491466785095,0
266.4329494833539,347.3490552098544,1
274.12415780836386,347.17062470963555,0
266.37215213627786,347.2698702688395,1
274.05993256180284,347.09156537201955,0
266.31095913873156,347.19014209930026,1
273.99519475929304,347.01196427493636,0
266.2493688096204,347.1098662484141,1
273.92994054456176,346.93181698715375,0
266.18737950250306,347.0290382221986,1
273.8641660618802,346.85111903663955,0
266.1249896073808,346.947653485216,1
273.79786745748993,346.7698659102721,0
266.06219755254324,346.8657074602817,1
273.731040881088,346.6880530535546,0
265.9990018064681,346.783195528177,1
273.66368248737297,346.6056758703341,0
265.93540087977925,346.70011302736583,1
273.59578843765377,346.5227297225243,0
265.8713933272621,346.616455253717,1
273.5273549015224,346.4392099298337,0
265.806977749939,346.5322174602307,1
273.4583780585935,346.3551117694987,0
265.74215279720386,346.4473948567714,1
273.3888541003106,346.2704304760227,0
265.67691716901976,346.3619826098061,1
273.3187792318227,346.1851612409205,0
265.61126961817763,346.2759758421491,1
273.2481496739321,346.09929921246976,0
265.5452089526202,346.1893696327134,1
273.1769616651152,346.01283949546865,0
265.47873403782995,346.1021590162693,1
273.1052114636188,345.9257771510011,0
265.411843799283,346.01433898321056,1
273.03289534963255,345.8381071962094,0
265.3445372249703,345.92590447932855,1
272.9600096275407,345.74982460407506,0
265.27681336798634,345.836850405595,1
272.886550628254,345.66092430320793,0
265.20867134918757,345.7471716179534,1
272.8125147116244,345.57140117764476,0
265.14011035991996,345.6568629271206,1
272.73789826894324,345.48125006665697,0
265.07112966481793,345.56591909839744,1
272.6626977255266,345.3904657645685,0
265.0017286046749,345.4743348514908,1
272.5869095433873,345.2990430205841,0
264.9319065993863,345.38210486034626,1
272.51053022399776,345.2069765386292,0
264.861663150966,345.2892237529921,1
272.4335563111433,345.11426097720056,0
264.7909978466369,345.19568611139647,1
272.3559843938696,345.02089094923014,0
264.7199103619958,345.1014864713364,1
272.2778111095245,344.926861021961,0
264.64840046425445,345.00661932228064,1
272.199033146897,344.8321657168369,0
264.57646801555524,344.9110791072868,1
272.1196472494543,344.73679950940635,0
264.50411297636447,344.81486022291267,1
272.0396502186792,344.64075682924044,0
