s,x,y,theta,curvature,tx,ty,nx,ny
55495.58201908346,7.597002257626171,255.96611531772444,-2.5815263340724157,0.0719228349837359,-0.8472198811183385,-0.5312423862904657,0.5312423862904657,-0.8472198811183385
55943.089217174886,7.269391435231645,255.55567771760406,-1.959504708775629,0.11944358374297874,-0.3789934691091883,-0.9253993464055886,0.9253993464055886,-0.3789934691091883
56471.85642919304,7.141111488066393,254.95949864374572,-1.6615374399442708,0.29131858977281216,-0.09061663811248256,-0.995885849311741,0.995885849311741,-0.09061663811248256
57039.04177358549,7.118099409999298,254.26753684987486,-1.57323689058069,0.28645263347528516,-0.002440561362941596,-0.9999970218080512,0.9999970218080512,-0.002440561362941596
57598.87472981282,7.1149278597805585,253.56160297644502,-1.5791269506671262,0.23400293973785724,-0.008330527515845641,-0.999965300535765,0.999965300535765,-0.008330527515845641
58150.01204875295,7.106681224273351,252.86641230162877,-1.585989611302319,0.13359189875748015,-0.015192699987990962,-0.9998845842549958,0.9998845842549958,-0.015192699987990962
58692.297595914046,7.094321831787323,252.18226317669775,-1.5915173171233263,0.13603631467691218,-0.020719507567745224,-0.9997853279425885,0.9997853279425885,-0.020719507567745224
59225.562075816255,7.0789096754805145,251.50936180202888,-1.595648806667255,0.24963338061712065,-0.024849921612779366,-0.9996911929982848,0.9996911929982848,-0.024849921612779366
59749.62623145997,7.061504748510968,250.84791437799888,-1.598316158496568,0.25389445893469037,-0.027516358182576188,-0.9996213533104447,0.9996213533104447,-0.027516358182576188
60264.30429076776,7.0431670440367204,250.19812710498456,-1.599443702211083,0.22484728549383778,-0.028643457226033387,-0.9995896919833064,0.9995896919833064,-0.028643457226033387
60769.40770358709,7.024956555215812,249.56020618336262,-1.5989468479299647,0.11743698663783572,-0.028146803293111734,-0.9996038002252606,0.9996038002252606,-0.028146803293111734
61264.74922235867,7.007933275206284,248.93435781350993,-1.59673083630928,0.012654155402002452,-0.025931602358369766,-0.9996637194370671,0.9996637194370671,-0.025931602358369766
61753.25498034638,6.993506106361104,248.31958786060545,-1.5906889012351635,-0.2948359309169738,-0.019891262502400267,-0.9998021492450991,0.9998021492450991,-0.019891262502400267
62242.112066957234,6.984859514624378,247.70879380545338,-1.5781628344714165,-0.3501368383184674,-0.007366441052092346,-0.9999728673845678,0.9999728673845678,-0.007366441052092346
62738.64534791074,6.985741359193106,247.09293491467093,-1.559700277005158,-0.3761910218294907,0.011095822095682982,-0.9999384394510202,0.9999384394510202,0.011095822095682982
63250.33441026003,6.999899728311105,246.46296966689656,-1.536364810541331,-0.38712970148564374,0.03442471339419509,-0.9994072938840507,0.9994072938840507,0.03442471339419509
63784.82955797377,7.031082710222194,245.8098565407689,-1.5095511736723444,-0.3893567027493328,0.06120687219208258,-0.9981251017578124,0.9981251017578124,0.06120687219208258
64349.942785789244,7.0830383931701935,245.12455401492633,-1.4807644012061862,-0.3886573064681718,0.08991034552793972,-0.9959498630612162,0.9959498630612162,0.08991034552793972
64953.61976307198,7.1595148653989185,244.39802056800744,-1.4514111614004,-0.3883338274868243,0.11910177159254033,-0.9928820513889794,0.9928820513889794,0.11910177159254033
65585.72427670313,7.262123018408839,243.62507517966364,-1.4334159425639832,-0.38842819864581996,0.13694865337127188,-0.9905781475018288,0.9905781475018288,0.13694865337127188
66144.84525793785,7.352155361453194,242.87336548043686,-1.4862831552927975,-0.3889764998044647,0.08441260187104534,-0.9964308870210667,0.9964308870210667,0.08441260187104534
66528.85143897386,7.354958791425703,242.27546904864107,-1.7087992908756628,-0.39000663523745327,-0.1375653407833282,-0.9904926940483126,0.9904926940483126,-0.1375653407833282
66762.87787492268,7.194621177163837,241.96623769359013,-2.7196642495038694,-0.3915361102479415,-0.9123009160662097,-0.4095204982162606,0.4095204982162606,-0.9123009160662097
67167.5691264298,6.827626686779874,242.0482347698946,2.5999254116130404,-0.3939049874209784,-0.856850300548391,0.5155652843246058,-0.5155652843246058,-0.856850300548391
67674.48222571259,6.3957832964380605,242.43931674581788,2.243033244715852,-0.3970920081715268,-0.622737776648538,0.7824306112975009,-0.7824306112975009,-0.622737776648538
68219.53432953794,6.061666423102541,243.00414359190196,1.9982593450551374,-0.40096712471674933,-0.41456343383919614,0.9100204169614882,-0.9100204169614882,-0.41456343383919614
68785.41028413581,5.810870864955069,243.65595782637362,1.8992245163315087,-0.4053404244908041,-0.3225556294587481,0.9465505088843,-0.9465505088843,-0.3225556294587481
