date,phi_deg,theta_deg,quadrupole_power,dipole_magnitude,lambda1,lambda2,lambda3,phi_unwrapped_deg
1990-10-30,145.43300773139725,90.0,0.31538775615545855,0.8551380142949891,0.43935796602254257,-0.10602463268920924,-0.3333333333333333,145.43300773139725
1990-11-29,151.20789167313302,90.0,0.2535637207319353,0.8161434339195839,0.37510976929334106,-0.04177643596000768,-0.3333333333333333,151.20789167313302
1990-12-29,160.31930719623017,90.0,0.2120578812034043,0.7882954449144339,0.31731727990262004,0.016016053430713502,-0.3333333333333333,160.31930719623017
1991-01-28,176.3741921443784,90.0,0.1936384920587055,0.7756896494936573,0.28279552912565836,0.05053780420767512,-0.3333333333333333,176.3741921443784
1991-02-27,195.54328466820752,90.0,0.19960673023653458,0.7802411375911293,0.29500228831916797,0.03833104501416542,-0.3333333333333333,195.54328466820752
1991-03-29,207.7667733960718,90.0,0.2302216209913978,0.8016257650616119,0.344929049581194,-0.011595716247860564,-0.3333333333333333,207.7667733960718
1991-04-28,214.54863101024367,90.0,0.2848492892059088,0.8372460932404596,0.40975371130216565,-0.0764203779688323,-0.3333333333333333,214.54863101024367
1991-05-28,219.07456935479468,90.0,0.3616759933562491,0.8821431129526324,0.4789240338252194,-0.14559070049188613,-0.3333333333333333,219.07456935479468
1991-06-27,222.91041989805825,90.0,0.4554386706382191,0.9284837396961011,0.5466482477805099,-0.21331491444717654,-0.3333333333333333,222.91041989805825
1991-07-27,226.73560751144203,90.0,0.5493857367951971,0.9655669804856458,0.6041132749107645,-0.27077994157743124,-0.3333333333333333,226.73560751144203
1991-08-26,230.32175711849857,90.0,0.6137041895504078,0.9859056498137954,0.6394443749417826,-0.3061110416084492,-0.3333333333333333,230.3217571184986
1991-09-25,232.94143136324374,90.0,0.6420323767882117,0.9936987157730297,0.6541939531448417,-0.32086061981150826,-0.3333333333333333,232.9414313632437
1991-10-25,234.4292399965301,90.0,0.6530338069776798,0.9965553376766761,0.6598031286683185,-0.3264697953349851,-0.3333333333333333,234.4292399965301
1991-11-24,234.91162224990163,90.0,0.656693388073381,0.9974888151292631,0.6616549096617474,-0.3283215763284141,-0.3333333333333333,234.91162224990163
1991-12-24,234.4326644577379,90.0,0.6508921818066784,0.9959939044485544,0.6587162145477778,-0.3253828812144445,-0.3333333333333333,234.43266445773793
1992-01-23,232.99629506960207,90.0,0.6267754428061587,0.9895335244754129,0.6463065191286426,-0.3129731857953092,-0.3333333333333333,232.99629506960207
1992-02-22,230.6863338032447,90.0,0.5758529563707855,0.9746953256500914,0.6189864040782231,-0.2856530707448899,-0.3333333333333333,230.68633380324468
1992-03-23,227.68230841187085,90.0,0.4993430064729296,0.9490982355862644,0.5745124339649574,-0.24117910063162382,-0.3333333333333333,227.68230841187085
1992-04-22,224.1072192772778,90.0,0.41074206124126716,0.9133026137966154,0.5160056099399586,-0.1826722766066252,-0.3333333333333333,224.1072192772778
1992-05-22,219.81291984170375,90.0,0.32742788738814066,0.8711695850254122,0.4501814111875416,-0.11684807785420835,-0.3333333333333333,219.81291984170375
1992-06-21,214.18360145541274,90.0,0.26163497174475236,0.8287906801018483,0.3845752542419223,-0.0512419209085889,-0.3333333333333333,214.18360145541274
1992-07-21,205.84525363562653,90.0,0.21802142741104202,0.7930254964058033,0.3269082978746261,0.006425035458707253,-0.3333333333333333,205.84525363562653
1992-08-20,192.59003050548299,90.0,0.19575442426869333,0.7699597252117533,0.2872646716294907,0.04606866170384265,-0.3333333333333333,192.59003050548299
