theta1,theta2,omega1,omega2,state,impulse
85.79559931192591,-0.29829473722192207,-20.805355901818984,-4.796876208756302,1,0
85.73864932985542,-0.3114962212979637,-20.79685383953074,-4.8470104362457604,1,0
85.68172194661703,-0.32483551989814796,-20.78884391063184,-4.897551803610369,1,0
85.62481582452683,-0.33831375341903347,-20.781318876866862,-4.948504436874167,1,0
85.5679296461277,-0.3519320534333933,-20.774271193711684,-4.999872370201672,1,0
85.51106211504722,-0.3656915624276668,-20.767692996236292,-5.051659537634876,1,0
85.45421195689438,-0.37959343351626734,-20.76157608387075,-5.103869764227838,1,0
85.39737792020055,-0.39363883013048856,-20.755911905003813,-5.156506756827341,1,0
85.34055877740087,-0.4078289256823309,-20.750691541405104,-5.209574094484907,1,0
85.2837533258602,-0.4221649032009055,-20.74590569206157,-5.2630752183009974,1,0
85.22696038894331,-0.43664795494065256,-20.7415446563391,-5.317013420744502,1,0
85.17017881713282,-0.45127928195926015,-20.73759831643656,-5.371391834364005,1,0
85.11340748919554,-0.4660600936640694,-20.734056119728848,-5.426213420078085,1,0
85.05664531339715,-0.4809916073258753,-20.730907060436948,-5.481480954867749,1,0
84.99989122876877,-0.4960750475579379,-20.728139660915986,-5.537197018902049,1,0
84.94314420642431,-0.5113116457592882,-20.725741952523094,-5.59336398211228,1,0
84.88640325093156,-0.5267026395202229,-20.723701455837727,-5.649983990103792,1,0
84.82966740173798,-0.5422492719884671,-20.722005160692788,-5.707058949493387,1,0
84.77293573465126,-0.5579527911943825,-20.72063950535994,-5.7645905125184385,1,0
84.7162073633787,-0.5738144493328527,-20.71959035526561,-5.82258006097409,1,0
84.65948144112481,-0.5898355020005376,-20.71884298164332,-5.881028689602459,1,0
84.60275716224719,-0.6060172073868019,-20.71838203954212,-5.939937188695652,1,0
84.54603376397468,-0.6223608254157089,-20.718191545449372,-5.99930602604887,1,0
84.48931052818587,-0.6388676168381305,-20.718254854880797,-6.059135328303952,1,0
84.4325867832498,-0.6555388422715827,-20.718554639333888,-6.119424861452217,1,0
84.37586190593079,-0.6723757611855758,-20.719072863215843,-6.180174010728763,1,0
84.3191353233554,-0.6893796308313568,-20.71979076030766,-6.241381759697461,1,0
84.26240651504614,-0.7065517051127351,-20.720688809929925,-6.303046668599336,1,0
84.20567501501904,-0.7238932333972671,-20.721746713508765,-6.365166852165544,1,0
84.14894041394548,-0.7414054592655922,-20.72294337065796,-6.427739956523453,1,0
84.09220236138094,-0.7590896191961634,-20.724256855031854,-6.490763135374294,1,0
84.03546056805892,-0.7769469411841372,-20.725664390842212,-6.554233025687751,1,0
83.97871480824833,-0.7949786432930163,-20.72714232932958,-6.6181457226113025,1,0
83.92196492217622,-0.8131859321361501,-20.72866612523103,-6.682496753665163,1,0
83.865210818514,-0.8315700012870759,-20.730210313973657,-6.747281052457197,1,0
83.80845247692517,-0.8501320296170928,-20.73174848894996,-6.812492931629009,1,0
83.75168995067581,-0.8688731795574606,-20.73325327945895,-6.878126055296065,1,0
83.69492336930323,-0.8877945952860653,-20.73469632940214,-6.944173411024678,1,0
