date,mean_direction,direction_std,mean_magnitude,zach_75W_parallel,adhikari_100W_parallel,greenland_45_parallel
1991-11-19,91.68225481399378,57.61281071759495,5.671091430964477,-4.056774977804274,-4.192603137075578,2.6454822027831977
1991-12-19,91.01518650017772,59.01802824634976,5.624184955400989,-4.001769245040089,-4.133915473043604,2.620169353713002
1992-01-18,90.27417039518099,60.39430549085945,5.572985596993187,-3.9471144771622875,-4.0755822546023674,2.5951328191194896
1992-02-17,89.42866886894785,61.71721117186915,5.517853708545455,-3.892980259549068,-4.017796993330335,2.5703785009390727
1992-03-18,88.43159896639878,62.923676385223374,5.459300039114005,-3.8395022616527075,-3.9607186248698447,2.5458874558392828
1992-04-17,87.2578528402413,63.859648115804674,5.398142746718611,-3.7867837175967605,-3.90447293503138,2.521617457749573
1992-05-17,86.0705053926356,64.34770888541526,5.335729171715991,-3.734898430693488,-3.8491553927644384,2.497506518397665
1992-06-16,85.10073205334669,64.49863671745968,5.273545905652495,-3.6838945744923595,-3.794834643049236,2.473477863986825
1992-07-16,84.33962908095361,64.51696132326916,5.2124957781778685,-3.6337984776946697,-3.7415558572848115,2.449445623217927
1992-08-15,83.71165074452352,64.49137362521647,5.1529940780812025,-3.5846176626537756,-3.6893432502098547,2.4253203846022067
1992-09-14,83.16758018771475,64.45204559974444,5.095237302412551,-3.5363426305026975,-3.638201318203885,2.401013840521731
1992-10-14,82.67911323829634,64.41050299314774,5.039313122138502,-3.488947201373628,-3.5881146802539625,2.3764419385826963
1992-11-13,82.22883440225729,64.37196015549542,4.985237725472961,-3.442387573459363,-3.539046755491662,2.3515262760309876
1992-12-13,81.80481672348122,64.33923553347,4.932970368212939,-3.396600576801468,-3.490937808083003,2.3261938240281945
1993-01-12,81.39789053629408,64.31420717148214,4.882421337385828,-3.3515018203108213,-3.4437030881093453,2.300375398598033
1993-02-11,81.00020548208977,64.29847961137419,4.833459069366872,-3.3069845147169006,-3.3972318508017905,2.2740035409065853
1993-03-13,80.6044467913207,64.29378159557372,4.785918762169777,-3.262919696530497,-3.3513879478489885,2.2470105989242666
1993-04-12,80.2034284000245,64.30227079538557,4.7396133922660155,-3.2191583745765397,-3.3060124548762655,2.2193277803980602
1993-05-12,79.78995635829824,64.32679705011415,4.694347195002025,-3.175535807340179,-3.2609284709397612,2.1908857682768366
1993-06-11,79.35693672516766,64.37111076377816,4.649930984676677,-3.1318777554431954,-3.2159478609215655,2.1616171884267494
1993-07-11,78.89772502570122,64.43995418743498,4.606198055701674,-3.0880082037343732,-3.170879374318272,2.131460852780262
1993-08-10,78.40668211223226,64.53893945003014,4.563018866221657,-3.0437577978861685,-3.125537347323714,2.1003673584127385
1993-09-09,77.87981706955571,64.67412438388118,4.52031238364525,-2.998972105446209,-3.079750088859378,2.0683053444941777
1993-10-09,77.31529952905004,64.85127783088166,4.478052131928432,-2.953518824826255,-3.033367094552986,2.0352675494564134
1993-11-08,76.71359351348525,65.0749752531529,4.4362658373462756,-2.9072932312084787,-2.986264424537367,2.001275799122029
1993-12-08,76.0770770792297,65.34780121081,4.395028996598318,-2.8602214267300625,-2.9383478768320552,1.966384191101523
1994-01-07,75.40923741722054,65.66993812896882,4.354454130898957,-2.812261320770733,-2.8895539512412722,1.9306800163715947
1994-02-06,74.71372102394935,66.03925672259822,4.314678213120422,-2.76340163077706,-2.839848953446235,1.8942823233423047
1994-03-08,73.9935395081751,66.45180417578386,4.275850489850134,-2.7136594936660257,-2.789226865596449,1.8573384144932674
1994-04-07,73.25059877287839,66.90246093868421,4.238122032909797,-2.6630774490301428,-2.737706750310802,1.820018885564543
1994-05-07,72.4855555168889,67.38555300984683,4.201637473092647,-2.6117205602362397,-2.6853304279275774,1.7825120046429184
1994-06-06,71.69790773447477,67.8953016253228,4.166528877445609,-2.5596743057472526,-2.632161006374721,1.7450182687654656
1994-07-06,70.8862078826366,68.42608621921016,4.13291159205204,-2.5070436191924395,-2.5782825721424425,1.7077458594179238
