theta1,theta2,state
87.17294371527889,-0.0201034653245766,1
86.84340931288195,359.6038552600752,1
86.52087973749542,359.2217889886555,1
86.20558521454137,358.83373058226465,1
85.89774037031165,358.43973627379495,1
85.59754198436926,358.0398851857854,1
85.30516697803917,357.6342784557051,1
85.02077070061577,357.223037988902,1
84.74448556438819,356.8063048752544,1
84.47642006607029,356.3842375186526,1
84.21665821666605,355.95700953864576,1
83.96525938533397,355.524807510259,1
83.72225854662221,355.0878286108015,1
83.48766690563548,354.6462782415001,1
83.26147286318256,354.2003676873645,1
83.04364327338264,353.7503118714595,1
82.83412493990964,353.2963272505057,1
82.6328462940529,352.8386298883165,1
82.43971919782673,352.3774337328135,1
82.25464081803007,351.9129491119727,1
82.07749552187228,351.4453814545851,1
81.90815675092895,350.97493023356304,1
81.74648883717066,350.50178812289727,1
81.59234873208298,350.0261403543297,1
81.44558762702616,349.54816425629383,1
81.30605244963215,349.06802895554335,1
81.17358722698005,348.5858952209379,1
81.04803431139638,348.1019154288619,1
80.92923546894687,347.6162336304929,1
80.81703283403425,347.12898570240156,1
80.71126973605122,346.6402995635731,1
80.61179140584494,346.1502954437378,1
80.51844557093149,345.6590861897644,1
80.43108294906034,345.16677759871277,1
80.34955764997244,344.673468767897,1
80.2737274951151,344.179252453936,1
80.20345426475504,343.68421543423517,1
80.13860388143873,343.1884388656463,1
80.07904653814474,342.6919986361862,1
80.02465677880335,342.19496570666945,1
79.97531353816058,341.6974064399314,1
79.93090014726498,341.1993829160067,1
79.8913043101757,340.7009532321915,1
79.85641805684402,340.2021717873765,1
79.8261376765161,339.7030895504038,1
79.80036363544775,339.2037543124885,1
79.77900048221512,338.70421092396805,1
79.76195674344713,338.2045015158072,1
79.74914481239712,337.70466570641037,1
79.74048083240787,337.20474079437633,1
79.73588457700423,336.7047619378846,1
79.73527932806721,336.20476232143506,1
79.73859175329888,335.7047733106747,1
79.74575178397568,335.2048245960432,1
79.75669249380455,334.70494432595706,1
79.7713499795394,334.2051592302308,1
79.78966324388072,333.70549473440775,1
79.81157408106715,333.20597506564275,1
79.83702696547016,332.7066233507452,1
79.86596894342193,332.2074617069582,1
79.89834952843728,331.7085113260138,1
79.93412059993337,331.2097925519703,1
79.97323630550343,330.7113249533033,1
80.01565296676155,330.213127389691,1
80.06132898874341,329.7152180739007,1
80.11022477282224,329.2176146291552,1
80.16230263307816,328.72033414232897,1
80.21752671604315,328.22339321329736,1
80.27586292373095,327.7268080007372,1
80.33727883985162,327.2305942646534,1
80.40174365910386,326.73476740588495,1
80.4692281194332,326.2393425028233,1
80.53970443714114,325.74433434555704,1
80.61314624472902,325.2497574676396,1
80.68952853135994,324.75562617566123,1
80.76882758582288,324.2619545767904,1
80.85102094188461,323.768756604437,1
80.93608732591709,323.2760460421772,1
81.02400660669056,322.78383654606785,1
81.11475974722589,322.29214166546706,1
81.20832875860243,321.80097486246916,1
81.30469665562177,321.3103495300521,1
81.40384741423068,320.82027900902705,1
81.50576593061098,320.3307766038727,1
81.61043798184706,319.84185559753035,1
81.71785018808617,319.353529265227,1
81.82798997610988,318.8658108873912,1
81.94084554423875,318.37871376171796,1
82.05640582849648,317.8922512144351,1
82.17466046996228,317.4064366108197,1
82.29559978324463,316.9212833650074,1
82.41921472601234,316.4368049491342,1
82.54549686952228,315.95301490184727,1
82.67443837008616,315.46992683621676,1
82.80603194142194,314.9875544470792,1
82.94027082783812,314.50591151783823,1
83.0771487782024,314.0250119267475,1
83.2166600206482,313.5448696526978,1
83.35879923797607,313.0654987805276,1
83.50356154370864,312.5869135058748,1
83.65094245876088,312.1091281395859,1
83.80093788868939,311.6321571116959,1
83.95354410148677,311.15601497499273,1
84.10875770588939,310.68071640817584,1
84.26657563016889,310.20627621862013,1
84.42699510137975,309.73270934475306,1
84.59001362503726,309.2600308580529,1
84.75562896520206,308.7882559646746,1
84.92383912494935,308.3174000067088,1
85.09464232720237,307.8474784630795,1
85.2680369959118,307.37850695008376,1
85.44402173756413,306.9105012215781,1
