date,theta_deg,theta_wrapped,angle_to_170E,angle_to_31E
1985-01-30,-269.5984981589921,90.40150184100793,10.401501841007908,30.59849815899208
1985-01-31,-269.4660913827432,90.53390861725683,10.53390861725682,30.466091382743176
1985-02-01,-269.3342406830773,90.66575931692267,10.665759316922697,30.334240683077304
1985-02-02,-269.20294573699243,90.79705426300757,10.797054263007562,30.202945736992433
1985-02-03,-269.07220608225776,90.92779391774224,10.927793917742235,30.072206082257757
1985-02-04,-268.9420211239914,91.05797887600858,11.05797887600856,29.942021123991434
1985-02-05,-268.81239014098685,91.18760985901315,11.187609859013136,29.81239014098686
1985-02-06,-268.6833122917994,91.31668770820062,11.316687708200606,29.68331229179939
1985-02-07,-268.5547866205984,91.4452133794016,11.445213379401597,29.5547866205984
1985-02-08,-268.4268120627957,91.5731879372043,11.573187937204295,29.426812062795697
1985-02-09,-268.2993874504537,91.70061254954629,11.700612549546296,29.2993874504537
1985-02-10,-268.1725115174818,91.82748848251822,11.827488482518222,29.172511517481766
1985-02-11,-268.04618290463435,91.95381709536565,11.953817095365642,29.046182904634353
1985-02-12,-267.9204001643097,92.07959983569032,12.079599835690335,28.92040016430966
1985-02-13,-267.79516176515796,92.20483823484204,12.20483823484205,28.795161765157946
1985-02-14,-267.6704660965082,92.32953390349178,12.329533903491798,28.670466096508196
1985-02-15,-267.54631147261773,92.45368852738227,12.453688527382262,28.546311472617734
1985-02-16,-267.42269613675404,92.57730386324596,12.577303863245948,28.42269613675405
1985-02-17,-267.2996182651132,92.70038173488678,12.7003817348868,28.299618265113192
1985-02-18,-267.17707597057574,92.82292402942426,12.822924029424248,28.177075970575746
1985-02-19,-267.05506730631333,92.94493269368667,12.944932693686651,28.055067306313347
1985-02-20,-266.93359026925253,93.06640973074747,13.066409730747447,27.93359026925255
1985-02-21,-266.81264280339565,93.18735719660435,13.187357196604355,27.812642803395644
1985-02-22,-266.69222280300716,93.30777719699284,13.307777196992864,27.69222280300713
1985-02-23,-266.57232811566934,93.42767188433066,13.42767188433066,27.572328115669336
1985-02-24,-266.45295654521254,93.54704345478746,13.54704345478744,27.452956545212555
1985-02-25,-266.3341058545195,93.66589414548048,13.665894145480486,27.334105854519507
1985-02-26,-266.215773768217,93.78422623178301,13.784226231782997,27.215773768217
1985-02-27,-266.0979579752581,93.90204202474189,13.902042024741869,27.09795797525813
1985-02-28,-265.9806561313942,94.0193438686058,14.019343868605805,26.98065613139419
1985-03-01,-265.86386586154333,94.13613413845667,14.136134138456656,26.86386586154334
1985-03-02,-265.74758476206506,94.25241523793494,14.25241523793496,26.74758476206503
1985-03-03,-265.6318104029369,94.36818959706312,14.368189597063118,26.631810402936875
1985-03-04,-265.516540329838,94.483459670162,14.483459670162002,26.51654032983799
1985-03-05,-265.401772066143,94.598227933857,14.598227933857025,26.40177206614297
1985-03-06,-265.2875031148353,94.71249688516468,14.712496885164672,26.287503114835324
1985-03-07,-265.1737309603386,94.82626903966138,14.826269039661408,26.173730960338588
1985-03-08,-265.06045307026966,94.93954692973034,14.939546929730321,26.060453070269674
1985-03-09,-264.9476668971203,95.05233310287969,15.052333102879684,25.947666897120307
1985-03-10,-264.83536987985974,95.16463012014026,15.16463012014027,25.83536987985973
1985-03-11,-264.72355944547047,95.27644055452953,15.27644055452951,25.723559445470485
1985-03-12,-264.61223301042077,95.38776698957923,15.387766989579262,25.612233010420734
1985-03-13,-264.5013879820693,95.49861201793072,15.498612017930725,25.501387982069268
1985-03-14,-264.39102176001205,95.60897823998795,15.608978239987959,25.391021760012034
1985-03-15,-264.28113173737216,95.71886826262784,15.718868262627828,25.28113173737217
1985-03-16,-264.1717153020274,95.8282846979726,15.828284697972608,25.171715302027387
1985-03-17,-264.06276983778645,95.93723016221355,15.937230162213565,25.06276983778643
1985-03-18,-263.9542927255109,96.04570727448908,16.04570727448908,24.954292725510914
1985-03-19,-263.84628134418807,96.15371865581193,16.153718655811932,24.846281344188068
1985-03-20,-263.7387330719595,96.26126692804053,16.261266928040506,24.738733071959487
1985-03-21,-263.63164528710325,96.36835471289675,16.368354712896725,24.63164528710327
1985-03-22,-263.52501536897176,96.47498463102824,16.47498463102823,24.525015368971765
1985-03-23,-263.4188406988856,96.58115930111438,16.581159301114393,24.418840698885607
1985-03-24,-263.31311866098963,96.68688133901037,16.686881339010394,24.3131186609896
1985-03-25,-263.20784664306507,96.79215335693493,16.792153356934957,24.207846643065036
1985-03-26,-263.1030220373079,96.89697796269212,16.89697796269214,24.103022037307856
1985-03-27,-262.99864224107256,97.00135775892744,17.00135775892745,23.99864224107255
1985-03-28,-262.8947046575775,97.1052953424225,17.105295342422504,23.89470465757749
1985-03-29,-262.79120669657766,97.20879330342234,17.208793303422325,23.791206696577667
1985-03-30,-262.68814577500825,97.31185422499175,17.31185422499174,23.688145775008255
1985-03-31,-262.58551931759877,97.41448068240123,17.414480682401248,23.585519317598745
1985-04-01,-262.4833247574544,97.5166752425456,17.516675242545595,23.4833247574544
1985-04-02,-262.38155953661186,97.61844046338814,17.618440463388122,23.381559536611874
1985-04-03,-262.2802211065671,97.71977889343287,17.7197788934329,23.280221106567094
1985-04-04,-262.17930692877496,97.82069307122504,17.82069307122503,23.17930692877496
1985-04-05,-262.07881447512824,97.92118552487176,17.921185524871778,23.07881447512822
1985-04-06,-261.9787412284095,98.02125877159051,18.02125877159051,22.978741228409483
1985-04-07,-261.87908468272184,98.12091531727816,18.120915317278182,22.87908468272181
1985-04-08,-261.7798423439002,98.22015765609979,18.220157656099776,22.779842343900228
1985-04-09,-261.68101172989986,98.31898827010014,18.318988270100153,22.681011729899843
1985-04-10,-261.58259037116403,98.41740962883597,18.417409628835966,22.58259037116403
1985-04-11,-261.48457581097284,98.51542418902716,18.515424189027147,22.484575810972856
1985-04-12,-261.3869656057713,98.61303439422869,18.613034394228702,22.38696560577129
1985-04-13,-261.2897573254817,98.71024267451833,18.710242674518312,22.289757325481677
1985-04-14,-261.1929485537994,98.8070514462006,18.807051446200614,22.19294855379938
1985-04-15,-261.0965368884712,98.90346311152882,18.903463111528815,22.09653688847118
1985-04-16,-261.0005199415575,98.99948005844249,18.9994800584425,22.00051994155749
1985-04-17,-260.9048953396796,99.09510466032037,19.095104660320388,21.904895339679612
1985-04-18,-260.80966072425315,99.19033927574685,19.19033927574685,21.809660724253142
1985-04-19,-260.71481375170856,99.28518624829144,19.285186248291442,21.71481375170855
1985-04-20,-260.620352093693,99.37964790630701,19.37964790630704,21.62035209369296
1985-04-21,-260.52627343726283,99.47372656273717,19.473726562737173,21.526273437262827
1985-04-22,-260.4325754850701,99.56742451492988,19.567424514929886,21.432575485070107
1985-04-23,-260.33925595553,99.66074404447,19.660744044470015,21.33925595552998
1985-04-24,-260.2463125829754,99.7536874170246,19.753687417024622,21.246312582975374
1985-04-25,-260.15374311780613,99.84625688219387,19.846256882193874,21.153743117806126
1985-04-26,-260.06154532662407,99.93845467337593,19.938454673375936,21.06154532662406
1985-04-27,-259.96971699235525,100.03028300764475,20.03028300764475,20.969716992355245
1985-04-28,-259.87825591436314,100.12174408563686,20.121744085636884,20.878255914363116
1985-04-29,-259.7871599085536,100.21284009144642,20.212840091446413,20.787159908553583
1985-04-30,-259.69642680747125,100.30357319252875,20.30357319252873,20.696426807471266
1985-05-01,-259.60605446038943,100.39394553961057,20.393945539610588,20.606054460389405
1985-05-02,-259.51604073339234,100.48395926660766,20.483959266607652,20.51604073339234
1985-05-03,-259.42638350944975,100.57361649055025,20.573616490550243,20.426383509449753
1985-05-04,-259.3370806884793,100.66291931152068,20.662919311520696,20.337080688479297
1985-05-05,-259.2481301874027,100.7518698125973,20.751869812597306,20.248130187402687
1985-05-06,-259.1595299401969,100.84047005980312,20.840470059803156,20.159529940196848
1985-05-07,-259.0712778979333,100.92872210206667,20.928722102066672,20.071277897933328
1985-05-08,-258.9833720288163,101.01662797118371,21.016627971183702,19.983372028816298
1985-05-09,-258.895810318215,101.10418968178499,21.104189681785,19.89581031821499
1985-05-10,-258.80859076868916,101.19140923131084,21.191409231310825,19.808590768689175
1985-05-11,-258.72171140000717,101.27828859999283,21.27828859999283,19.721711400007166
1985-05-12,-258.63517024916007,101.36482975083993,21.364829750839956,19.635170249160044
1985-05-13,-258.5489653703677,101.45103462963232,21.4510346296323,19.548965370367696
1985-05-14,-258.463094835079,101.536905164921,21.536905164920974,19.46309483507902
1985-05-15,-258.37755673197006,101.62244326802994,21.62244326802994,19.377556731970056
1985-05-16,-258.2923491669354,101.70765083306458,21.707650833064587,19.292349166935413
1985-05-17,-258.20747026307515,101.79252973692485,21.792529736924838,19.207470263075155
1985-05-18,-258.122918160681,101.87708183931898,21.877081839318983,19.12291816068101
1985-05-19,-258.03869101721347,101.96130898278653,21.96130898278652,19.038691017213473
1985-05-20,-257.9547870072736,102.04521299272642,22.045212992726402,18.954787007273595
1985-05-21,-257.87120432257416,102.12879567742584,22.128795677425842,18.87120432257415
1985-05-22,-257.78794117190745,102.21205882809255,22.21205882809253,18.787941171907462
1985-05-23,-257.70499578110935,102.29500421889065,22.295004218890654,18.70499578110934
1985-05-24,-257.622366393018,102.37763360698199,22.37763360698197,18.622366393018027
1985-05-25,-257.54005126743107,102.45994873256893,22.45994873256891,18.54005126743109
1985-05-26,-257.4580486810588,102.54195131894119,22.541951318941184,18.45804868105881
1985-05-27,-257.3763569274756,102.62364307252437,22.623643072524395,18.376356927475598
1985-05-28,-257.29497431706784,102.70502568293216,22.70502568293214,18.294974317067854
1985-05-29,-257.213899176977,102.78610082302299,22.786100823023002,18.213899176976998
1985-05-30,-257.13312985104284,102.86687014895716,22.866870148957144,18.133129851042852
1985-05-31,-257.05266469974134,102.94733530025866,22.947335300258654,18.052664699741346
1985-06-01,-256.9725021001189,103.0274978998811,23.027497899881116,17.972502100118877
1985-06-02,-256.89264044572934,103.10735955427066,23.10735955427066,17.892640445729338
1985-06-03,-256.81307814656657,103.18692185343343,23.186921853433418,17.81307814656658
1985-06-04,-256.7338136289897,103.26618637101029,23.26618637101031,17.733813628989687
1985-06-05,-256.65484533565166,103.34515466434834,23.34515466434833,17.654845335651675
1985-06-06,-256.57617172542416,103.42382827457584,23.423828274575822,17.576171725424174
1985-06-07,-256.49779127331755,103.50220872668245,23.502208726682458,17.497791273317535
1985-06-08,-256.419702470402,103.580297529598,23.580297529597985,17.419702470402015
