marker_date,marker_name,n_days,R_mean,R_min,R_max,polar_angular_velocity_mean,polar_angular_velocity_min,polar_angular_velocity_max,torque_sun_mean,torque_sun_min,torque_sun_max,torque_moon_mean,torque_moon_min,torque_moon_max,torque_mercury_mean,torque_mercury_min,torque_mercury_max,torque_venus_mean,torque_venus_min,torque_venus_max,torque_mars_mean,torque_mars_min,torque_mars_max,torque_jupiter_mean,torque_jupiter_min,torque_jupiter_max,torque_saturn_mean,torque_saturn_min,torque_saturn_max,torque_uranus_mean,torque_uranus_min,torque_uranus_max,torque_neptune_mean,torque_neptune_min,torque_neptune_max,torque_pluto_mean,torque_pluto_min,torque_pluto_max,torque_net_mean,torque_net_min,torque_net_max,angvel_sun_mean,angvel_sun_min,angvel_sun_max,angvel_moon_mean,angvel_moon_min,angvel_moon_max,angvel_venus_mean,angvel_venus_min,angvel_venus_max,angvel_mars_mean,angvel_mars_min,angvel_mars_max,sep_venus_mars_mean,sep_venus_mars_min,sep_venus_mars_max,sep_jupiter_saturn_mean,sep_jupiter_saturn_min,sep_jupiter_saturn_max,sep_sun_jupiter_mean,sep_sun_jupiter_min,sep_sun_jupiter_max,sep_sun_saturn_mean,sep_sun_saturn_min,sep_sun_saturn_max,sep_moon_sun_mean,sep_moon_sun_min,sep_moon_sun_max
1987-08-09,⚠️,541,0.31954612926993664,0.19955888346550746,0.44203557373247687,0.0014400561480936642,0.000335846691214921,0.002918227201572902,0.1201587668477219,0.10879830966513618,0.12866537637278844,3.4783517153639787,2.6082779196384416,5.010995001023711,2.4104294041162065e-08,3.254626029149131e-09,8.925284541455611e-08,5.371226551853381e-07,7.019896109464247e-08,8.29448775598027e-06,5.315106612660409e-09,1.284867495855561e-09,2.8286601063286608e-08,1.1948637713734677e-07,5.510876136184004e-09,2.498310984701169e-07,2.1194103190335197e-09,2.5673805012441203e-11,3.468402359024451e-09,2.4470942940567854e-11,2.1085060511091078e-13,3.8834944445779575e-11,4.792058918353224e-12,9.788272660743323e-14,7.687485372097003e-12,6.869438302119619e-16,2.6200146148105115e-16,1.0663927255329726e-15,2.982418930751867,1.3831082371169645,5.017537702325697,0.9914557557288166,0.9529809136081857,1.0196296071419426,13.156760404711024,11.804358931556443,15.322996237007573,1.1043762747556098,0.2118528497783008,1.2459943605116495,0.6631869086739615,0.6355021415029543,0.6993968234354151,73.88050512386594,0.23017738110013397,126.7216107759645,115.77789572205991,91.7448146047359,135.19685468616035,74.91979747349848,0.028604545141718063,179.55466880611687,78.38650328513683,0.10801867604038762,179.77103556486531,91.91065374965318,0.4714398657301899,179.83975364387902
1987-09-19,⚠️,541,0.31894145570261806,0.19955888346550746,0.44203557373247687,0.001467550069465782,0.000335846691214921,0.002918227201572902,0.11896373327798854,0.10879830966513618,0.12866537637278844,3.5026627854564008,2.6082779196384416,5.010995001023711,2.5045752957674596e-08,3.254626029149131e-09,8.738696561232773e-08,5.707069178535949e-07,7.019896109464247e-08,8.122694969864332e-06,6.014738400375308e-09,1.284867495855561e-09,4.16991554747367e-08,1.23380565674357e-07,5.510876136184004e-09,2.498310984701169e-07,2.0947632928388767e-09,2.5673805012441203e-11,3.468402359024451e-09,2.381832118644919e-11,2.1085060511091078e-13,3.863071457752585e-11,4.633438332995747e-12,9.788272660743323e-14,7.687485372097003e-12,6.745759007515964e-16,2.6200146148105115e-16,1.0663927255329726e-15,2.9649185550855734,1.3831082371169645,5.033155270723745,0.9874877078494064,0.9529809136081857,1.0196296071419426,13.196842113928408,11.804358931556443,15.322996237007573,1.101003280216961,0.11686609240875646,1.2459943605116495,0.6594882733008511,0.5892653730120956,0.6993968234354151,73.83240355949778,0.23017738110013397,126.7216107759645,119.18071141501323,91.82363882610258,143.01581821788466,69.02732423337011,0.028604545141718063,179.55466880611687,89.34805626027395,0.10801867604038762,179.77103556486531,89.79942333488569,0.4714398657301899,179.83975364387902
1988-02-14,⚠️,541,0.3023261303823232,0.12918562019435445,0.44203557373247687,0.001836311198917332,0.00046073962278058935,0.0037574093468771804,0.11678599336704201,0.10879830966513618,0.128599328262027,3.481259441378365,2.6082779196384416,4.978073535956715,2.5344855558079466e-08,5.299928812116844e-10,8.738696561232773e-08,7.386643112337199e-07,7.019896109464247e-08,8.122694969864332e-06,2.5960470751087957e-08,1.284867495855561e-09,1.8932639312449148e-07,1.1585347259194952e-07,2.627575558337941e-09,2.498310984701169e-07,2.1072220022554902e-09,2.5673805012441203e-11,3.468402359024451e-09,2.34827200099405e-11,2.1085060511091078e-13,3.8336586668376973e-11,4.53850738835659e-12,1.092530113899654e-13,7.687485372097003e-12,6.932349992051947e-16,2.6200146148105115e-16,1.069604904304847e-15,3.0547391900689576,1.3831082371169645,5.033155270723745,0.980230230140766,0.9529809136081857,1.018980602126138,13.160549524035535,11.809789033846718,15.281041036053407,1.0299626867849292,0.07793546020180499,1.2459943605116495,0.5477452838345078,0.012555359935628922,0.6756231117392354,79.14364535441884,0.23017738110013397,179.86517559830162,133.73486526716064,114.26727948814158,159.85452429428068,86.15388320533573,0.09174636283330528,179.55466880611687,96.38367267673033,0.10801867604038762,179.77103556486531,88.19966529007702,0.9625397308565766,179.83975364387902
1988-05-23,⚠️,541,0.3245370754270218,0.12918562019435445,0.44203557373247687,0.0021702868850584163,0.0007030689866577994,0.0037574093468771804,0.11998013383722764,0.10880250451188393,0.12865211508990074,3.4998221883741225,2.6144429693061753,4.978073535956715,2.3880293215638224e-08,5.299928812116844e-10,8.81793068500402e-08,7.445887108818821e-07,7.048409294606719e-08,8.122694969864332e-06,3.009239473220854e-08,1.2858892375899494e-09,1.8932639312449148e-07,1.2154201080438532e-07,2.627575558337941e-09,2.498310984701169e-07,2.2292966693550874e-09,2.5673805012441203e-11,3.44730916806164e-09,2.5016549307247588e-11,2.1085060511091078e-13,3.8336586668376973e-11,4.808267453353333e-12,1.092530113899654e-13,7.69816868982072e-12,7.320438912551009e-16,2.547693833211214e-16,1.069604904304847e-15,3.2083239700617203,1.4217870059700535,5.033155270723745,0.9908676948571085,0.9529918478617185,1.0195633111980407,13.194854744635554,11.812325563089027,15.281041036053407,1.0337947146298985,0.07793546020180499,1.2526412962074696,0.5155878316512088,0.012555359935628922,0.6756231117392354,96.94658398874635,1.5776994763855328,179.86517559830162,136.1206916163824,114.26727948814158,159.85452429428068,96.80244746924078,0.09174636283330528,179.8532614069805,73.69382376147298,0.10801867604038762,179.60495825694102,89.82902484589202,0.9625397308565766,179.83975364387902
1988-06-08,⚠️,541,0.3298673102464553,0.12918562019435445,0.457535800960974,0.0022356967070503455,0.0007984441120078391,0.003800842011975771,0.12030759899774292,0.10880250451188393,0.12865211508990074,3.4724848684630762,2.6144429693061753,4.978073535956715,2.4055708037952933e-08,5.299928812116844e-10,8.81793068500402e-08,7.447547030325009e-07,7.225788124480871e-08,8.122694969864332e-06,3.025697034767898e-08,1.3064597351885608e-09,1.8932639312449148e-07,1.2222685896423442e-07,2.627575558337941e-09,2.498310984701169e-07,2.27489216766007e-09,2.5673805012441203e-11,3.44730916806164e-09,2.5642736024977013e-11,2.873149070113594e-13,3.8336586668376973e-11,4.9117072365643516e-12,1.092530113899654e-13,7.69816868982072e-12,7.193269170290149e-16,2.547693833211214e-16,1.069604904304847e-15,3.2368560768275088,1.7280503776099108,5.033155270723745,0.9919568845974452,0.9529918478617185,1.0195633111980407,13.153315165714426,11.812325563089027,15.281041036053407,1.0340536015902888,0.07793546020180499,1.2526412962074696,0.5144984991726116,0.012555359935628922,0.6756231117392354,99.26165522937755,11.240735582209936,179.86517559830162,136.18650137317886,114.26727948814158,159.85452429428068,95.33179959016447,0.09174636283330528,179.8532614069805,72.54514621926675,0.10801867604038762,179.60495825694102,90.06152331357555,0.9625397308565766,179.83975364387902
1988-07-04,⚠️,541,0.3385625948225349,0.12918562019435445,0.4812917296952027,0.002317227515238555,0.0007984441120078391,0.003800842011975771,0.12052545906484759,0.10880250451188393,0.12865211508990074,3.473485814041016,2.6144429693061753,4.978073535956715,2.3987420137370238e-08,5.299928812116844e-10,8.81793068500402e-08,7.446403580371545e-07,7.118749341644804e-08,8.122694969864332e-06,3.0424993162568026e-08,1.4022714383750099e-09,1.8932639312449148e-07,1.1893493758725383e-07,2.627575558337941e-09,2.498310984701169e-07,2.274417018758387e-09,2.5673805012441203e-11,3.44730916806164e-09,2.5613578595868996e-11,2.873149070113594e-13,3.8336586668376973e-11,5.0117956393236736e-12,1.092530113899654e-13,7.69816868982072e-12,7.016477280444068e-16,2.547693833211214e-16,1.069604904304847e-15,3.2191166927844694,1.7280503776099108,5.033155270723745,0.9926785770642956,0.9529918478617185,1.0195633111980407,13.15317150573893,11.812325563089027,15.281041036053407,1.0340908006556804,0.07793546020180499,1.2526412962074696,0.5130885710232007,0.012555359935628922,0.6756231117392354,101.76676646199223,26.951426235503078,179.86517559830162,136.48826167635826,114.26727948814158,159.85452429428068,91.00899664093477,0.09174636283330528,179.8532614069805,72.55909906238581,0.10801867604038762,179.60495825694102,91.10854712200809,0.9625397308565766,179.83975364387902
1988-08-15,⚠️ Tango Sequence,541,0.3503670692175926,0.12918562019435445,0.4903461736630561,0.0024225287989232884,0.0007984441120078391,0.003800842011975771,0.12000671573302778,0.10880250451188393,0.12865211508990074,3.5048446993152464,2.6144429693061753,4.978073535956715,2.3349985065195e-08,5.299928812116844e-10,8.81793068500402e-08,7.433442114702e-07,7.082006422397766e-08,8.122694969864332e-06,3.054029170905012e-08,1.7716021838426609e-09,1.8932639312449148e-07,1.1112036679958676e-07,2.627575558337941e-09,2.3797666135429562e-07,2.1200529777093226e-09,8.57855874683345e-12,3.44730916806164e-09,2.406619517606996e-11,2.873149070113594e-13,3.8336586668376973e-11,4.772885543582584e-12,8.247349542064937e-14,7.69816868982072e-12,6.858703537038104e-16,2.547693833211214e-16,1.069604904304847e-15,3.07483497877541,1.6729701705549802,5.033155270723745,0.9909582785188809,0.9529918478617185,1.0195633111980407,13.19752024031606,11.812325563089027,15.281041036053407,1.0333772225296003,0.07793546020180499,1.2526412962074696,0.5107942181728401,0.012555359935628922,0.6756231117392354,102.57458298587545,37.02541994030287,179.86517559830162,137.93464263144926,114.26727948814158,159.85452429428068,80.97195278588059,0.09174636283330528,179.8532614069805,77.5122543378946,0.10801867604038762,179.60495825694102,89.96501522715712,0.9625397308565766,179.83975364387902
1989-01-27,⚠️,541,0.3292539535395452,0.11313432067237598,0.4903461736630561,0.002856733625058683,0.0015646827154410438,0.004501815855851952,0.11645720661508462,0.10880250451188393,0.12865211508990074,3.5024652149089,2.6069764469680576,5.003267819402561,2.5553259953566353e-08,5.299928812116844e-10,8.81793068500402e-08,6.742658334432612e-07,7.082006422397766e-08,8.122694969864332e-06,2.9215974949460327e-08,1.3363945541832116e-09,1.8932639312449148e-07,1.1098925152176757e-07,2.627575558337941e-09,2.3797666135429562e-07,2.095688709604595e-09,8.57855874683345e-12,3.4565816555661986e-09,2.298732062677031e-11,1.0229259997022162e-13,3.779744567235117e-11,4.5007743467595516e-12,8.247349542064937e-14,7.69816868982072e-12,6.865774937342739e-16,2.547693833211214e-16,1.069604904304847e-15,3.023980727812415,1.3887045969118004,5.033155270723745,0.9791272805836336,0.9529918478617185,1.0195633111980407,13.196797633172705,11.80590960364883,15.312296258851235,1.0535386742591641,0.07793546020180499,1.2526412962074696,0.5005639665165944,0.012555359935628922,0.6634178451041759,80.93961606886185,0.16299591222889376,179.86517559830162,153.27282745642796,130.2481454666646,179.95565294181318,74.00841218287596,0.09174636283330528,179.8532614069805,101.19511547111614,0.44820678678678405,179.60495825694102,89.95515487304294,0.9625397308565766,179.83975364387902
1989-05-12,⚠️,541,0.30209546811645643,0.07548043371629498,0.4903461736630561,0.0031659275653407016,0.001821444756230626,0.004501815855851952,0.11967550351234581,0.10887255210547156,0.12865211508990074,3.4956599286929078,2.6069764469680576,5.003267819402561,2.4009878465288332e-08,5.299928812116844e-10,8.935065251563422e-08,7.882268273836851e-07,7.082006422397766e-08,9.884370844382467e-06,2.0254328949894176e-08,1.3363945541832116e-09,1.8932639312449148e-07,1.1329964980894091e-07,1.5833515173224274e-09,2.3797666135429562e-07,2.1346297984360315e-09,8.57855874683345e-12,3.4565816555661986e-09,2.4089402718842814e-11,1.0229259997022162e-13,3.779744567235117e-11,4.742602386396151e-12,8.247349542064937e-14,7.707714863234164e-12,7.391770190108679e-16,2.547693833211214e-16,1.070227119131834e-15,3.092647814938374,1.3887045969118004,5.414198695746703,0.9898555884679328,0.953535800130391,1.0195633111980407,13.184285769211083,11.805818084293692,15.312296258851235,1.0882465638785224,0.10499773540990176,1.2526412962074696,0.5353228804355926,0.012555359935628922,0.7238961967358599,72.5993560346275,0.16299591222889376,179.86517559830162,158.64912681216242,136.67281803016033,179.9612586269959,95.59131873264738,0.2765437228150631,179.8532614069805,76.8895264828041,0.11126821465734338,179.53459225146543,89.0111758786804,1.008843247197575,178.82940673133453
1989-07-31,⚠️,541,0.3461886525930777,0.07548043371629498,0.5455140937446071,0.003295357402320698,0.0018569956919712867,0.004601759011508503,0.1203125155616732,0.10887255210547156,0.12865211508990074,3.48795707784974,2.6069764469680576,5.003267819402561,2.29708760871768e-08,3.233522891567687e-09,8.935065251563422e-08,8.980564219091104e-07,7.082006422397766e-08,9.884370844382467e-06,7.160703267207149e-09,1.3363945541832116e-09,4.1855104961370444e-08,1.1082271871427798e-07,1.5833515173224274e-09,2.3797666135429562e-07,2.2370290597710083e-09,8.57855874683345e-12,3.4565816555661986e-09,2.4365939941116054e-11,1.0229259997022162e-13,3.779744567235117e-11,4.8822151289509e-12,8.247349542064937e-14,7.707714863234164e-12,6.901183564155222e-16,2.4703316212153335e-16,1.070227119131834e-15,3.012437927200726,1.3887045969118004,5.414198695746703,0.9919764726801091,0.953535800130391,1.0195633111980407,13.175475654442051,11.805818084293692,15.312296258851235,1.0411124649066472,0.05866105985357452,1.2526412962074696,0.6194172505238028,0.10123291107520549,0.7479206392246699,54.49962957783476,0.16299591222889376,175.23294624478848,158.74643320122217,136.67281803016033,179.9612586269959,92.53177218420518,0.2765437228150631,179.8532614069805,73.67672155720287,0.11126821465734338,179.53459225146543,89.37049036350595,1.0090915206074271,178.82940673133453
1990-01-16,⚠️,541,0.3882509351788223,0.07548043371629498,0.5777980973765836,0.0035904083046849208,0.0018569956919712867,0.004897182251050087,0.11633654293792083,0.10882472564420154,0.12863897563136856,3.4973742643664294,2.6069764469680576,5.003267819402561,2.584821315680214e-08,3.233522891567687e-09,8.935065251563422e-08,9.142431113250475e-07,7.112152538159634e-08,9.884370844382467e-06,8.094109798297485e-09,1.3363945541832116e-09,3.395706749409299e-08,1.0486136886383348e-07,1.5833515173224274e-09,2.1542622506426916e-07,2.065902085136718e-09,8.57855874683345e-12,3.4936021745598033e-09,2.2448088705620824e-11,1.0229259997022162e-13,3.731520587707627e-11,4.4689542751011066e-12,9.187741611887847e-14,7.707714863234164e-12,6.820135109242743e-16,2.4703316212153335e-16,1.070227119131834e-15,2.8942463151439974,1.3887045969118004,5.414198695746703,0.9787241956045049,0.9530725557359055,1.0194873168222072,13.190443436859418,11.805818084293692,15.312296258851235,1.0268159680091686,0.05866105985357452,1.2501935839263798,0.6460760037914292,0.11630736104720191,0.7479206392246699,39.68707381966313,0.16299591222889376,120.22198153378542,167.1228572029702,143.488374252187,179.9612586269959,67.76700228512809,0.16795892940018575,179.53143892747966,102.85741043004222,0.11126821465734338,179.73142649642546,90.8594291984025,0.38251775583353265,179.341107013978
1993-11-14,🐧 Cha-Cha I,541,0.32996415365685516,0.16763624926608206,0.4820407009008679,0.00207675056074997,0.0008733349872757934,0.003464753382277004,0.1170282342717739,0.10880891892580002,0.1286088100797172,3.4802280603624323,2.60702527720806,5.006895542087153,2.631833946550532e-08,3.951222480936503e-09,8.845261683211432e-08,7.271051377848784e-07,7.362083633896066e-08,8.28870678659523e-06,3.310280882460207e-09,1.8665076557191976e-09,9.190323953330183e-09,8.564463182370157e-08,3.180155057307743e-09,1.6893924871592334e-07,2.2901981314629963e-09,5.727360818218774e-11,3.802176332483019e-09,2.1783168016416573e-11,3.5236464628095425e-13,3.5425410398345924e-11,4.585475653944283e-12,4.999844889408924e-14,7.741622393100986e-12,6.449283195362042e-16,2.077739368056717e-16,1.0571763189511722e-15,2.787253088902658,1.7654343639710008,3.60493580108848,0.9810425132952808,0.952996807390578,1.019329177444104,13.161461719887294,11.800556114191187,15.316348578886641,1.0531806072286414,0.13739343023917794,1.2590825121834066,0.643060066550039,0.033170497175028194,0.786462135951569,62.94618533166226,0.10294231984437374,117.02449091016138,125.274778857635,106.66309487378575,145.5250990051657,97.48688611386315,0.3318655155200645,179.5921100649624,84.96463121267641,0.2564903015496611,179.95715067401989,88.15309201636262,0.08582884572922467,179.87485386870378
1999-12-06,🐧 Penguin Dance,541,0.3306509845973344,0.24035267015367232,0.38425845258757807,0.0009702249922196002,2.1999999999994246e-05,0.002948590341163044,0.1165426718950919,0.10881666517291358,0.1286562907463398,3.5045353226522216,2.6108731340875613,4.99218579862716,2.634188282592182e-08,3.5810049562665303e-09,8.909847345161161e-08,7.709579242568152e-07,6.903602085613915e-08,7.649690613307165e-06,1.1736530276446517e-08,7.659161052300501e-10,7.487543255826444e-08,1.211601531979827e-07,5.105094476112564e-09,2.493323176776047e-07,3.1671320165278448e-09,1.9051735125551662e-10,5.01685044165997e-09,2.051751344549413e-11,3.8442473752402903e-13,3.3308160279133536e-11,4.606038100212362e-12,8.893583108884626e-15,7.791954468792802e-12,5.95030779229162e-16,1.368436216426096e-16,9.926619396842137e-16,3.0641585503563116,2.207845549084144,4.383417486595123,0.9794183164952187,0.9530912918772855,1.0195772154663991,13.196317853768617,11.804809105814025,15.29821948215215,1.032550474374019,0.15115146905351706,1.2362470568639037,0.5808475512824459,0.00856453515859586,0.7756166967119181,74.6898125092933,0.10611268451987144,179.8961784331409,11.743953657208277,0.03548941935179073,25.057624826183428,70.86960832865708,0.12585016859867437,179.76742721740538,71.81081462631512,0.14832931497517166,179.54259765563432,89.99648051365952,0.6642521728288386,179.8958644486966
2000-05-10,🧭,541,0.3431700108056072,0.24054974755754788,0.45100110627802237,0.0011952062284588632,2.1999999999994246e-05,0.0030315938052450225,0.11962049969898524,0.1088503409650838,0.1286562907463398,3.4746362509715016,2.6108731340875613,4.99218579862716,2.282566051745917e-08,3.5810049562665303e-09,8.909847345161161e-08,6.179387957240681e-07,6.903602085613915e-08,7.649690613307165e-06,4.321720907791175e-09,1.398275603149478e-09,1.6985157714847053e-08,1.1924657488152765e-07,2.4262675748820455e-09,2.493323176776047e-07,2.96064055155211e-09,1.6195485388582492e-10,5.199510613263172e-09,2.066480893808225e-11,3.8442473752402903e-13,3.3308160279133536e-11,4.717258629616732e-12,5.151329775684503e-14,7.806160487476318e-12,6.538029679528726e-16,1.368436216426096e-16,9.926619396842137e-16,3.00040079637621,1.6872487444533857,4.383417486595123,0.9896724841997094,0.9533472748622659,1.0195772154663991,13.154382435059507,11.804809105814025,15.29821948215215,1.1036226060396663,0.15115146905351706,1.2362470568639037,0.6773284737757196,0.5437502591339134,0.7756166967119181,68.69135913458234,0.10611268451987144,126.81984637666119,9.443711321099608,0.03548941935179073,16.160756414058312,97.3101392138325,0.12585016859867437,179.89426618016068,100.72829660347364,0.14832931497517166,179.54259765563432,89.15543275091775,0.38911827793359066,179.8958644486966
2005-12-14,⭐ Loop 2005,541,0.3648750375522403,0.22516226235317496,0.43032441328025994,0.0011898218578328434,7.736924453554174e-05,0.0028828877883122473,0.11641530086606566,0.10881968066089186,0.12865002459297015,3.4915143223833867,2.6075503762005687,4.990623829046488,2.638018222675178e-08,1.8018857626059347e-09,8.985424264730097e-08,9.167070168713708e-07,7.102928492465101e-08,1.0058762820101566e-05,2.2075087358681245e-08,1.4288650358664779e-09,1.382114141071404e-07,8.479135037324525e-08,2.795502462683038e-09,1.7004760032586614e-07,3.1766980365025682e-09,4.24615049826267e-11,5.247952966221311e-09,1.99265957735706e-11,4.3938403425423153e-13,3.216042903688914e-11,4.650955508262433e-12,2.3605805183634365e-14,7.84471576956274e-12,5.218247683754444e-16,6.611915407754038e-17,8.889573153310457e-16,2.9112312947265315,2.080667594181281,4.650904559040871,0.9789860345646851,0.953067775958349,1.0195780438078688,13.180299358612036,11.811030246491828,15.298226037835112,1.025955277021163,0.038249005892333904,1.244791033378938,0.5063091900619399,0.030563159093158057,0.7260279565656668,104.13233262338423,26.550130356906152,179.87059958710978,85.99042989132424,71.26232475313137,103.90637737313608,93.74253428293551,0.35971297295068894,179.60537957654765,73.21111418205157,0.24034663882980567,179.94531634877018,90.48182070479437,0.304598956814516,179.81447714573437
2006-05-24,🧭,541,0.3550829540088617,0.2545794542299123,0.4302160745788098,0.0011537131403761424,7.736924453554174e-05,0.0030587450040825636,0.1199904740041626,0.10881968066089186,0.12865002459297015,3.4762554834882096,2.612666505178256,4.990623829046488,2.2837303736484356e-08,1.8018857626059347e-09,8.985424264730097e-08,9.111457933765809e-07,7.279478718519195e-08,1.0058762820101566e-05,1.6192912330201686e-08,1.4262957127737302e-09,1.382114141071404e-07,8.793180679482746e-08,2.795502462683038e-09,1.7004760032586614e-07,3.0637299977009418e-09,4.24615049826267e-11,5.247952966221311e-09,2.008343203175222e-11,4.3938403425423153e-13,3.216042903688914e-11,4.760460752705505e-12,2.3605805183634365e-14,7.851113011720684e-12,5.728373149277417e-16,6.611915407754038e-17,8.889573153310457e-16,2.8989050311877165,1.8180353775843607,4.650904559040871,0.9909046604255735,0.953067775958349,1.0195780438078688,13.158883333878428,11.813481705308936,15.298226037835112,1.0350693705349714,0.038249005892333904,1.2562079623528566,0.5179323113058194,0.030563159093158057,0.7532569554999332,82.71108842811196,0.14866608064244247,179.87059958710978,92.5821070199415,72.33587916410855,115.46490221351735,69.52318606007393,0.024451451843930272,179.57064213789474,90.615179705017,0.41138942355360086,179.94531634877018,88.99659646568477,0.304598956814516,179.81447714573437
2012-07-04,🧭,541,0.34711769448979046,0.25830966945122286,0.4259130312082503,0.0015409953384125403,0.00022073060503696618,0.0026744487282429046,0.12052276192625762,0.10880266865966284,0.12861650754986367,3.4814589499380033,2.613780745945123,4.98470377701214,2.4340611712451358e-08,4.5980677711924106e-10,9.046619936021528e-08,7.470809599976983e-07,7.116839821409452e-08,8.209886335923234e-06,8.299427873721682e-09,1.8385349108073157e-09,4.998321202167877e-08,1.1858255614819755e-07,2.086644194560737e-09,2.488654634602127e-07,2.3596129678029765e-09,1.6340119721797022e-10,3.973464432037872e-09,2.0211040588937616e-11,4.1441079005319116e-13,3.2059897163186885e-11,4.8994318618577e-12,3.8144050604652176e-14,7.892939520495565e-12,4.96443147343443e-16,1.032015703455475e-17,7.71189035843262e-16,2.8031416072259328,2.081930490798142,4.04880370249732,0.9926693087342067,0.9529648334280106,1.0193676315611555,13.164638833763503,11.81357869777274,15.289204168386343,1.0340335995782755,0.09489203378903802,1.2539498726832528,0.5236945002015307,0.028994631534258953,0.7903526653649897,89.45504560575864,3.44260284466759,179.98289341536218,153.68962666021864,131.64825255554766,178.03671417682148,92.89707121172634,0.32214898811184867,179.91972465833987,81.57650051061717,0.1006847196850913,179.75531411376105,91.6189051639297,0.09775426826558942,179.05091669583805
2019-05-22,🧭,541,0.3644011470777383,0.2827496247778235,0.45113240344936434,0.0015531447245243901,0.00035313595115762204,0.0027621515164813096,0.1199314958855766,0.1088433578830566,0.1286728069579201,3.495966065807391,2.612522494733444,4.989525496248456,2.2869398847029863e-08,1.2295796426522166e-09,9.02836627320108e-08,8.310084606283399e-07,6.988101933003524e-08,9.266402211688067e-06,1.2623284365284417e-08,1.286574951613433e-09,7.627949012178216e-08,9.543748746382337e-08,1.009910578506578e-09,1.859314347804371e-07,2.1353802076709618e-09,2.6730752640880987e-11,3.4330096384207757e-09,2.0634128402423968e-11,2.1694772390451403e-13,3.315083049404661e-11,4.7928666558431926e-12,9.91185328906034e-14,7.929017638850334e-12,3.869508658371469e-16,2.6651221674642495e-17,6.364978459141687e-16,2.576797285946412,1.93620341135419,3.558761705254512,0.9907004906996412,0.9533016774373869,1.0196433869184822,13.188627028172046,11.803668130227125,15.295217959844999,1.0501202640529734,0.06361160222753598,1.2436277916995273,0.6137534518447982,0.05112469990851154,0.687551978388416,72.12298725446611,0.173825087689238,130.80659471883527,27.655106846414053,9.895172762762002,46.4087288354541,70.10418839263974,0.1832858201688623,179.61447250821493,76.369091994902,0.21877734901818258,179.70554269795736,90.9216247605148,0.6224358691167708,178.99757190515845
2020-05-22,🐧 Cha-Cha II,541,0.3703362114173336,0.2908050577414361,0.4627456179911378,0.001558033321498448,0.0002916727618410888,0.0027964042983803284,0.11995029060358796,0.10879392579844155,0.12865381098935563,3.501019623576027,2.6072046659157735,4.989835715503095,2.3881085153097405e-08,2.1402462873542216e-09,8.908004568064655e-08,7.481716761820562e-07,7.083101825300686e-08,8.219986169119151e-06,2.737496750046038e-08,1.286574951613433e-09,1.7427121176492955e-07,1.0304695667684984e-07,9.36078783675159e-10,2.0833550904079955e-07,2.131126990080168e-09,3.553969556680544e-11,3.4907726329580147e-09,2.0761405418391354e-11,3.3373530312793195e-13,3.3436132147079e-11,4.795562526136025e-12,1.142068400356875e-13,7.926862483942114e-12,3.7558694789715844e-16,2.0025653792035534e-17,6.182473814807888e-16,2.6761762796585127,1.890383663858732,3.8974306916268944,0.9907702430620173,0.9529470428812623,1.0194604921474877,13.193484603142474,11.803668130227125,15.296579076788834,1.0336250631588253,0.08732895884370763,1.2544079574461768,0.5233654410941241,0.007841424675178605,0.6952482575029316,91.56158180485797,0.7763936902347268,179.57990675950384,10.166068453714233,0.026387685236443303,29.520537263623794,73.76305934380545,0.05376398321675424,179.64024662834237,78.34180966213232,0.11304266310878575,179.93406285461077,89.60674209515868,1.0980525091500795,178.67023997923906
2025-05-02,🧭,541,0.4063121018537339,0.3219509908045012,0.5053891712858517,0.0015496439265858303,0.00021162466774933645,0.003152325490808321,0.11935337481076201,0.10884724451027013,0.12864941098249402,3.4839362885063045,2.606919326465076,4.994944896876041,2.402089983168824e-08,9.608952629061738e-10,9.056225242312523e-08,8.314262405082527e-07,7.378000117092128e-08,8.33238095213533e-06,9.1441440684255e-09,1.9738682987638578e-09,5.8279774030296844e-08,1.0733195838411354e-07,1.178498818858679e-09,2.2849362290357469e-07,2.539327839642209e-09,1.2154942508254245e-10,4.264056325726317e-09,2.1805508974515272e-11,1.0993375312913472e-13,3.517460854267646e-11,4.761547823474993e-12,1.4641426743887268e-13,7.946449390817607e-12,3.2110155876650948e-16,3.1880000016878907e-18,5.354620304332636e-16,2.6532038693164335,1.6456733436365967,4.657647993016501,0.9887873875270543,0.95318322509354,1.019569339872032,13.16439058923148,11.80447730562485,15.3020399729324,1.0361460188768918,0.16717135187189008,1.2594229457644786,0.5033173512430408,0.029920427274539352,0.7806770801927494,92.22191914069994,0.05522202115332675,179.45460301025878,97.57744877915653,81.23373806286207,119.83689188700953,92.00890232903014,0.2635759515998757,179.8543963710742,97.89928754545271,0.38177388306155535,179.7998826225853,88.39203232307119,0.4237556657511732,179.83239509336465
