t,sep_venus_mars,signed_sep_venus_mars,sep_venus_jupiter,signed_sep_venus_jupiter,sep_venus_saturn,signed_sep_venus_saturn,sep_mars_jupiter,signed_sep_mars_jupiter,sep_mars_saturn,signed_sep_mars_saturn,sep_jupiter_saturn,signed_sep_jupiter_saturn,sep_sun_jupiter,signed_sep_sun_jupiter,sep_sun_saturn,signed_sep_sun_saturn,sep_moon_sun,signed_sep_moon_sun,sep_moon_venus,signed_sep_moon_venus,sep_moon_mars,signed_sep_moon_mars
1999-10-09,113.26633011032021,-113.26633011032021,119.09109439396866,119.09109439396866,105.13124954601295,105.13124954601295,127.64257549571113,-127.64257549571113,141.60242034366684,-141.60242034366684,13.959844847955708,-13.959844847955708,163.37668553864478,163.37668553864478,149.41684069068907,149.41684069068907,5.616422049267442,-5.616422049267442,38.66916909540868,38.66916909540868,74.59716101491153,-74.59716101491153
1999-10-10,113.21000923602514,-113.21000923602514,119.98152906936161,119.98152906936161,105.95999437772343,105.95999437772343,126.80846169461324,-126.80846169461324,140.82999638625142,-140.82999638625142,14.02153469163818,-14.02153469163818,164.49022036494114,164.49022036494114,150.46868567330296,150.46868567330296,5.9795715756059735,5.9795715756059735,50.4882628711855,50.4882628711855,62.721746364839646,-62.721746364839646
1999-10-11,113.14025301196523,-113.14025301196523,120.88855115077223,120.88855115077223,106.80508738985588,106.80508738985588,125.97119583726254,-125.97119583726254,140.0546595981789,-140.0546595981789,14.083463760916345,-14.083463760916345,165.60569376593844,165.60569376593844,151.52223000502204,151.52223000502204,17.380075757933753,17.380075757933753,62.097218373099935,62.097218373099935,51.043034638865294,-51.043034638865294
1999-10-12,113.0575864446364,-113.0575864446364,121.81150355486227,121.81150355486227,107.66593498845202,107.66593498845202,125.13091000050133,-125.13091000050133,139.27647856691158,-139.27647856691158,14.145568566410248,-14.145568566410248,166.72299219126182,166.72299219126182,152.57742362485158,152.57742362485158,28.593257546508397,28.593257546508397,73.50474618290792,73.50474618290792,39.55284026172848,-39.55284026172848
1999-10-13,112.9625057482175,-112.9625057482175,122.74975573522698,122.74975573522698,108.54197066163954,108.54197066163954,124.28773851655552,-124.28773851655552,138.49552359014297,-138.49552359014297,14.207785073587445,-14.207785073587445,167.84200206129344,167.84200206129344,153.63421698770594,153.63421698770594,39.64022439637412,39.64022439637412,84.73247072244055,84.73247072244055,28.230035025776942,-28.230035025776942
1999-10-14,112.85548025599593,-112.85548025599593,123.70270241295168,123.70270241295168,109.43265355733337,109.43265355733337,123.44181733105239,-123.44181733105239,137.7118661866707,-137.7118661866707,14.270048855618313,-14.270048855618313,168.96261022107933,168.96261022107933,154.69256136546107,154.69256136546107,50.55730384503801,50.55730384503801,95.81721165316571,95.81721165316571,17.038268602830243,-17.038268602830243
1999-10-15,112.73695426212265,-112.73695426212265,124.66976224602115,124.66976224602115,110.33746702182901,110.33746702182901,122.5932834918562,-122.5932834918562,136.92557871604834,-136.92557871604834,14.332295224192137,-14.332295224192137,170.08470423134258,170.08470423134258,155.7524090071505,155.7524090071505,61.39650421713404,61.39650421713404,106.8114462024555,106.8114462024555,5.925508059667152,-5.925508059667152
1999-10-16,112.6073486650564,-112.6073486650564,125.65037657673645,125.65037657673645,111.25591722936838,111.25591722936838,121.74227475820715,-121.74227475820715,136.13673410557521,-136.13673410557521,14.39445934736807,-14.39445934736807,171.2081725690848,171.2081725690848,156.81371322171674,156.81371322171674,72.22438775604437,72.22438775604437,117.78218374839275,117.78218374839275,5.1748350833363475,5.1748350833363475
1999-10-17,112.46706234771688,-112.46706234771688,126.64400835866746,126.64400835866746,112.18753199365722,112.18753199365722,120.88892929361566,-120.88892929361566,135.3454056586259,-135.3454056586259,14.456476365010246,-14.456476365010246,172.3329048214286,172.3329048214286,157.87642845641835,157.87642845641835,83.11964106378218,83.11964106378218,128.80853752654332,128.80853752654332,16.341475178826443,16.341475178826443
1999-10-18,112.31647329571939,-112.31647329571939,127.6501413169591,127.6501413169591,113.13185980530193,113.13185980530193,120.03338538732152,-120.03338538732152,134.55166689897868,-134.55166689897868,14.518281511657165,-14.518281511657165,173.4587919543527,173.4587919543527,158.94051044269554,158.94051044269554,94.16944608635742,94.16944608635742,139.97809672375104,139.97809672375104,27.661623428031646,27.661623428031646
