phi_rad,phi_deg,escape_probability,composite
-1.5184364492350666,-87.0,0.15517562394533765,Venus_Mars
-1.5009831567151233,-86.0,0.1557442817971267,Venus_Mars
-1.48352986419518,-84.99999999999999,0.15631632926904496,Venus_Mars
-1.4660765716752366,-83.99999999999999,0.15689160873279145,Venus_Mars
-1.4486232791552935,-83.0,0.15746996006132075,Venus_Mars
-1.4311699866353502,-82.0,0.15805122065532062,Venus_Mars
-1.413716694115407,-81.0,0.1586352254723191,Venus_Mars
-1.3962634015954636,-80.0,0.15922180705845054,Venus_Mars
-1.3788101090755203,-79.0,0.15981079558290623,Venus_Mars
-1.361356816555577,-78.0,0.1604020188750918,Venus_Mars
-1.3439035240356336,-77.0,0.16099530246451066,Venus_Mars
-1.3264502315156903,-75.99999999999999,0.16159046962338794,Venus_Mars
-1.308996938995747,-74.99999999999999,0.16218734141204744,Venus_Mars
-1.2915436464758039,-74.0,0.1627857367270484,Venus_Mars
-1.2740903539558606,-73.0,0.16338547235208706,Venus_Mars
-1.2566370614359172,-72.0,0.16398636301166172,Venus_Mars
-1.239183768915974,-71.0,0.16458822142749924,Venus_Mars
-1.2217304763960306,-70.0,0.16519085837773317,Venus_Mars
-1.2042771838760873,-69.0,0.1657940827588231,Venus_Mars
-1.186823891356144,-68.0,0.1663977016501982,Venus_Mars
-1.1693705988362006,-66.99999999999999,0.16700152038160593,Venus_Mars
-1.1519173063162573,-65.99999999999999,0.16760534260314014,Venus_Mars
-1.1344640137963142,-65.0,0.1682089703579221,Venus_Mars
-1.1170107212763707,-63.999999999999986,0.16881220415740067,Venus_Mars
-1.0995574287564276,-63.0,0.1694148430592355,Venus_Mars
-1.082104136236484,-61.999999999999986,0.17001668474772275,Venus_Mars
-1.064650843716541,-61.0,0.17061752561671836,Venus_Mars
-1.0471975511965979,-60.00000000000001,0.17121716085501026,Venus_Mars
-1.0297442586766543,-58.99999999999999,0.17181538453408687,Venus_Mars
-1.0122909661567112,-58.00000000000001,0.17241198969824498,Venus_Mars
-0.9948376736367677,-56.99999999999999,0.17300676845697666,Venus_Mars
-0.9773843811168246,-56.0,0.17359951207957075,Venus_Mars
-0.959931088596881,-54.999999999999986,0.17419001109186102,Venus_Mars
-0.9424777960769379,-54.0,0.17477805537504898,Venus_Mars
-0.9250245035569944,-52.999999999999986,0.1753634342665262,Venus_Mars
-0.9075712110370513,-52.0,0.17594593666261749,Venus_Mars
-0.8901179185171082,-51.00000000000001,0.17652535112316278,Venus_Mars
-0.8726646259971647,-49.99999999999999,0.17710146597785262,Venus_Mars
-0.8552113334772216,-49.00000000000001,0.17767406943422803,Venus_Mars
-0.837758040957278,-47.99999999999999,0.17824294968725488,Venus_Mars
-0.8203047484373349,-47.0,0.17880789503037675,Venus_Mars
-0.8028514559173914,-45.999999999999986,0.179368693967951,Venus_Mars
-0.7853981633974483,-45.0,0.1799251353289671,Venus_Mars
-0.7679448708775047,-43.999999999999986,0.18047700838194627,Venus_Mars
-0.7504915783575616,-43.0,0.18102410295091823,Venus_Mars
-0.7330382858376185,-42.00000000000001,0.18156620953236782,Venus_Mars
-0.715584993317675,-40.99999999999999,0.1821031194130445,Venus_Mars
-0.6981317007977319,-40.00000000000001,0.18263462478852413,Venus_Mars
-0.6806784082777884,-38.99999999999999,0.18316051888241106,Venus_Mars
-0.6632251157578453,-38.0,0.18368059606606843,Venus_Mars
-0.6457718232379017,-36.999999999999986,0.18419465197876173,Venus_Mars
-0.6283185307179586,-36.0,0.1847024836480998,Venus_Mars
-0.6108652381980151,-34.999999999999986,0.1852038896106583,Venus_Mars
-0.593411945678072,-34.0,0.18569867003266713,Venus_Mars
-0.5759586531581289,-33.00000000000001,0.18618662683064485,Venus_Mars
-0.5585053606381853,-31.999999999999993,0.18666756379186208,Venus_Mars
-0.5410520681182422,-31.000000000000007,0.18714128669451507,Venus_Mars
-0.5235987755982987,-29.999999999999993,0.18760760342749178,Venus_Mars
-0.5061454830783556,-29.000000000000004,0.18806632410961138,Venus_Mars
-0.48869219055841207,-27.99999999999999,0.18851726120822024,Venus_Mars
-0.47123889803846897,-27.0,0.18896022965702536,Venus_Mars
-0.4537856055185254,-25.999999999999986,0.18939504697304962,Venus_Mars
-0.43633231299858233,-24.999999999999996,0.1898215333725922,Venus_Mars
-0.41887902047863923,-24.000000000000007,0.19023951188607857,Venus_Mars
-0.4014257279586957,-22.999999999999993,0.19064880847168583,Venus_Mars
-0.3839724354387526,-22.000000000000007,0.19104925212763071,Venus_Mars
-0.36651914291880905,-20.999999999999993,0.19144067500300846,Venus_Mars
-0.34906585039886595,-20.000000000000004,0.19182291250707165,Venus_Mars
-0.3316125578789224,-18.99999999999999,0.1921958034168416,Venus_Mars
-0.3141592653589793,-18.0,0.19255918998294388,Venus_Mars
-0.29670597283903577,-16.999999999999986,0.19291291803356517,Venus_Mars
-0.27925268031909267,-15.999999999999996,0.19325683707642535,Venus_Mars
-0.2617993877991496,-15.000000000000009,0.19359080039866738,Venus_Mars
-0.24434609527920603,-13.999999999999995,0.19391466516456335,Venus_Mars
