well_index,well_theta_rad,well_theta_deg,well_potential,left_barrier_index,right_barrier_index,left_barrier_potential,right_barrier_potential,barrier_height_min
62,2.3125612588924866,132.5,0.0,21,13,0.09526350492533009,0.08344043826475556,0.08344043826475556
15,-1.7889624832941877,-102.5,0.08230602121546138,13,21,0.08344043826475556,0.09526350492533009,0.0011344170492941785
