lag_days,prob_condition_after_event,global_event_probability,body,lag_enrichment
94,0.07151515151515152,0.050024050024050026,Mercury,1.4296153846153845
95,0.06909090909090909,0.050024050024050026,Mercury,1.3811538461538462
96,0.06666666666666667,0.050024050024050026,Mercury,1.3326923076923076
97,0.06545454545454546,0.050024050024050026,Mercury,1.3084615384615386
98,0.06303030303030303,0.050024050024050026,Mercury,1.26
99,0.06060606060606061,0.050024050024050026,Mercury,1.2115384615384615
100,0.05818181818181818,0.050024050024050026,Mercury,1.1630769230769231
101,0.05818181818181818,0.050024050024050026,Mercury,1.1630769230769231
102,0.059393939393939395,0.050024050024050026,Mercury,1.1873076923076922
103,0.06060606060606061,0.050024050024050026,Mercury,1.2115384615384615
104,0.06181818181818182,0.050024050024050026,Mercury,1.2357692307692307
105,0.06303030303030303,0.050024050024050026,Mercury,1.26
106,0.06424242424242424,0.050024050024050026,Mercury,1.284230769230769
107,0.06545454545454546,0.050024050024050026,Mercury,1.3084615384615386
108,0.06545454545454546,0.050024050024050026,Mercury,1.3084615384615386
109,0.06545454545454546,0.050024050024050026,Mercury,1.3084615384615386
110,0.06424242424242424,0.050024050024050026,Mercury,1.284230769230769
111,0.06181818181818182,0.050024050024050026,Mercury,1.2357692307692307
112,0.05818181818181818,0.050024050024050026,Mercury,1.1630769230769231
113,0.055757575757575756,0.050024050024050026,Mercury,1.1146153846153846
114,0.05333333333333334,0.050024050024050026,Mercury,1.0661538461538462
115,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
116,0.048484848484848485,0.050024050024050026,Mercury,0.9692307692307692
117,0.04727272727272727,0.050024050024050026,Mercury,0.945
118,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
119,0.052121212121212124,0.050024050024050026,Mercury,1.041923076923077
120,0.05333333333333334,0.050024050024050026,Mercury,1.0661538461538462
121,0.05454545454545454,0.050024050024050026,Mercury,1.0903846153846153
122,0.055757575757575756,0.050024050024050026,Mercury,1.1146153846153846
123,0.05696969696969697,0.050024050024050026,Mercury,1.1388461538461538
124,0.05696969696969697,0.050024050024050026,Mercury,1.1388461538461538
125,0.05696969696969697,0.050024050024050026,Mercury,1.1388461538461538
126,0.055757575757575756,0.050024050024050026,Mercury,1.1146153846153846
127,0.05333333333333334,0.050024050024050026,Mercury,1.0661538461538462
128,0.052121212121212124,0.050024050024050026,Mercury,1.041923076923077
129,0.05090909090909091,0.050024050024050026,Mercury,1.0176923076923077
130,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
131,0.048484848484848485,0.050024050024050026,Mercury,0.9692307692307692
132,0.048484848484848485,0.050024050024050026,Mercury,0.9692307692307692
133,0.048484848484848485,0.050024050024050026,Mercury,0.9692307692307692
134,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
135,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
136,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
137,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
138,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
139,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
140,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
141,0.0496969696969697,0.050024050024050026,Mercury,0.9934615384615384
142,0.048484848484848485,0.050024050024050026,Mercury,0.9692307692307692
143,0.04727272727272727,0.050024050024050026,Mercury,0.945
144,0.04606060606060606,0.050024050024050026,Mercury,0.9207692307692307
