date,theta_raw_rad,sun_phase_rad,theta_residual_minus_sun_rad,R,high_R
1992-06-22,2.885569410125054,2.931455017948486,-0.04588560782343176,-0.2568835591262072,False
1992-06-23,2.8729828223863443,2.947872855234648,-0.07489003284830353,-0.2654318033216691,False
1992-06-24,2.8603504617657727,2.964268702803075,-0.1039182410373023,-0.274146968657541,False
1992-06-25,2.84767056825444,2.9805039169415117,-0.13283334868707186,-0.2829629376134546,False
1992-06-26,2.834941376525233,2.9967399061843585,-0.16179852965912556,-0.2918404234492162,False
1992-06-27,2.822160661855502,3.01284221087365,-0.19068154901814793,-0.3007562453037994,False
1992-06-28,2.809325237994397,3.0289765717673127,-0.2196513337729158,-0.3096711693118122,False
1992-06-29,2.796431017767116,3.0450099741527357,-0.24857895638561978,-0.3185122620708177,False
1992-06-30,2.78347410457361,3.0611095955392402,-0.27763549096563,-0.3272251991650395,False
1992-07-01,2.770452272977078,3.0771416903088067,-0.3066894173317287,-0.3358062962813569,False
1992-07-02,2.757365275726041,3.0932726086519677,-0.33590733292592656,-0.3442757812571735,False
1992-07-03,2.7442143080566375,3.1093664075958323,-0.3651520995391948,-0.3526213243430567,False
1992-07-04,2.7310011688391107,3.1255870974086086,-0.3945859285694979,-0.360829896686522,False
1992-07-05,2.717727141708874,-3.1413895183822804,-0.4240686470884327,-0.3688959019939358,False
1992-07-06,2.7043927111351813,-3.1250320531721534,-0.4537605428722511,-0.3768233774160271,False
1992-07-07,2.690997597952883,-3.108667991558431,-0.4835197176682726,-0.3846269671355276,False
1992-07-08,2.6775413394104497,-3.0921405270883593,-0.5135034406807772,-0.392320375517147,False
1992-07-09,2.6640240121710086,-3.0755956071757766,-0.5435656878328015,-0.3998729024742091,False
1992-07-10,2.65044627364831,-3.0588815386344597,-0.5738574948968171,-0.4071891202466829,False
1992-07-11,2.636809194132322,-3.042149242473569,-0.6042268705736955,-0.4141808894134292,False
1992-07-12,2.6231134431352494,-3.0252541587343664,-0.6348177053099704,-0.4208146961923053,False
1992-07-13,2.6093585430216244,-3.0083542254425932,-0.6654725387153686,-0.4270998005122339,False
1992-07-14,2.595543593099247,-2.9913143264433533,-0.6963273876369858,-0.4330650081803233,False
1992-07-15,2.581668479409881,-2.9743006158550354,-0.7272162119146692,-0.4387629279087283,False
1992-07-16,2.5677337175173243,-2.9571870693298075,-0.758264520332455,-0.4442348268112465,False
1992-07-17,2.5537388820523965,-2.9401447586898013,-0.7893016664373889,-0.4494663667934844,False
1992-07-18,2.539681919184428,-2.9230509074245967,-0.8204524805705624,-0.4544225845260974,False
1992-07-19,2.525559342814244,-2.9060736084311896,-0.8515523559341531,-0.459074946196707,False
1992-07-20,2.511368420922917,-2.889085602113072,-0.8827312841435973,-0.4634025076973961,False
1992-07-21,2.4971086132710205,-2.872245706180207,-0.9138309877283586,-0.4673774559187558,False
1992-07-22,2.48278185116018,-2.8554187040529593,-0.944984751966448,-0.4709661270850195,False
1992-07-23,2.4683919227067257,-2.838752962732891,-0.9760404217399703,-0.4741554164621807,False
1992-07-24,2.4539433038324425,-2.8221061990262686,-1.0071358043208747,-0.476966426564347,False
1992-07-25,2.439440207581864,-2.8056179270768187,-1.0381271725209036,-0.4794442303342053,False
