signal,raw_high_R_plv,raw_background_plv,raw_delta,raw_p,residual_high_R_plv,residual_background_plv,residual_delta,residual_p,best_residual_lag_days,best_residual_lag_plv,raw_fdr_q,residual_fdr_q
combo_Mercury_Moon,0.0791303942468227,0.021044152839242273,0.058086241407580425,0.5344885038320559,0.058534359364528485,0.019974940731319252,0.03855941863320923,0.7590803065644786,173,0.19320294270383095,0.9254281494645816,0.9866711096301233
combo_Jupiter_Saturn,0.16159509576175032,0.10282505935677734,0.05877003640497298,0.4145284905031656,0.057785085559359003,0.007671813001971144,0.05011327255738786,0.8387204265244919,207,0.2053987434553943,0.921438467879128,0.9866711096301233
combo_Mercury_Jupiter_Saturn,0.1191677422900729,0.054730151070449665,0.06443759121962324,0.6311229590136621,0.05710121094126043,0.018165455792402686,0.03893575514885775,0.8243918693768744,81,0.17992416370608852,0.9262952235294788,0.9866711096301233
combo_Mars_Jupiter_Neptune,0.11220251159288042,0.07011103682102654,0.042091474771853876,0.862379206931023,0.05415684142167828,0.013213505079271291,0.04094333634240699,0.8893702099300234,49,0.17112731739534878,0.9380858009736103,0.9866711096301233
combo_Mercury_Uranus_Neptune,0.09081620276553967,0.016866364743786767,0.07394983802175291,0.7404198600466512,0.052458199082567596,0.014661780399490254,0.03779641868307734,0.8567144285238254,86,0.17378896082076725,0.9262952235294788,0.9866711096301233
combo_Mars_Moon,0.2340602138590986,0.000836386286934007,0.2332238275721646,0.38153948683772076,0.05224512082986092,0.0033028613554091945,0.04894225947445173,0.9316894368543819,140,0.0911049994705304,0.921438467879128,0.9866711096301233
combo_Jupiter_Pluto_Moon,0.18278551113440267,0.04983358627436137,0.1329519248600413,0.13262245918027324,0.05165837521338838,0.029519737270338593,0.02213863794304979,0.785071642785738,55,0.19439976586687868,0.8945510226749812,0.9866711096301233
combo_Jupiter_Saturn_Uranus,0.21389215695566943,0.0677888976093436,0.14610325934632584,0.20293235588137287,0.0494468352265022,0.015379383090297589,0.034067452136204615,0.8710429856714429,107,0.3170121671918497,0.8945510226749812,0.9866711096301233
combo_Mars_Saturn_Moon,0.1695970993336262,0.0026475045291113755,0.16694959480451482,0.5921359546817727,0.04804639425719205,0.007610087371206804,0.04043630688598525,0.8837054315228258,173,0.15078839318380297,0.9262952235294788,0.9866711096301233
combo_Venus_Saturn_Uranus,0.1906103939620364,0.014302433822992277,0.17630796013904412,0.21992669110296567,0.047283290826659365,0.0034732195416729444,0.04381007128498642,0.8833722092635788,194,0.14592364297112356,0.8945510226749812,0.9866711096301233
combo_Mercury_Jupiter_Moon,0.1717215229215583,0.058678961247684396,0.11304256167387389,0.22725758080639788,0.047215841268768356,0.023015305440206028,0.02420053582856233,0.8727090969676774,62,0.17969297413242588,0.8945510226749812,0.9866711096301233
combo_Jupiter_Uranus_Pluto,0.2025008091708533,0.05241435429129387,0.15008645487955943,0.4148617127624125,0.04082467431667938,0.023401588209118578,0.017423086107560805,0.9496834388537154,54,0.25329952402844347,0.921438467879128,0.9866711096301233
Uranus,0.13391837299082768,0.008242457160747299,0.12567591583008036,0.5584805064978341,0.03989239098117618,0.008623432306877503,0.03126895867429868,0.9173608797067644,142,0.17425038741999374,0.9262952235294788,0.9866711096301233
combo_Uranus_Neptune_Moon,0.10208531140306593,0.006505834130320589,0.09557947727274534,0.6271242919026991,0.034563686075812464,0.0028481576167609375,0.031715528459051526,0.9286904365211596,120,0.17828370144154057,0.9262952235294788,0.9866711096301233
combo_Jupiter_Saturn_Moon,0.16106388130921842,0.06634650803020875,0.09471737327900967,0.24191936021326224,0.03332823357381279,0.011906154530827955,0.021422079042984835,0.9123625458180606,96,0.18912933347783556,0.8945510226749812,0.9866711096301233
Saturn,0.143535538486592,0.004699955972129869,0.13883558251446212,0.5088303898700434,0.032521662531969885,0.0023377733701652674,0.030183889161804617,0.9340219926691103,229,0.21742175750162238,0.921438467879128,0.9866711096301233
combo_Jupiter_Neptune_Moon,0.1265081685136672,0.07007416205592974,0.056434006457737454,0.49050316561146284,0.029704540775902236,0.0074647672011076,0.022239773574794636,0.9220259913362212,120,0.21383225819852586,0.921438467879128,0.9866711096301233
combo_Jupiter_Uranus,0.2183928615431413,0.0987555863789032,0.1196372751642381,0.2585804731756081,0.027611126604675996,0.011128293242246535,0.016482833362429464,0.967677440853049,124,0.19601017375976718,0.8945510226749812,0.9866711096301233
Jupiter,0.24319118022147798,0.13349300132919972,0.10969817889227826,0.20626457847384205,0.026376568136463326,0.020342714381469684,0.006033853754993643,0.9510163278907031,104,0.2206503979226005,0.8945510226749812,0.9866711096301233
combo_Mars_Jupiter_Moon,0.07881668202937905,0.06967554149958444,0.009141140529794617,0.910696434521826,0.021661642342725426,0.01079026229529962,0.010871380047425806,0.9750083305564812,68,0.13913234648586933,0.9380858009736103,0.9866711096301233
combo_Saturn_Uranus_Moon,0.1290537118653305,0.009429674356066496,0.119624037509264,0.3762079306897701,0.01656528957095642,0.005906005062482606,0.010659284508473817,0.9750083305564812,234,0.1964592429440254,0.921438467879128,0.9866711096301233
combo_Saturn_Moon,0.0732094695297511,0.004315252921417902,0.0688942166083332,0.7317560813062313,0.01651108625659264,0.0021188995293543113,0.01439218672723833,0.9606797734088637,238,0.16955400281281763,0.9262952235294788,0.9866711096301233
combo_Jupiter_Uranus_Moon,0.1994032305806956,0.07525031154337918,0.12415291903731641,0.1616127957347551,0.015441564776034908,0.009833089660959759,0.005608475115075149,0.9820059980006665,154,0.2081725528303794,0.8945510226749812,0.9866711096301233
jupiter_moon,0.19490328364151976,0.08560007717842547,0.1093032064630943,0.05064978340553149,0.015105727052528696,0.01288948497031927,0.0022162420822094252,0.9703432189270244,97,0.16215453787963355,0.8945510226749812,0.9866711096301233
combo_Jupiter_Moon,0.19490328364151976,0.08560007717842547,0.1093032064630943,0.056981006331222925,0.015105727052528696,0.01288948497031927,0.0022162420822094252,0.9706764411862713,97,0.16215453787963355,0.8945510226749812,0.9866711096301233
Moon,0.039437775052597684,0.002558939637260639,0.03687883541533705,0.4865044985004998,0.01397154910788542,0.001151321889121195,0.012820227218764225,0.8077307564145285,17,0.03344002165318463,0.921438467879128,0.9866711096301233
combo_Uranus_Moon,0.08508217565876204,0.0055325283095895884,0.07954964734917246,0.5804731756081306,0.00869782530324027,0.0035266618233968,0.005171163479843471,0.9866711096301233,132,0.13162868594313226,0.9262952235294788,0.9866711096301233
